epoch,mark,Unused,Ankle Angle,Unused,Measured Torque (R),Unused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769030471.709790,0,0.000000,39.060000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,25.950000
1769030471.725447,0,0.000000,38.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.960000
1769030471.741149,0,0.000000,38.950000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,25.970000
1769030471.757232,0,0.000000,40.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.330000,8.000000,26.000000
1769030471.772969,0,0.000000,41.880000,0.000000,0.050000,0.000000,0.000000,0.000000,0.660000,8.000000,26.010000
1769030471.793534,0,0.000000,44.840000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,26.030000
1769030471.793534,0,0.000000,48.590000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.040000
1769030471.811533,0,0.000000,53.270000,0.000000,0.140000,0.000000,0.000000,0.000000,0.330000,8.000000,26.040000
1769030471.851642,0,0.000000,58.810000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.060000
1769030471.851642,0,0.000000,63.950000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,26.070000
1769030471.851642,0,0.000000,68.440000,0.000000,0.200000,0.000000,0.000000,0.000000,0.660000,8.000000,26.100000
1769030471.867619,0,0.000000,72.110000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.110000
1769030471.883887,0,0.000000,74.220000,0.000000,0.120000,0.000000,0.000000,0.000000,0.500000,8.000000,26.120000
1769030471.915189,0,0.000000,74.700000,0.000000,0.200000,0.000000,0.000000,0.000000,0.250000,8.000000,26.140000
1769030471.915189,0,0.000000,74.010000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,26.150000
1769030471.930830,0,0.000000,72.560000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,26.180000
1769030471.930830,0,0.000000,70.870000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,26.190000
1769030471.983797,0,0.000000,68.830000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.200000
1769030471.994421,0,0.000000,66.950000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,26.210000
