epoch,mark,Unused,Ankle Angle,Unused,Measured Torque (R),Unused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1771870179.503495,0,0.000000,53.430000,0.000000,-0.070000,0.000000,0.000000,1.000000,0.000000,8.000000,22.040000
1771870179.535257,0,0.000000,52.660000,0.000000,-0.050000,0.000000,0.000000,1.030000,0.500000,8.000000,22.060000
1771870179.566935,0,0.000000,47.770000,0.000000,-0.020000,0.000000,0.000000,1.000000,0.200000,8.000000,22.090000
1771870179.566935,0,0.000000,46.220000,0.000000,-0.020000,0.000000,0.000000,0.980000,0.400000,8.000000,22.100000
1771870179.582793,0,0.000000,44.930000,0.000000,-0.010000,0.000000,0.000000,0.990000,0.400000,8.000000,22.120000
1771870179.598737,0,0.000000,43.380000,0.000000,0.000000,0.000000,0.000000,1.000000,0.400000,8.000000,22.120000
1771870179.630240,0,0.000000,41.770000,0.000000,-0.030000,0.000000,0.000000,1.000000,0.800000,8.000000,22.140000
1771870179.630240,0,0.000000,40.430000,0.000000,0.050000,0.000000,0.000000,0.990000,0.000000,8.000000,22.150000
1771870179.646149,0,0.000000,39.560000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,22.180000
1771870179.662097,0,0.000000,39.150000,0.000000,-0.100000,0.000000,0.000000,1.000000,0.200000,8.000000,22.200000
1771870179.677739,0,0.000000,38.470000,0.000000,-0.100000,0.000000,0.000000,1.000000,0.200000,8.000000,22.200000
1771870179.693816,0,0.000000,37.840000,0.000000,-0.020000,0.000000,0.000000,0.980000,0.000000,8.000000,22.220000
1771870179.709854,0,0.000000,36.700000,0.000000,0.000000,0.000000,0.000000,0.920000,0.000000,8.000000,22.230000
1771870179.725944,0,0.000000,35.340000,0.000000,0.050000,0.000000,0.000000,0.700000,0.200000,8.000000,22.260000
1771870179.741797,0,0.000000,34.360000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,8.000000,22.270000
1771870179.757788,0,0.000000,34.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,8.000000,22.290000
1771870179.773687,0,0.000000,34.610000,0.000000,-0.070000,0.000000,0.000000,0.000000,0.200000,8.000000,22.290000
1771870179.789780,0,0.000000,35.650000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,22.310000
1771870179.805463,0,0.000000,36.740000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.600000,8.000000,22.340000
1771870179.818132,0,0.000000,37.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,8.000000,22.350000
1771870179.821164,0,0.000000,38.220000,0.000000,0.030000,0.000000,0.000000,0.000000,1.000000,8.000000,22.370000
1771870179.852854,0,0.000000,38.400000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.200000,8.000000,22.370000
1771870179.852854,0,0.000000,38.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,8.000000,22.390000
1771870179.868523,0,0.000000,38.310000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,22.400000
1771870179.900095,0,0.000000,38.000000,0.000000,-0.070000,0.000000,0.000000,0.000000,0.200000,8.000000,22.430000
1771870179.918001,0,0.000000,37.540000,0.000000,0.010000,0.000000,0.000000,0.000000,0.200000,8.000000,22.440000
1771870179.937624,0,0.000000,37.060000,0.000000,0.020000,0.000000,0.000000,0.000000,0.200000,8.000000,22.450000
1771870179.947695,0,0.000000,36.400000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,22.460000
1771870179.979848,0,0.000000,35.930000,0.000000,0.050000,0.000000,0.000000,0.000000,0.400000,8.000000,22.480000
1771870179.995491,0,0.000000,35.590000,0.000000,0.090000,0.000000,0.000000,0.000000,0.400000,8.000000,22.500000
1771870179.995491,0,0.000000,35.380000,0.000000,0.070000,0.000000,0.000000,0.000000,0.200000,8.000000,22.520000
1771870180.011367,0,0.000000,35.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,22.530000
1771870180.023952,0,0.000000,35.750000,0.000000,-0.030000,0.000000,0.000000,0.000000,0.200000,8.000000,22.540000
1771870180.027487,0,0.000000,36.130000,0.000000,0.000000,0.000000,0.000000,0.070000,0.200000,8.000000,22.550000
1771870180.043609,0,0.000000,36.880000,0.000000,0.100000,0.000000,0.000000,0.150000,0.200000,8.000000,22.570000
1771870180.059530,0,0.000000,37.610000,0.000000,0.020000,0.000000,0.000000,0.230000,0.200000,8.000000,22.590000
1771870180.075189,0,0.000000,38.700000,0.000000,0.010000,0.000000,0.000000,0.330000,0.000000,8.000000,22.610000
1771870180.090988,0,0.000000,39.880000,0.000000,0.070000,0.000000,0.000000,0.400000,0.200000,8.000000,22.620000
1771870180.106677,0,0.000000,40.790000,0.000000,0.090000,0.000000,0.000000,0.470000,0.000000,8.000000,22.630000
1771870180.122340,0,0.000000,41.680000,0.000000,0.020000,0.000000,0.000000,0.550000,0.200000,8.000000,22.640000
1771870180.138175,0,0.000000,42.470000,0.000000,0.000000,0.000000,0.000000,0.620000,0.200000,8.000000,22.670000
1771870180.154184,0,0.000000,43.080000,0.000000,-0.030000,0.000000,0.000000,0.670000,0.000000,8.000000,22.680000
1771870180.154184,0,0.000000,43.770000,0.000000,0.000000,0.000000,0.000000,0.700000,0.400000,8.000000,22.700000
1771870180.170128,0,0.000000,44.680000,0.000000,-0.020000,0.000000,0.000000,0.740000,0.600000,8.000000,22.700000
1771870180.185816,0,0.000000,45.770000,0.000000,0.010000,0.000000,0.000000,0.760000,0.600000,8.000000,22.720000
1771870180.201477,0,0.000000,46.580000,0.000000,0.050000,0.000000,0.000000,0.790000,0.200000,8.000000,22.730000
1771870180.218116,0,0.000000,47.470000,0.000000,0.050000,0.000000,0.000000,0.800000,0.000000,8.000000,22.760000
1771870180.232916,0,0.000000,48.270000,0.000000,0.030000,0.000000,0.000000,0.800000,0.140000,8.000000,22.770000
1771870180.248965,0,0.000000,49.080000,0.000000,0.020000,0.000000,0.000000,0.790000,0.140000,8.000000,22.790000
