epoch,mark,Desired Torque (L),Measured Torque (L),Desired Torque (R),Measured Torque (R),Toe FSR (L),Stance Phase (L),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769027999.178956,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.010000,8.000000,81.260000
1769027999.210295,0,0.000000,0.000000,0.000000,0.050000,19.590000,0.000000,0.000000,-0.010000,8.000000,81.270000
1769027999.233172,0,0.000000,0.000000,0.000000,-0.010000,19.590000,0.000000,0.000000,0.000000,8.000000,81.290000
1769027999.233172,0,0.000000,0.000000,0.000000,-0.200000,19.300000,0.000000,0.000000,0.000000,8.000000,81.300000
1769027999.258108,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,0.000000,8.000000,81.310000
1769027999.258108,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.010000,8.000000,81.330000
1769027999.274168,0,0.000000,0.000000,0.000000,-0.030000,19.630000,0.000000,0.000000,-0.010000,8.000000,81.340000
1769027999.306034,0,0.000000,0.000000,0.000000,-0.020000,19.700000,0.000000,0.000000,-0.010000,8.000000,81.370000
1769027999.306034,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,0.000000,8.000000,81.370000
1769027999.333292,0,0.000000,0.000000,0.000000,0.000000,19.370000,0.000000,0.000000,0.000000,8.000000,81.400000
1769027999.353454,0,0.000000,0.000000,0.000000,-0.070000,19.750000,0.000000,0.000000,0.000000,8.000000,81.410000
1769027999.353454,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,81.430000
1769027999.369141,0,0.000000,0.000000,0.000000,0.070000,19.630000,0.000000,0.000000,0.000000,8.000000,81.440000
1769027999.385217,0,0.000000,0.000000,0.000000,-0.010000,19.530000,0.000000,0.000000,0.000000,8.000000,81.450000
1769027999.385217,0,0.000000,0.000000,0.000000,-0.110000,19.530000,0.000000,0.000000,0.000000,8.000000,81.470000
1769027999.401304,0,0.000000,0.000000,0.000000,-0.020000,19.700000,0.000000,0.000000,0.000000,8.000000,81.480000
1769027999.433300,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,0.000000,8.000000,81.500000
1769027999.433300,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,0.000000,8.000000,81.510000
1769027999.449301,0,0.000000,0.000000,0.000000,0.000000,19.750000,0.000000,0.000000,0.010000,8.000000,81.520000
1769027999.480801,0,0.000000,0.000000,0.000000,-0.030000,19.630000,0.000000,0.000000,0.020000,8.000000,81.550000
1769027999.496587,0,0.000000,0.000000,0.000000,-0.070000,19.530000,0.000000,0.000000,0.020000,8.000000,81.550000
1769027999.496587,0,0.000000,0.000000,0.000000,0.050000,19.630000,0.000000,0.000000,0.030000,8.000000,81.580000
1769027999.533296,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,0.020000,8.000000,81.580000
1769027999.533296,0,0.000000,0.000000,0.000000,-0.090000,19.590000,0.000000,0.000000,0.020000,8.000000,81.610000
1769027999.582147,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,0.020000,8.000000,81.620000
1769027999.583167,0,0.000000,0.000000,0.000000,-0.100000,19.630000,0.000000,0.000000,0.020000,8.000000,81.630000
1769027999.584183,0,0.000000,0.000000,0.000000,-0.070000,19.700000,0.000000,0.000000,0.020000,8.000000,81.650000
1769027999.585204,0,0.000000,0.000000,0.000000,-0.070000,19.700000,0.000000,0.000000,0.020000,8.000000,81.660000
1769027999.608049,0,0.000000,0.000000,0.000000,-0.090000,19.590000,0.000000,0.000000,0.010000,8.000000,81.680000
1769027999.639879,0,0.000000,0.000000,0.000000,0.010000,19.590000,0.000000,0.000000,0.010000,8.000000,81.690000
1769027999.639879,0,0.000000,0.000000,0.000000,-0.070000,19.530000,0.000000,0.000000,0.010000,8.000000,81.700000
1769027999.655776,0,0.000000,0.000000,0.000000,-0.030000,19.420000,0.000000,0.000000,0.010000,8.000000,81.720000
1769027999.655776,0,0.000000,0.000000,0.000000,-0.020000,19.420000,0.000000,0.000000,0.010000,8.000000,81.730000
1769027999.687637,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,0.010000,8.000000,81.750000
1769027999.687637,0,0.000000,0.000000,0.000000,-0.010000,19.300000,0.000000,0.000000,0.000000,8.000000,81.760000
1769027999.720784,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,0.000000,8.000000,81.790000
1769027999.720784,0,0.000000,0.000000,0.000000,-0.050000,19.800000,0.000000,0.000000,0.000000,8.000000,81.800000
1769027999.766982,0,0.000000,0.000000,0.000000,-0.070000,19.590000,0.000000,0.000000,0.000000,8.000000,81.810000
1769027999.766982,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,81.830000
1769027999.766982,0,0.000000,0.000000,0.000000,0.010000,19.470000,0.000000,0.000000,0.000000,8.000000,81.840000
1769027999.766982,0,0.000000,0.000000,0.000000,-0.050000,19.470000,0.000000,0.000000,0.000000,8.000000,81.860000
1769027999.766982,0,0.000000,0.000000,0.000000,0.000000,19.800000,0.000000,0.000000,0.000000,8.000000,81.870000
1769027999.814643,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,81.880000
1769027999.814643,0,0.000000,0.000000,0.000000,-0.090000,19.420000,0.000000,0.000000,0.000000,8.000000,81.910000
1769027999.814643,0,0.000000,0.000000,0.000000,-0.010000,19.630000,0.000000,0.000000,0.000000,8.000000,81.910000
1769027999.862077,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,0.000000,8.000000,81.940000
1769027999.862077,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,81.940000
1769027999.877976,0,0.000000,0.000000,0.000000,-0.110000,19.470000,0.000000,0.000000,0.000000,8.000000,81.970000
1769027999.877976,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,81.980000
1769027999.925112,0,0.000000,0.000000,0.000000,-0.100000,19.530000,0.000000,0.000000,0.000000,8.000000,82.000000
1769027999.925112,0,0.000000,0.000000,0.000000,-0.020000,19.370000,0.000000,0.000000,0.000000,8.000000,82.010000
1769027999.971055,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,0.000000,8.000000,82.020000
1769027999.971055,0,0.000000,0.000000,0.000000,-0.010000,19.750000,0.000000,0.000000,0.000000,8.000000,82.050000
1769027999.972799,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,82.050000
1769028000.020560,0,0.000000,0.000000,0.000000,0.010000,19.700000,0.000000,0.000000,0.000000,8.000000,82.080000
1769028000.020560,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,82.080000
1769028000.020560,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.110000
1769028000.068355,0,0.000000,0.000000,0.000000,0.030000,19.530000,0.000000,0.000000,-0.010000,8.000000,82.120000
1769028000.068355,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,-0.010000,8.000000,82.130000
1769028000.068355,0,0.000000,0.000000,0.000000,-0.010000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.150000
1769028000.068355,0,0.000000,0.000000,0.000000,-0.010000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.160000
1769028000.116102,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.180000
1769028000.116102,0,0.000000,0.000000,0.000000,-0.020000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.190000
1769028000.116102,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.200000
1769028000.116102,0,0.000000,0.000000,0.000000,0.010000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.230000
1769028000.163783,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.010000,8.000000,82.230000
1769028000.163783,0,0.000000,0.000000,0.000000,0.000000,19.750000,0.000000,0.000000,-0.010000,8.000000,82.260000
1769028000.163783,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.260000
1769028000.227259,0,0.000000,0.000000,0.000000,-0.030000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.290000
1769028000.227259,0,0.000000,0.000000,0.000000,0.000000,19.860000,0.000000,0.000000,0.000000,8.000000,82.300000
1769028000.227259,0,0.000000,0.000000,0.000000,0.070000,19.470000,0.000000,0.000000,0.000000,8.000000,82.310000
1769028000.227259,0,0.000000,0.000000,0.000000,-0.010000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.330000
1769028000.276968,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.340000
1769028000.322407,0,0.000000,0.000000,0.000000,-0.050000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.360000
1769028000.322407,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.370000
1769028000.322407,0,0.000000,0.000000,0.000000,0.070000,19.750000,0.000000,0.000000,-0.010000,8.000000,82.380000
1769028000.322407,0,0.000000,0.000000,0.000000,-0.070000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.410000
1769028000.338501,0,0.000000,0.000000,0.000000,0.030000,19.750000,0.000000,0.000000,-0.010000,8.000000,82.410000
1769028000.370507,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,-0.010000,8.000000,82.440000
1769028000.402330,0,0.000000,0.000000,0.000000,-0.070000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.440000
1769028000.403359,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.470000
1769028000.418463,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.480000
1769028000.418463,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.500000
1769028000.450336,0,0.000000,0.000000,0.000000,-0.030000,19.530000,0.000000,0.000000,-0.010000,8.000000,82.510000
1769028000.450336,0,0.000000,0.000000,0.000000,-0.030000,19.530000,0.000000,0.000000,-0.010000,8.000000,82.520000
1769028000.482069,0,0.000000,0.000000,0.000000,-0.010000,19.530000,0.000000,0.000000,-0.010000,8.000000,82.550000
1769028000.497784,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.550000
1769028000.497784,0,0.000000,0.000000,0.000000,-0.030000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.580000
1769028000.534309,0,0.000000,0.000000,0.000000,-0.020000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.580000
1769028000.534309,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.610000
1769028000.561511,0,0.000000,0.000000,0.000000,-0.070000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.620000
1769028000.561511,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,-0.010000,8.000000,82.630000
1769028000.593484,0,0.000000,0.000000,0.000000,-0.050000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.650000
1769028000.593484,0,0.000000,0.000000,0.000000,-0.070000,19.590000,0.000000,0.000000,-0.010000,8.000000,82.660000
1769028000.609166,0,0.000000,0.000000,0.000000,0.050000,19.370000,0.000000,0.000000,-0.010000,8.000000,82.680000
1769028000.609166,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,-0.010000,8.000000,82.690000
1769028000.641080,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,-0.010000,8.000000,82.700000
1769028000.673045,0,0.000000,0.000000,0.000000,-0.010000,19.630000,0.000000,0.000000,-0.020000,8.000000,82.730000
1769028000.673045,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.020000,8.000000,82.750000
1769028000.705062,0,0.000000,0.000000,0.000000,0.000000,19.420000,0.000000,0.000000,-0.020000,8.000000,82.760000
1769028000.734485,0,0.000000,0.000000,0.000000,0.050000,19.700000,0.000000,0.000000,-0.020000,8.000000,82.770000
1769028000.734485,0,0.000000,0.000000,0.000000,-0.070000,19.470000,0.000000,0.000000,-0.020000,8.000000,82.790000
1769028000.737038,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.030000,8.000000,82.800000
1769028000.761199,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,-0.020000,8.000000,82.810000
1769028000.762257,0,0.000000,0.000000,0.000000,-0.010000,19.700000,0.000000,0.000000,-0.030000,8.000000,82.830000
1769028000.790980,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.020000,8.000000,82.840000
1769028000.809927,0,0.000000,0.000000,0.000000,-0.070000,19.700000,0.000000,0.000000,-0.020000,8.000000,82.870000
1769028000.809927,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,-0.020000,8.000000,82.870000
1769028000.841868,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,-0.020000,8.000000,82.900000
1769028000.841868,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,-0.020000,8.000000,82.910000
1769028000.857797,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,-0.020000,8.000000,82.930000
1769028000.873492,0,0.000000,0.000000,0.000000,-0.030000,19.370000,0.000000,0.000000,-0.020000,8.000000,82.940000
1769028000.889210,0,0.000000,0.000000,0.000000,0.020000,19.700000,0.000000,0.000000,-0.020000,8.000000,82.950000
1769028000.920657,0,0.000000,0.000000,0.000000,-0.030000,19.530000,0.000000,0.000000,-0.020000,8.000000,82.980000
1769028000.920657,0,0.000000,0.000000,0.000000,-0.010000,19.630000,0.000000,0.000000,-0.020000,8.000000,82.980000
1769028000.952196,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.020000,8.000000,83.010000
1769028000.952196,0,0.000000,0.000000,0.000000,0.000000,19.750000,0.000000,0.000000,-0.020000,8.000000,83.010000
1769028000.952196,0,0.000000,0.000000,0.000000,-0.050000,19.530000,0.000000,0.000000,-0.020000,8.000000,83.040000
1769028000.972346,0,0.000000,0.000000,0.000000,-0.070000,19.630000,0.000000,0.000000,-0.020000,8.000000,83.050000
1769028001.000218,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.060000
1769028001.000218,0,0.000000,0.000000,0.000000,0.010000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.080000
1769028001.034773,0,0.000000,0.000000,0.000000,-0.070000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.090000
1769028001.063336,0,0.000000,0.000000,0.000000,-0.030000,19.920000,0.000000,0.000000,-0.030000,8.000000,83.110000
1769028001.063336,0,0.000000,0.000000,0.000000,-0.050000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.120000
1769028001.063336,0,0.000000,0.000000,0.000000,-0.020000,19.750000,0.000000,0.000000,-0.030000,8.000000,83.130000
1769028001.094716,0,0.000000,0.000000,0.000000,0.010000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.160000
1769028001.110383,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.160000
1769028001.110383,0,0.000000,0.000000,0.000000,-0.100000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.190000
1769028001.110383,0,0.000000,0.000000,0.000000,-0.030000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.190000
1769028001.142192,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.220000
1769028001.173793,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.230000
1769028001.173793,0,0.000000,0.000000,0.000000,-0.050000,19.420000,0.000000,0.000000,-0.030000,8.000000,83.250000
1769028001.205861,0,0.000000,0.000000,0.000000,-0.010000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.260000
1769028001.205861,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.270000
1769028001.237479,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.300000
1769028001.237479,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.300000
1769028001.253304,0,0.000000,0.000000,0.000000,-0.030000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.330000
1769028001.269105,0,0.000000,0.000000,0.000000,-0.020000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.330000
1769028001.285155,0,0.000000,0.000000,0.000000,0.000000,19.800000,0.000000,0.000000,-0.030000,8.000000,83.360000
1769028001.285155,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.370000
1769028001.317063,0,0.000000,0.000000,0.000000,-0.070000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.380000
1769028001.317063,0,0.000000,0.000000,0.000000,-0.120000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.400000
1769028001.348503,0,0.000000,0.000000,0.000000,-0.100000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.410000
1769028001.364244,0,0.000000,0.000000,0.000000,-0.140000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.440000
1769028001.380281,0,0.000000,0.000000,0.000000,-0.100000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.440000
1769028001.409310,0,0.000000,0.000000,0.000000,0.000000,19.420000,0.000000,0.000000,-0.030000,8.000000,83.470000
1769028001.409956,0,0.000000,0.000000,0.000000,-0.070000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.480000
1769028001.427515,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,-0.030000,8.000000,83.500000
1769028001.435473,0,0.000000,0.000000,0.000000,-0.090000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.510000
1769028001.459244,0,0.000000,0.000000,0.000000,-0.020000,19.470000,0.000000,0.000000,-0.030000,8.000000,83.520000
1769028001.490956,0,0.000000,0.000000,0.000000,-0.090000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.540000
1769028001.490956,0,0.000000,0.000000,0.000000,-0.030000,19.470000,0.000000,0.000000,-0.030000,8.000000,83.550000
1769028001.490956,0,0.000000,0.000000,0.000000,-0.180000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.560000
1769028001.507078,0,0.000000,0.000000,0.000000,0.000000,19.420000,0.000000,0.000000,-0.030000,8.000000,83.580000
1769028001.507078,0,0.000000,0.000000,0.000000,-0.010000,19.470000,0.000000,0.000000,-0.030000,8.000000,83.590000
1769028001.539057,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.620000
1769028001.570733,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.620000
1769028001.570733,0,0.000000,0.000000,0.000000,-0.010000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.650000
1769028001.609900,0,0.000000,0.000000,0.000000,-0.070000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.660000
1769028001.610918,0,0.000000,0.000000,0.000000,-0.030000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.680000
1769028001.635879,0,0.000000,0.000000,0.000000,-0.020000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.690000
1769028001.635879,0,0.000000,0.000000,0.000000,-0.030000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.700000
1769028001.666172,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.720000
1769028001.666172,0,0.000000,0.000000,0.000000,0.020000,19.750000,0.000000,0.000000,-0.030000,8.000000,83.730000
1769028001.666172,0,0.000000,0.000000,0.000000,-0.050000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.750000
1769028001.698317,0,0.000000,0.000000,0.000000,0.090000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.760000
1769028001.735918,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.790000
1769028001.735918,0,0.000000,0.000000,0.000000,-0.050000,19.700000,0.000000,0.000000,-0.030000,8.000000,83.800000
1769028001.777125,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.810000
1769028001.777125,0,0.000000,0.000000,0.000000,-0.020000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.830000
1769028001.792920,0,0.000000,0.000000,0.000000,-0.010000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.840000
1769028001.792920,0,0.000000,0.000000,0.000000,-0.020000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.860000
1769028001.792920,0,0.000000,0.000000,0.000000,0.010000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.870000
1769028001.809042,0,0.000000,0.000000,0.000000,-0.090000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.880000
1769028001.840479,0,0.000000,0.000000,0.000000,0.050000,19.530000,0.000000,0.000000,-0.030000,8.000000,83.900000
1769028001.840479,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,-0.030000,8.000000,83.910000
1769028001.872219,0,0.000000,0.000000,0.000000,0.010000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.940000
1769028001.872219,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.940000
1769028001.915339,0,0.000000,0.000000,0.000000,-0.030000,19.630000,0.000000,0.000000,-0.030000,8.000000,83.970000
1769028001.915339,0,0.000000,0.000000,0.000000,-0.030000,19.590000,0.000000,0.000000,-0.020000,8.000000,83.980000
1769028001.936147,0,0.000000,0.000000,0.000000,-0.020000,19.470000,0.000000,0.000000,-0.020000,8.000000,84.000000
1769028001.973836,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.030000,8.000000,84.010000
1769028001.973836,0,0.000000,0.000000,0.000000,0.010000,19.590000,0.000000,0.000000,-0.020000,8.000000,84.020000
1769028001.973836,0,0.000000,0.000000,0.000000,0.030000,19.750000,0.000000,0.000000,-0.020000,8.000000,84.040000
1769028001.983968,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.020000,8.000000,84.050000
1769028002.016149,0,0.000000,0.000000,0.000000,0.000000,19.750000,0.000000,0.000000,-0.020000,8.000000,84.060000
1769028002.016149,0,0.000000,0.000000,0.000000,0.030000,19.700000,0.000000,0.000000,-0.020000,8.000000,84.080000
1769028002.036162,0,0.000000,0.000000,0.000000,-0.090000,19.750000,0.000000,0.000000,-0.020000,8.000000,84.090000
1769028002.048272,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.020000,8.000000,84.120000
1769028002.064058,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,-0.020000,8.000000,84.120000
1769028002.064058,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,-0.020000,8.000000,84.150000
1769028002.095982,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.010000,8.000000,84.160000
1769028002.095982,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,-0.010000,8.000000,84.180000
1769028002.127714,0,0.000000,0.000000,0.000000,0.000000,19.470000,0.000000,0.000000,-0.010000,8.000000,84.190000
1769028002.143860,0,0.000000,0.000000,0.000000,-0.030000,19.530000,0.000000,0.000000,-0.010000,8.000000,84.200000
1769028002.143860,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,-0.010000,8.000000,84.230000
1769028002.175696,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,84.230000
1769028002.175696,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,84.260000
1769028002.207180,0,0.000000,0.000000,0.000000,-0.030000,19.750000,0.000000,0.000000,0.000000,8.000000,84.260000
1769028002.207180,0,0.000000,0.000000,0.000000,-0.100000,19.630000,0.000000,0.000000,0.000000,8.000000,84.290000
1769028002.236406,0,0.000000,0.000000,0.000000,-0.050000,19.530000,0.000000,0.000000,0.010000,8.000000,84.300000
1769028002.255046,0,0.000000,0.000000,0.000000,0.050000,19.470000,0.000000,0.000000,0.020000,8.000000,84.310000
1769028002.255046,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,0.030000,8.000000,84.330000
1769028002.255046,0,0.000000,0.000000,0.000000,-0.070000,19.530000,0.000000,0.000000,0.050000,8.000000,84.340000
1769028002.290629,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,0.070000,8.000000,84.360000
1769028002.294165,0,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.090000,8.000000,84.370000
1769028002.318505,0,0.000000,0.000000,0.000000,-0.050000,19.630000,0.000000,0.000000,0.100000,8.000000,84.380000
1769028002.336563,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,0.100000,8.000000,84.410000
1769028002.336563,0,0.000000,0.000000,0.000000,-0.070000,19.530000,0.000000,0.000000,0.110000,8.000000,84.410000
1769028002.366120,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,0.120000,8.000000,84.440000
1769028002.381932,0,0.000000,0.000000,0.000000,-0.090000,19.750000,0.000000,0.000000,0.120000,8.000000,84.440000
1769028002.381932,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,0.140000,8.000000,84.470000
1769028002.423727,0,0.000000,0.000000,0.000000,-0.020000,19.530000,0.000000,0.000000,0.150000,8.000000,84.480000
1769028002.424844,0,0.000000,0.000000,0.000000,0.000000,19.420000,0.000000,0.000000,0.170000,8.000000,84.500000
1769028002.445790,0,0.000000,0.000000,0.000000,-0.100000,19.590000,0.000000,0.000000,0.180000,8.000000,84.510000
1769028002.445790,0,0.000000,0.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,0.210000,8.000000,84.520000
1769028002.477496,0,0.000000,0.000000,0.000000,-0.150000,19.470000,0.000000,0.000000,0.250000,8.000000,84.550000
1769028002.493244,0,0.000000,0.000000,0.000000,-0.110000,19.590000,0.000000,0.000000,0.310000,8.000000,84.550000
1769028002.493244,0,0.000000,0.000000,0.000000,-0.070000,19.300000,0.000000,0.000000,0.380000,8.000000,84.580000
1769028002.525148,0,0.000000,0.000000,0.000000,0.000000,19.700000,0.000000,0.000000,0.460000,8.000000,84.580000
1769028002.525148,0,0.000000,0.000000,0.000000,-0.030000,19.420000,0.000000,0.000000,0.540000,8.000000,84.590000
1769028002.541223,0,0.000000,0.000000,0.000000,-0.120000,19.630000,0.000000,0.000000,0.620000,8.000000,84.620000
1769028002.541223,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,0.690000,8.000000,84.630000
1769028002.573249,0,0.000000,0.000000,0.000000,-0.030000,19.470000,0.000000,0.000000,0.760000,8.000000,84.650000
1769028002.605489,0,0.000000,0.000000,0.000000,-0.030000,19.630000,0.000000,0.000000,0.810000,8.000000,84.660000
1769028002.605489,0,0.000000,0.000000,0.000000,0.000000,19.530000,0.000000,0.000000,0.860000,8.000000,84.680000
1769028002.636826,0,0.000000,0.000000,0.000000,0.000000,19.590000,0.000000,0.000000,0.880000,8.000000,84.690000
