epoch,mark,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9
1769719120.568991,0,0.000000,36.410000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,64.840000
1769719120.674036,0,0.000000,39.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,64.870000
1769719120.700551,0,0.000000,39.340000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,64.870000
1769719120.716371,0,0.000000,38.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,64.900000
1769719120.781038,0,0.000000,39.060000,0.000000,-0.030000,0.000000,0.000000,0.000000,0.330000,8.000000,64.910000
1769719120.829352,0,0.000000,36.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.040000
1769719120.876667,0,0.000000,36.700000,0.000000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,65.120000
1769719120.888121,0,0.000000,36.610000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,65.130000
1769719120.888121,0,0.000000,36.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.160000
1769719120.907691,0,0.000000,36.750000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,65.230000
1769719120.907691,0,0.000000,36.560000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,65.290000
1769719120.907691,0,0.000000,36.650000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,65.300000
1769719120.907691,0,0.000000,36.630000,0.000000,-0.070000,0.000000,0.000000,0.000000,0.800000,8.000000,65.310000
1769719120.923335,0,0.000000,37.790000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,65.330000
1769719120.938980,0,0.000000,39.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,8.000000,65.360000
1769719120.955018,0,0.000000,38.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.370000
1769719121.002320,0,0.000000,39.020000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,65.380000
1769719121.018115,0,0.000000,39.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,8.000000,65.400000
1769719121.027543,0,0.000000,38.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.410000
1769719121.049608,0,0.000000,39.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.430000
1769719121.060243,0,0.000000,39.130000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.200000,8.000000,65.440000
1769719121.065332,0,0.000000,37.900000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,65.450000
1769719121.081033,0,0.000000,38.410000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.480000
1769719121.096708,0,0.000000,38.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,65.480000
1769719121.112756,0,0.000000,39.310000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,65.510000
1769719121.115954,0,0.000000,38.590000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.200000,8.000000,65.510000
