epoch,mark,Clutch Command,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769636401.874751,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.740000,0.000000,8.000000,79.930000
1769636401.906287,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.010000,0.000000,8.000000,79.950000
1769636401.906287,0,0.000000,0.000000,19.630000,-0.380000,0.000000,0.000000,1.000000,0.000000,8.000000,79.980000
1769636401.962317,0,0.000000,0.000000,3.090000,-0.460000,0.000000,0.000000,1.000000,0.000000,8.000000,79.980000
1769636401.962317,0,0.000000,0.000000,-4.880000,-0.470000,0.000000,0.000000,1.000000,0.000000,8.000000,80.010000
1769636401.962317,0,0.000000,0.000000,13.930000,-0.560000,0.000000,0.000000,1.000000,0.000000,8.000000,80.010000
1769636402.000944,0,0.000000,0.000000,6.300000,-0.580000,0.000000,0.000000,1.000000,1.000000,8.000000,80.040000
1769636402.000944,0,0.000000,0.000000,-23.850000,-0.560000,0.000000,0.000000,1.000000,0.000000,8.000000,80.050000
1769636402.032399,0,0.000000,0.000000,11.800000,-0.620000,0.000000,0.000000,1.000000,0.000000,8.000000,80.060000
1769636402.063838,0,0.000000,0.000000,-0.970000,-0.630000,0.000000,0.000000,1.000000,0.000000,8.000000,80.080000
1769636402.063838,0,0.000000,0.000000,9.710000,-0.700000,0.000000,0.000000,0.990000,0.000000,8.000000,80.090000
1769636402.095186,0,0.000000,0.000000,7.820000,-0.700000,0.000000,0.000000,1.000000,0.000000,8.000000,80.110000
1769636402.095186,0,0.000000,0.000000,-0.100000,-0.730000,0.000000,0.000000,1.000000,0.000000,8.000000,80.120000
1769636402.126586,0,0.000000,0.000000,16.650000,-0.690000,0.000000,0.000000,1.000000,1.000000,8.000000,80.130000
1769636402.142254,0,0.000000,0.000000,-0.640000,-0.630000,0.000000,0.000000,0.990000,0.000000,8.000000,80.160000
1769636402.142254,0,0.000000,0.000000,-4.780000,-0.610000,0.000000,0.000000,0.970000,0.000000,8.000000,80.160000
1769636402.173865,0,0.000000,0.000000,-3.420000,-0.560000,0.000000,0.000000,0.920000,0.000000,8.000000,80.190000
1769636402.173865,0,0.000000,0.000000,-8.390000,-0.400000,0.000000,0.000000,0.860000,0.000000,8.000000,80.190000
1769636402.189542,0,0.000000,0.000000,1.640000,-0.410000,0.000000,0.000000,0.750000,0.000000,8.000000,80.220000
1769636402.189542,0,0.000000,0.000000,-10.690000,-0.310000,0.000000,0.000000,0.600000,0.000000,8.000000,80.230000
1769636402.221163,0,0.000000,0.000000,-8.390000,-0.270000,0.000000,0.000000,0.430000,0.000000,8.000000,80.250000
1769636402.252426,0,0.000000,0.000000,2.590000,-0.250000,0.000000,0.000000,0.280000,0.000000,8.000000,80.260000
1769636402.252426,0,0.000000,0.000000,-9.730000,-0.230000,0.000000,0.000000,0.170000,0.000000,8.000000,80.270000
1769636402.268077,0,0.000000,0.000000,-1.960000,-0.200000,0.000000,0.000000,0.050000,0.000000,8.000000,80.290000
1769636402.268077,0,0.000000,0.000000,2.350000,-0.200000,0.000000,0.000000,0.000000,0.150000,8.000000,80.300000
1769636402.299568,0,0.000000,0.000000,33.540000,-0.270000,0.000000,0.000000,0.000000,0.000000,8.000000,80.330000
1769636402.299568,0,0.000000,0.000000,-4.050000,-0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,80.330000
1769636402.330975,0,0.000000,0.000000,-4.570000,-0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,80.340000
1769636402.330975,0,0.000000,0.000000,2.350000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,80.370000
1769636402.362341,0,0.000000,0.000000,13.860000,-0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,80.370000
1769636402.362341,0,0.000000,0.000000,-3.470000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,80.400000
1769636402.362341,0,0.000000,0.000000,15.000000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,80.410000
1769636402.409393,0,0.000000,0.000000,-21.540000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,80.430000
1769636402.409393,0,0.000000,0.000000,19.190000,-0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,80.440000
1769636402.409393,0,0.000000,0.000000,0.860000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,80.450000
1769636402.425024,0,0.000000,0.000000,4.340000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,80.470000
1769636402.456708,0,0.000000,0.000000,-1.650000,-0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,80.480000
1769636402.472379,0,0.000000,0.000000,-24.040000,-0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,80.510000
1769636402.503829,0,0.000000,0.000000,-4.340000,-0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,80.510000
1769636402.503829,0,0.000000,0.000000,-1.000000,-0.250000,0.000000,0.000000,0.020000,0.000000,8.000000,80.540000
1769636402.519475,0,0.000000,0.000000,5.800000,-0.330000,0.000000,0.000000,0.120000,1.000000,8.000000,80.550000
1769636402.519475,0,0.000000,0.000000,2.230000,-0.370000,0.000000,0.000000,0.250000,0.000000,8.000000,80.560000
1769636402.550912,0,0.000000,0.000000,22.590000,-0.410000,0.000000,0.000000,0.340000,0.000000,8.000000,80.580000
1769636402.550912,0,0.000000,0.000000,-0.750000,-0.370000,0.000000,0.000000,0.410000,0.000000,8.000000,80.590000
1769636402.597896,0,0.000000,0.000000,8.640000,-0.370000,0.000000,0.000000,0.500000,0.000000,8.000000,80.610000
1769636402.597896,0,0.000000,0.000000,-1.620000,-0.380000,0.000000,0.000000,0.560000,0.000000,8.000000,80.620000
1769636402.597896,0,0.000000,0.000000,-4.210000,-0.340000,0.000000,0.000000,0.630000,0.000000,8.000000,80.630000
1769636402.597896,0,0.000000,0.000000,-15.980000,-0.330000,0.000000,0.000000,0.680000,0.000000,8.000000,80.660000
1769636402.644883,0,0.000000,0.000000,-0.120000,-0.300000,0.000000,0.000000,0.750000,0.000000,8.000000,80.660000
1769636402.644883,0,0.000000,0.000000,3.400000,-0.330000,0.000000,0.000000,0.800000,0.000000,8.000000,80.690000
1769636402.644883,0,0.000000,0.000000,-11.590000,-0.280000,0.000000,0.000000,0.820000,0.000000,8.000000,80.690000
1769636402.691984,0,0.000000,0.000000,12.530000,-0.360000,0.000000,0.000000,0.860000,0.000000,8.000000,80.720000
1769636402.691984,0,0.000000,0.000000,4.690000,-0.280000,0.000000,0.000000,0.870000,0.000000,8.000000,80.730000
1769636402.691984,0,0.000000,0.000000,-8.140000,-0.230000,0.000000,0.000000,0.880000,0.000000,8.000000,80.750000
1769636402.720738,0,0.000000,0.000000,-10.630000,-0.230000,0.000000,0.000000,0.880000,0.000000,8.000000,80.760000
1769636402.739407,0,0.000000,0.000000,-2.550000,-0.170000,0.000000,0.000000,0.870000,0.000000,8.000000,80.770000
1769636402.755056,0,0.000000,0.000000,-36.000000,-0.100000,0.000000,0.000000,0.860000,0.000000,8.000000,80.790000
1769636402.786471,0,0.000000,0.000000,-10.220000,-0.140000,0.000000,0.000000,0.800000,0.000000,8.000000,80.800000
1769636402.786471,0,0.000000,0.000000,-4.050000,-0.090000,0.000000,0.000000,0.680000,0.000000,8.000000,80.810000
1769636402.818272,0,0.000000,0.000000,-15.350000,0.000000,0.000000,0.000000,0.540000,0.000000,8.000000,80.830000
1769636402.818272,0,0.000000,0.000000,-9.020000,0.000000,0.000000,0.000000,0.410000,0.000000,8.000000,80.840000
1769636402.833930,0,0.000000,0.000000,-8.820000,0.000000,0.000000,0.000000,0.310000,0.000000,8.000000,80.870000
1769636402.833930,0,0.000000,0.000000,-6.760000,-0.050000,0.000000,0.000000,0.230000,0.000000,8.000000,80.870000
1769636402.880948,0,0.000000,0.000000,-1.790000,-0.030000,0.000000,0.000000,0.150000,0.000000,8.000000,80.900000
1769636402.880948,0,0.000000,0.000000,-6.530000,-0.050000,0.000000,0.000000,0.070000,0.000000,8.000000,80.910000
1769636402.880948,0,0.000000,0.000000,-4.030000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,80.930000
1769636402.912717,0,0.000000,0.000000,-19.230000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,80.940000
1769636402.912717,0,0.000000,0.000000,0.280000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,80.950000
1769636402.912717,0,0.000000,0.000000,8.310000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,80.970000
1769636402.912717,0,0.000000,0.000000,-6.050000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,80.980000
1769636402.965044,0,0.000000,0.000000,-19.090000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,81.000000
1769636402.965044,0,0.000000,0.000000,-7.710000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,81.010000
1769636403.007692,0,0.000000,0.000000,-2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,81.020000
1769636403.007692,0,0.000000,0.000000,-17.450000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,81.050000
1769636403.007692,0,0.000000,0.000000,-8.810000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,81.050000
1769636403.054910,0,0.000000,0.000000,-24.620000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,81.080000
1769636403.054910,0,0.000000,0.000000,-13.650000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,81.080000
1769636403.054910,0,0.000000,0.000000,0.500000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,81.110000
1769636403.105371,0,0.000000,0.000000,18.140000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,81.120000
1769636403.105371,0,0.000000,0.000000,-7.650000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,81.130000
1769636403.105371,0,0.000000,0.000000,-14.890000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,81.160000
1769636403.156660,0,0.000000,0.000000,0.990000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,81.160000
1769636403.156660,0,0.000000,0.000000,8.390000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,81.190000
1769636403.156660,0,0.000000,0.000000,3.200000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,81.190000
1769636403.202940,0,0.000000,0.000000,10.770000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,81.220000
