epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1774379337.971269,0,6.090000,0.000000,0.000000,0.000000,13.610000,0.000000,0.000000,0.000000,8.000000,25.290000
1774379337.982060,0,-47.040000,0.000000,0.000000,0.050000,13.800000,0.000000,0.000000,1.000000,8.000000,25.300000
1774379337.991780,0,-20.020000,0.000000,0.000000,0.140000,13.770000,0.000000,0.000000,0.330000,8.000000,25.310000
1774379338.002757,0,-90.310000,0.000000,0.000000,0.280000,13.900000,0.000000,0.000000,0.000000,8.000000,25.340000
1774379338.026155,0,-69.700000,0.000000,0.000000,0.460000,14.000000,0.000000,0.000000,0.000000,8.000000,25.350000
1774379338.034507,0,-108.880000,0.000000,0.000000,0.360000,14.600000,0.000000,0.000000,1.000000,8.000000,25.370000
1774379338.056191,0,-73.470000,0.000000,0.000000,0.380000,15.280000,0.000000,0.000000,0.330000,8.000000,25.370000
1774379338.056191,0,-101.010000,0.000000,0.000000,0.440000,16.450000,0.000000,0.000000,0.330000,8.000000,25.390000
1774379338.065835,0,-73.790000,0.000000,0.000000,0.380000,18.100000,0.000000,0.000000,0.000000,8.000000,25.400000
1774379338.081886,0,-34.080000,0.000000,0.000000,0.370000,20.120000,0.000000,0.000000,0.330000,8.000000,25.430000
1774379338.113656,0,-54.660000,0.000000,0.000000,0.440000,22.520000,0.000000,0.000000,0.330000,8.000000,25.450000
1774379338.113656,0,-130.500000,0.000000,0.000000,0.500000,25.060000,0.000000,0.000000,1.000000,8.000000,25.450000
1774379338.129533,0,-123.290000,0.000000,0.000000,0.310000,28.170000,0.000000,0.000000,0.330000,8.000000,25.470000
1774379338.145173,0,15.650000,0.000000,0.000000,0.100000,31.530000,0.000000,0.000000,0.330000,8.000000,25.480000
1774379338.160847,0,-71.480000,0.000000,0.000000,0.200000,34.560000,0.000000,0.000000,0.330000,8.000000,25.510000
1774379338.191086,0,-8.840000,0.000000,0.000000,-0.010000,37.560000,0.000000,0.000000,0.660000,8.000000,25.520000
1774379338.192824,0,-17.460000,0.000000,0.000000,-0.030000,40.360000,0.000000,0.000000,0.330000,8.000000,25.540000
1774379338.208581,0,42.270000,0.000000,0.000000,-0.070000,43.060000,0.000000,0.000000,0.000000,8.000000,25.540000
1774379338.226032,0,77.760000,0.000000,0.000000,-0.440000,45.060000,0.000000,0.000000,0.330000,8.000000,25.560000
1774379338.255952,0,70.500000,0.000000,0.000000,-0.340000,46.630000,0.000000,0.000000,0.000000,8.000000,25.570000
1774379338.271589,0,127.930000,0.000000,0.000000,-0.500000,47.610000,0.000000,0.000000,0.000000,8.000000,25.600000
1774379338.271589,0,73.340000,0.000000,0.000000,-0.400000,47.450000,0.000000,0.000000,0.330000,8.000000,25.610000
1774379338.287274,0,141.270000,0.000000,0.000000,-0.610000,46.910000,0.000000,0.000000,0.330000,8.000000,25.620000
1774379338.302904,0,80.410000,0.000000,0.000000,-0.500000,45.130000,0.000000,0.000000,0.330000,8.000000,25.630000
1774379338.302904,0,114.080000,0.000000,0.000000,-0.560000,44.160000,0.000000,0.000000,0.330000,8.000000,25.650000
1774379338.334601,0,118.150000,0.000000,0.000000,-0.540000,42.090000,0.000000,0.000000,0.660000,8.000000,25.680000
1774379338.350271,0,132.940000,0.000000,0.000000,-0.500000,39.500000,0.000000,0.000000,0.330000,8.000000,25.690000
