epoch,mark,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9
1774478832.462694,0,1.020000,1.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774478832.488505,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774478832.488505,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,19.000000,0.000000
1774478832.488505,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.526336,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,0.000000
1774478832.588804,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.604468,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,43.000000,0.000000
1774478832.604468,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478832.635978,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.651852,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.651852,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,27.000000,0.000000
1774478832.699645,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478832.715279,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478832.763117,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.000000
1774478832.779111,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478832.826806,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,28.000000,0.000000
1774478832.826806,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.826806,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.874351,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.890379,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478832.890379,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478832.947897,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478832.962285,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478833.001723,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000
1774478833.066283,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478833.077083,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,27.000000,0.000000
1774478833.077083,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.089880,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.113629,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.137580,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,0.000000
1774478833.148578,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,0.000000
1774478833.188463,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478833.200482,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000
1774478833.237318,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478833.253127,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.253127,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,0.000000
1774478833.300415,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478833.316091,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.316091,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.363809,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478833.379885,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.000000
1774478833.379885,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,0.000000
1774478833.427558,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478833.427558,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.475542,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,0.000000
1774478833.491650,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.491650,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,0.000000
1774478833.539875,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.555528,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.555528,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.603041,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000
1774478833.618707,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.666799,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000
1774478833.729678,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000
1774478833.729678,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,0.000000
1774478833.745520,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.776848,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.792612,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.848041,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,0.000000
1774478833.860255,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
1774478833.860255,0,0.000000,0.000000,0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000
