epoch,mark,Measured Torque Arm1 (R),Desired Torque Arm1 (R),Measured Torque Arm1 (L),Desired Torque Arm1 (L),Measured Torque Arm2 (R),Desired Torque Arm2 (R),Measured Torque Arm2 (L),Desired Torque Arm2 (L),Gait/100 (R),Gait/100 (L)
1769634986.967328,0,0.000000,1.920000,0.000000,1.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634986.998937,0,0.000000,0.870000,0.000000,0.870000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634986.998937,0,0.000000,-0.200000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.014582,0,0.000000,-1.260000,0.000000,-1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.014582,0,0.000000,-2.250000,0.000000,-2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.014582,0,0.000000,-3.200000,0.000000,-3.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.061837,0,0.000000,-4.010000,0.000000,-4.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.061837,0,0.000000,-4.650000,0.000000,-4.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.061837,0,0.000000,-5.190000,0.000000,-5.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.061837,0,0.000000,-5.590000,0.000000,-5.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.108883,0,0.000000,-5.840000,0.000000,-5.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.108883,0,0.000000,-5.960000,0.000000,-5.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.108883,0,0.000000,-5.960000,0.000000,-5.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.155916,0,0.000000,-5.840000,0.000000,-5.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.155916,0,0.000000,-5.630000,0.000000,-5.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.155916,0,0.000000,-5.320000,0.000000,-5.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.202952,0,0.000000,-4.940000,0.000000,-4.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.202952,0,0.000000,-4.480000,0.000000,-4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.249907,0,0.000000,-3.960000,0.000000,-3.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.249907,0,0.000000,-3.380000,0.000000,-3.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.249907,0,0.000000,-2.740000,0.000000,-2.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.249907,0,0.000000,-2.070000,0.000000,-2.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.296897,0,0.000000,-1.370000,0.000000,-1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.296897,0,0.000000,-0.720000,0.000000,-0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.296897,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.344270,0,0.000000,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.344270,0,0.000000,0.400000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.391212,0,0.000000,0.620000,0.000000,0.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.391212,0,0.000000,0.810000,0.000000,0.810000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.391212,0,0.000000,1.040000,0.000000,1.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.409916,0,0.000000,1.280000,0.000000,1.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.438591,0,0.000000,1.540000,0.000000,1.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.469880,0,0.000000,1.830000,0.000000,1.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.469880,0,0.000000,2.110000,0.000000,2.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.485516,0,0.000000,2.430000,0.000000,2.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.517178,0,0.000000,2.760000,0.000000,2.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.517178,0,0.000000,3.150000,0.000000,3.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.548732,0,0.000000,3.540000,0.000000,3.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.548732,0,0.000000,3.960000,0.000000,3.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.580103,0,0.000000,4.400000,0.000000,4.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.580103,0,0.000000,4.880000,0.000000,4.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.595837,0,0.000000,5.440000,0.000000,5.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.627609,0,0.000000,6.030000,0.000000,6.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.627609,0,0.000000,6.570000,0.000000,6.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.659042,0,0.000000,7.150000,0.000000,7.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.659042,0,0.000000,7.760000,0.000000,7.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.690328,0,0.000000,8.340000,0.000000,8.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.690328,0,0.000000,8.860000,0.000000,8.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.705959,0,0.000000,9.360000,0.000000,9.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.705959,0,0.000000,9.810000,0.000000,9.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.737791,0,0.000000,10.170000,0.000000,10.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.737791,0,0.000000,10.440000,0.000000,10.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.769163,0,0.000000,10.630000,0.000000,10.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.769163,0,0.000000,10.710000,0.000000,10.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.785850,0,0.000000,10.670000,0.000000,10.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.800476,0,0.000000,10.520000,0.000000,10.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.816129,0,0.000000,10.220000,0.000000,10.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.847756,0,0.000000,9.750000,0.000000,9.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.847756,0,0.000000,9.140000,0.000000,9.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.879266,0,0.000000,8.400000,0.000000,8.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.879266,0,0.000000,7.590000,0.000000,7.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.894915,0,0.000000,6.670000,0.000000,6.690000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.894915,0,0.000000,5.670000,0.000000,5.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.926616,0,0.000000,4.570000,0.000000,4.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.958371,0,0.000000,3.420000,0.000000,3.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.958371,0,0.000000,2.260000,0.000000,2.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.989654,0,0.000000,1.120000,0.000000,1.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634987.989654,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.005458,0,0.000000,-1.020000,0.000000,-1.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.037125,0,0.000000,-2.050000,0.000000,-2.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.068431,0,0.000000,-2.980000,0.000000,-2.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.068431,0,0.000000,-3.760000,0.000000,-3.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.068431,0,0.000000,-4.510000,0.000000,-4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.084290,0,0.000000,-5.090000,0.000000,-5.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.099939,0,0.000000,-5.500000,0.000000,-5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.115933,0,0.000000,-5.780000,0.000000,-5.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.115933,0,0.000000,-5.920000,0.000000,-5.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.131628,0,0.000000,-5.960000,0.000000,-5.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.131628,0,0.000000,-5.900000,0.000000,-5.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.178775,0,0.000000,-5.730000,0.000000,-5.730000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.194432,0,0.000000,-5.480000,0.000000,-5.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.194432,0,0.000000,-5.150000,0.000000,-5.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.210079,0,0.000000,-4.760000,0.000000,-4.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.210079,0,0.000000,-4.260000,0.000000,-4.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.241607,0,0.000000,-3.750000,0.000000,-3.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.257246,0,0.000000,-3.180000,0.000000,-3.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.257246,0,0.000000,-2.570000,0.000000,-2.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.297657,0,0.000000,-1.870000,0.000000,-1.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.320842,0,0.000000,-1.140000,0.000000,-1.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.320842,0,0.000000,-0.410000,0.000000,-0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.336882,0,0.000000,0.070000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.368246,0,0.000000,0.250000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.368246,0,0.000000,0.440000,0.000000,0.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.383913,0,0.000000,0.660000,0.000000,0.660000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.399794,0,0.000000,0.870000,0.000000,0.870000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.415453,0,0.000000,1.090000,0.000000,1.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.431149,0,0.000000,1.340000,0.000000,1.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.446821,0,0.000000,1.570000,0.000000,1.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.462452,0,0.000000,1.860000,0.000000,1.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.478087,0,0.000000,2.150000,0.000000,2.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.478087,0,0.000000,2.480000,0.000000,2.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.509686,0,0.000000,2.820000,0.000000,2.810000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.509686,0,0.000000,3.190000,0.000000,3.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.534319,0,0.000000,3.590000,0.000000,3.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.557126,0,0.000000,4.050000,0.000000,4.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1769634988.572805,0,0.000000,4.530000,0.000000,4.530000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.572805,0,0.000000,5.050000,0.000000,5.030000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.604541,0,0.000000,5.590000,0.000000,5.590000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.604541,0,0.000000,6.130000,0.000000,6.130000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.620173,0,0.000000,6.690000,0.000000,6.690000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.667601,0,0.000000,7.260000,0.000000,7.260000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.667601,0,0.000000,7.880000,0.000000,7.860000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.667601,0,0.000000,8.440000,0.000000,8.430000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.667601,0,0.000000,8.930000,0.000000,8.930000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.667601,0,0.000000,9.430000,0.000000,9.430000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.714987,0,0.000000,9.860000,0.000000,9.850000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.714987,0,0.000000,10.210000,0.000000,10.190000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.762461,0,0.000000,10.470000,0.000000,10.470000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.762461,0,0.000000,10.640000,0.000000,10.640000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.762461,0,0.000000,10.710000,0.000000,10.710000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.762461,0,0.000000,10.640000,0.000000,10.640000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.809469,0,0.000000,10.460000,0.000000,10.470000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.809469,0,0.000000,10.100000,0.000000,10.110000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.809469,0,0.000000,9.600000,0.000000,9.600000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.856494,0,0.000000,8.970000,0.000000,8.970000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.856494,0,0.000000,8.260000,0.000000,8.260000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.856494,0,0.000000,7.440000,0.000000,7.440000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.903716,0,0.000000,6.480000,0.000000,6.480000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.903716,0,0.000000,5.460000,0.000000,5.480000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.903716,0,0.000000,4.360000,0.000000,4.380000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.935395,0,0.000000,3.310000,0.000000,3.320000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.951030,0,0.000000,2.210000,0.000000,2.220000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.982384,0,0.000000,1.050000,0.000000,1.070000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.998343,0,0.000000,0.010000,0.000000,0.020000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634988.998343,0,0.000000,-1.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.014463,0,0.000000,-2.030000,0.000000,-2.020000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.014463,0,0.000000,-2.960000,0.000000,-2.950000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.061910,0,0.000000,-3.770000,0.000000,-3.770000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.061910,0,0.000000,-4.530000,0.000000,-4.510000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.061910,0,0.000000,-5.090000,0.000000,-5.090000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.061910,0,0.000000,-5.530000,0.000000,-5.530000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.109374,0,0.000000,-5.800000,0.000000,-5.780000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.109374,0,0.000000,-5.940000,0.000000,-5.940000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.141030,0,0.000000,-5.960000,0.000000,-5.960000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.172351,0,0.000000,-5.880000,0.000000,-5.880000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.172351,0,0.000000,-5.710000,0.000000,-5.710000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.187986,0,0.000000,-5.440000,0.000000,-5.440000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.219700,0,0.000000,-5.090000,0.000000,-5.090000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.219700,0,0.000000,-4.630000,0.000000,-4.630000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.219700,0,0.000000,-4.150000,0.000000,-4.150000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.251080,0,0.000000,-3.560000,0.000000,-3.570000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.251080,0,0.000000,-2.930000,0.000000,-2.930000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.282396,0,0.000000,-2.240000,0.000000,-2.250000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.298068,0,0.000000,-1.540000,0.000000,-1.550000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.298068,0,0.000000,-0.860000,0.000000,-0.860000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.329453,0,0.000000,-0.110000,0.000000,-0.120000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.361124,0,0.000000,0.150000,0.000000,0.140000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.361124,0,0.000000,0.340000,0.000000,0.340000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.376762,0,0.000000,0.550000,0.000000,0.550000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.376762,0,0.000000,0.740000,0.000000,0.740000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.408430,0,0.000000,0.970000,0.000000,0.970000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.408430,0,0.000000,1.190000,0.000000,1.190000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.440356,0,0.000000,1.440000,0.000000,1.420000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.440356,0,0.000000,1.690000,0.000000,1.690000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.471802,0,0.000000,1.960000,0.000000,1.960000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.471802,0,0.000000,2.260000,0.000000,2.250000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.487778,0,0.000000,2.580000,0.000000,2.580000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.487778,0,0.000000,2.920000,0.000000,2.920000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.519200,0,0.000000,3.310000,0.000000,3.300000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.550905,0,0.000000,3.720000,0.000000,3.720000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.550905,0,0.000000,4.170000,0.000000,4.150000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.582459,0,0.000000,4.650000,0.000000,4.650000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.582459,0,0.000000,5.150000,0.000000,5.150000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.613731,0,0.000000,5.690000,0.000000,5.690000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.613731,0,0.000000,6.230000,0.000000,6.230000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.645032,0,0.000000,6.780000,0.000000,6.780000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.645032,0,0.000000,7.360000,0.000000,7.360000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.676325,0,0.000000,7.940000,0.000000,7.940000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.676325,0,0.000000,8.500000,0.000000,8.500000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.691965,0,0.000000,9.020000,0.000000,9.020000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.691965,0,0.000000,9.520000,0.000000,9.510000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.723591,0,0.000000,9.920000,0.000000,9.920000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.754877,0,0.000000,10.230000,0.000000,10.220000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.754877,0,0.000000,10.510000,0.000000,10.500000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.770543,0,0.000000,10.650000,0.000000,10.650000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.770543,0,0.000000,10.710000,0.000000,10.710000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.802051,0,0.000000,10.640000,0.000000,10.640000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.802051,0,0.000000,10.430000,0.000000,10.430000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.833504,0,0.000000,10.060000,0.000000,10.070000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.833504,0,0.000000,9.530000,0.000000,9.550000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.865245,0,0.000000,8.860000,0.000000,8.880000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.880893,0,0.000000,8.100000,0.000000,8.100000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.880893,0,0.000000,7.190000,0.000000,7.190000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.919756,0,0.000000,6.190000,0.000000,6.210000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.920756,0,0.000000,5.130000,0.000000,5.130000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.929758,0,0.000000,4.050000,0.000000,4.070000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.961941,0,0.000000,2.890000,0.000000,2.900000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.961941,0,0.000000,1.830000,0.000000,1.840000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.993651,0,0.000000,0.680000,0.000000,0.680000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634989.993651,0,0.000000,-0.370000,0.000000,-0.370000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.009496,0,0.000000,-1.410000,0.000000,-1.400000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.041168,0,0.000000,-2.420000,0.000000,-2.420000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.041168,0,0.000000,-3.250000,0.000000,-3.250000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.057278,0,0.000000,-4.010000,0.000000,-4.010000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.073358,0,0.000000,-4.710000,0.000000,-4.710000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.089302,0,0.000000,-5.260000,0.000000,-5.250000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.120752,0,0.000000,-5.630000,0.000000,-5.610000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.120752,0,0.000000,-5.860000,0.000000,-5.860000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.136868,0,0.000000,-5.960000,0.000000,-5.960000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.136868,0,0.000000,-5.940000,0.000000,-5.940000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.168389,0,0.000000,-5.820000,0.000000,-5.820000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.200367,0,0.000000,-5.590000,0.000000,-5.590000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.200367,0,0.000000,-5.260000,0.000000,-5.260000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.216086,0,0.000000,-4.860000,0.000000,-4.860000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.216086,0,0.000000,-4.400000,0.000000,-4.420000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.247734,0,0.000000,-3.860000,0.000000,-3.860000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.247734,0,0.000000,-3.300000,0.000000,-3.310000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.263719,0,0.000000,-2.670000,0.000000,-2.670000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.295680,0,0.000000,-1.970000,0.000000,-1.980000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.311733,0,0.000000,-1.270000,0.000000,-1.270000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.311733,0,0.000000,-0.600000,0.000000,-0.600000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.343374,0,0.000000,0.010000,0.000000,0.010000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.343374,0,0.000000,0.200000,0.000000,0.200000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.374916,0,0.000000,0.410000,0.000000,0.400000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.374916,0,0.000000,0.610000,0.000000,0.610000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.390687,0,0.000000,0.820000,0.000000,0.810000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.406343,0,0.000000,1.030000,0.000000,1.030000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1769634990.406343,0,0.000000,1.250000,0.000000,1.250000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
