epoch,mark,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9
1769635238.352319,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.380000,0.000000,8.000000,29.400000
1769635238.383785,0,0.000000,0.000000,-36.560000,0.500000,0.000000,0.000000,0.000000,0.000000,8.000000,29.420000
1769635238.399429,0,0.000000,0.000000,-13.850000,0.550000,0.000000,0.000000,0.790000,0.000000,8.000000,29.440000
1769635238.415082,0,0.000000,0.000000,-5.000000,0.510000,0.000000,0.000000,0.790000,0.000000,8.000000,29.450000
1769635238.431141,0,0.000000,0.000000,12.850000,0.430000,0.000000,0.000000,1.100000,0.000000,8.000000,29.460000
1769635238.447086,0,0.000000,0.000000,2.160000,0.440000,0.000000,0.000000,0.540000,0.000000,8.000000,29.470000
1769635238.447086,0,0.000000,0.000000,11.100000,0.410000,0.000000,0.000000,-0.070000,0.000000,8.000000,29.500000
1769635238.447086,0,0.000000,0.000000,3.600000,0.490000,0.000000,0.000000,-0.010000,0.000000,8.000000,29.510000
1769635238.463174,0,0.000000,0.000000,0.930000,0.490000,0.000000,0.000000,0.000000,0.000000,8.000000,29.530000
1769635238.500652,0,0.000000,0.000000,2.850000,0.490000,0.000000,0.000000,0.000000,0.000000,8.000000,29.540000
1769635238.500652,0,0.000000,0.000000,-11.060000,0.410000,0.000000,0.000000,0.000000,0.000000,8.000000,29.550000
1769635238.510582,0,0.000000,0.000000,-4.820000,0.300000,0.000000,0.000000,0.000000,0.000000,8.000000,29.570000
1769635238.526248,0,0.000000,0.000000,-9.310000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,29.590000
1769635238.557821,0,0.000000,0.000000,17.560000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,29.610000
1769635238.573458,0,0.000000,0.000000,10.390000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,29.620000
1769635238.589479,0,0.000000,0.000000,20.310000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,29.630000
1769635238.589479,0,0.000000,0.000000,-8.270000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,29.640000
1769635238.620780,0,0.000000,0.000000,10.590000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,29.670000
1769635238.636697,0,0.000000,0.000000,1.730000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,29.680000
1769635238.636697,0,0.000000,0.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,29.700000
1769635238.668103,0,0.000000,0.000000,2.610000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,29.700000
1769635238.683783,0,0.000000,0.000000,2.770000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,29.720000
1769635238.683783,0,0.000000,0.000000,1.780000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,29.730000
