epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1771871288.042721,0,-13.510000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.130000
1771871288.109902,0,-3.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.200000
1771871288.137850,0,18.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.200000
1771871288.159025,0,-14.310000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,2.000000,8.000000,32.220000
1771871288.178801,0,-13.140000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.250000
1771871288.189801,0,-1.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.250000
1771871288.189801,0,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,32.270000
1771871288.205524,0,-4.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.290000
1771871288.226903,0,2.690000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.310000
1771871288.237419,0,3.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.310000
1771871288.253112,0,0.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.340000
1771871288.269242,0,0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.340000
1771871288.269242,0,1.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.000000,32.360000
1771871288.300967,0,5.710000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,32.380000
1771871288.316725,0,-1.290000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.400000
1771871288.332415,0,19.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.400000
1771871288.348457,0,-11.060000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,1.000000,8.000000,32.430000
1771871288.364482,0,-4.670000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.430000
1771871288.380342,0,44.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.450000
1771871288.396083,0,-11.070000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,32.470000
1771871288.396083,0,-8.930000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,32.490000
1771871288.411964,0,-21.900000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,32.500000
1771871288.442817,0,-14.070000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.520000
1771871288.458893,0,-5.050000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.520000
1771871288.474580,0,19.870000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.540000
1771871288.490396,0,16.790000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.560000
1771871288.506110,0,-21.880000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,32.580000
1771871288.506110,0,-33.650000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.590000
1771871288.537057,0,-17.200000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,32.610000
1771871288.553041,0,-38.950000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,32.630000
1771871288.553041,0,-38.090000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.630000
1771871288.569106,0,-14.420000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.650000
1771871288.584790,0,-14.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,1.000000,8.000000,32.660000
1771871288.610956,0,-15.710000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,32.680000
1771871288.627243,0,-38.130000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,32.700000
1771871288.627243,0,-35.520000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.720000
1771871288.648093,0,5.340000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,32.720000
1771871288.663808,0,-9.560000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,32.750000
1771871288.679900,0,-30.780000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.750000
1771871288.679900,0,-47.830000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,32.770000
1771871288.695812,0,-13.230000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.790000
1771871288.727366,0,-22.880000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,32.810000
1771871288.743516,0,-42.930000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,32.810000
1771871288.759245,0,6.360000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,32.840000
1771871288.774978,0,-8.730000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.500000,8.000000,32.840000
1771871288.794695,0,-9.820000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,32.860000
1771871288.794695,0,-15.930000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,32.880000
1771871288.814738,0,-1.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.900000
1771871288.833275,0,9.460000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.900000
1771871288.838819,0,-4.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.930000
1771871288.870732,0,-6.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.930000
1771871288.872738,0,29.780000,0.000000,0.000000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,32.950000
1771871288.892548,0,8.270000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.970000
1771871288.906322,0,33.060000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.970000
1771871288.927177,0,9.140000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.000000
1771871288.933872,0,33.290000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,1.000000,8.000000,33.020000
1771871288.949766,0,-22.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.020000
