epoch,mark,Unused,Ankle Angle,Unused,Measured Torque (R),Unused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769717934.245429,0,0.000000,84.590000,0.000000,0.000000,0.000000,0.000000,0.000000,56.000000,8.000000,25.200000
1769717934.261069,0,0.000000,84.470000,0.000000,-0.010000,0.000000,0.000000,0.950000,1.000000,8.000000,25.200000
1769717934.276924,0,0.000000,84.430000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.000000,25.220000
1769717934.308496,0,0.000000,84.440000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.000000,25.230000
1769717934.324234,0,0.000000,84.480000,0.000000,-0.050000,0.000000,0.000000,1.000000,1.000000,8.000000,25.260000
1769717934.324234,0,0.000000,84.430000,0.000000,0.010000,0.000000,0.000000,1.000000,0.990000,8.000000,25.270000
1769717934.344227,0,0.000000,84.330000,0.000000,0.000000,0.000000,0.000000,1.000000,0.990000,8.000000,25.290000
1769717934.344227,0,0.000000,83.300000,0.000000,0.280000,0.000000,0.000000,1.000000,1.000000,8.000000,25.290000
1769717934.371612,0,0.000000,83.520000,0.000000,0.280000,0.000000,0.000000,1.000000,1.000000,8.000000,25.310000
1769717934.371612,0,0.000000,83.580000,0.000000,0.150000,0.000000,0.000000,0.990000,1.000000,8.000000,25.320000
1769717934.387472,0,0.000000,83.180000,0.000000,0.200000,0.000000,0.000000,1.000000,1.000000,8.000000,25.350000
1769717934.403116,0,0.000000,82.590000,0.000000,0.120000,0.000000,0.000000,1.000000,0.990000,8.000000,25.360000
1769717934.419240,0,0.000000,82.120000,0.000000,0.150000,0.000000,0.000000,0.990000,1.000000,8.000000,25.370000
1769717934.434879,0,0.000000,81.260000,0.000000,0.170000,0.000000,0.000000,0.980000,0.990000,8.000000,25.380000
1769717934.466645,0,0.000000,80.660000,0.000000,0.100000,0.000000,0.000000,0.930000,0.950000,8.000000,25.400000
1769717934.482683,0,0.000000,80.300000,0.000000,0.150000,0.000000,0.000000,0.810000,0.850000,8.000000,25.420000
1769717934.482683,0,0.000000,80.150000,0.000000,0.200000,0.000000,0.000000,0.630000,0.750000,8.000000,25.440000
1769717934.498396,0,0.000000,80.160000,0.000000,0.150000,0.000000,0.000000,0.430000,0.670000,8.000000,25.450000
1769717934.514289,0,0.000000,80.160000,0.000000,0.150000,0.000000,0.000000,0.250000,0.560000,8.000000,25.460000
1769717934.529922,0,0.000000,80.660000,0.000000,-0.050000,0.000000,0.000000,0.070000,0.430000,8.000000,25.470000
1769717934.545793,0,0.000000,80.500000,0.000000,-0.030000,0.000000,0.000000,0.000000,0.300000,8.000000,25.500000
1769717934.561448,0,0.000000,79.720000,0.000000,0.020000,0.000000,0.000000,0.000000,0.180000,8.000000,25.510000
1769717934.577281,0,0.000000,78.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,8.000000,25.530000
1769717934.594438,0,0.000000,77.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.540000
1769717934.624247,0,0.000000,74.930000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,25.550000
1769717934.639891,0,0.000000,72.720000,0.000000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,25.560000
1769717934.639891,0,0.000000,70.190000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,25.590000
1769717934.655753,0,0.000000,67.730000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.600000
1769717934.655753,0,0.000000,65.310000,0.000000,-0.010000,0.000000,0.000000,0.000000,0.010000,8.000000,25.620000
1769717934.687468,0,0.000000,63.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,8.000000,25.620000
1769717934.703229,0,0.000000,61.840000,0.000000,0.050000,0.000000,0.000000,0.000000,0.070000,8.000000,25.640000
1769717934.703229,0,0.000000,61.290000,0.000000,0.030000,0.000000,0.000000,0.000000,0.120000,8.000000,25.650000
1769717934.734871,0,0.000000,61.060000,0.000000,-0.050000,0.000000,0.000000,0.090000,0.200000,8.000000,25.680000
1769717934.750528,0,0.000000,61.380000,0.000000,0.000000,0.000000,0.000000,0.250000,0.300000,8.000000,25.690000
1769717934.750528,0,0.000000,61.560000,0.000000,0.020000,0.000000,0.000000,0.410000,0.370000,8.000000,25.700000
1769717934.781847,0,0.000000,61.860000,0.000000,-0.020000,0.000000,0.000000,0.560000,0.440000,8.000000,25.710000
1769717934.781847,0,0.000000,61.840000,0.000000,0.030000,0.000000,0.000000,0.680000,0.540000,8.000000,25.730000
1769717934.797491,0,0.000000,61.790000,0.000000,0.000000,0.000000,0.000000,0.810000,0.580000,8.000000,25.750000
1769717934.821975,0,0.000000,61.500000,0.000000,0.000000,0.000000,0.000000,0.910000,0.620000,8.000000,25.770000
1769717934.828787,0,0.000000,60.930000,0.000000,0.050000,0.000000,0.000000,0.990000,0.630000,8.000000,25.780000
1769717934.844946,0,0.000000,60.250000,0.000000,-0.010000,0.000000,0.000000,0.990000,0.670000,8.000000,25.790000
