epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1772745873.333215,0,-97.800000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,27.670000
1772745873.396699,0,-35.590000,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,1.000000,8.000000,27.730000
1772745873.412362,0,-30.430000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.980000,8.000000,27.760000
1772745873.428015,0,-10.390000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,1.000000,8.000000,27.770000
1772745873.449638,0,-34.200000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.890000,8.000000,27.790000
1772745873.459491,0,-22.800000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.990000,8.000000,27.790000
1772745873.459491,0,-40.430000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,1.000000,8.000000,27.810000
1772745873.491098,0,10.970000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.990000,8.000000,27.820000
1772745873.506858,0,-5.230000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,1.000000,8.000000,27.840000
1772745873.522524,0,-13.390000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,1.000000,8.000000,27.860000
1772745873.538332,0,-2.430000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,1.000000,8.000000,27.870000
1772745873.553970,0,-28.350000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.970000,8.000000,27.880000
1772745873.569656,0,14.390000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.990000,8.000000,27.900000
1772745873.585633,0,2.500000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,1.000000,8.000000,27.920000
1772745873.601357,0,-19.890000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,1.000000,8.000000,27.940000
1772745873.601357,0,-19.670000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,1.000000,8.000000,27.950000
1772745873.617026,0,-18.290000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,1.000000,8.000000,27.960000
1772745873.633153,0,-3.960000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.990000,8.000000,27.970000
1772745873.650077,0,-4.570000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,1.000000,8.000000,28.000000
1772745873.665050,0,-22.860000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.990000,8.000000,28.010000
1772745873.691030,0,10.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.950000,8.000000,28.030000
1772745873.712772,0,-22.260000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.890000,8.000000,28.040000
1772745873.728436,0,3.110000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.810000,8.000000,28.050000
1772745873.728436,0,-5.480000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.690000,8.000000,28.060000
1772745873.744518,0,-16.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.550000,8.000000,28.090000
1772745873.760214,0,-8.010000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.370000,8.000000,28.100000
1772745873.775990,0,-3.040000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.210000,8.000000,28.120000
1772745873.791760,0,-2.320000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.100000,8.000000,28.120000
1772745873.807429,0,0.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,8.000000,28.140000
1772745873.823103,0,0.810000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.170000
1772745873.823103,0,-6.760000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,28.180000
1772745873.854961,0,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.200000
1772745873.870610,0,-14.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.200000
1772745873.902374,0,-27.610000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,28.210000
1772745873.902374,0,6.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.230000
1772745873.918288,0,2.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.250000
1772745873.934061,0,22.870000,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,28.270000
1772745873.956991,0,13.340000,0.000000,0.000000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,28.280000
1772745873.965569,0,-4.610000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,28.290000
1772745873.965569,0,16.600000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,28.300000
1772745873.981461,0,18.620000,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,28.320000
1772745873.997096,0,24.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.340000
1772745874.028644,0,1.820000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.360000
1772745874.028644,0,11.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.370000
1772745874.050280,0,-7.070000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,28.380000
1772745874.060248,0,-10.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.390000
1772745874.075889,0,-12.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,28.420000
1772745874.091521,0,0.250000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,28.430000
1772745874.107158,0,3.080000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,28.450000
1772745874.122929,0,5.980000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,28.450000
1772745874.140781,0,-14.520000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,28.470000
1772745874.154410,0,-9.230000,0.000000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,28.480000
1772745874.170390,0,-27.020000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,28.510000
1772745874.186032,0,-70.440000,0.000000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,28.520000
1772745874.186032,0,-22.100000,0.000000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,28.540000
1772745874.201741,0,-61.540000,0.000000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,28.540000
1772745874.233253,0,-67.880000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,28.560000
1772745874.233253,0,-13.360000,0.000000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,28.570000
1772745874.250440,0,10.480000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.010000,8.000000,28.600000
1772745874.264680,0,-32.790000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.020000,8.000000,28.610000
1772745874.296035,0,-42.270000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.050000,8.000000,28.620000
1772745874.296035,0,-29.190000,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,0.070000,8.000000,28.630000
1772745874.313562,0,-29.790000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.100000,8.000000,28.650000
1772745874.327456,0,1.720000,0.000000,0.000000,0.110000,0.000000,0.000000,0.000000,0.110000,8.000000,28.670000
1772745874.350543,0,-37.660000,0.000000,0.000000,0.140000,0.000000,0.000000,0.000000,0.140000,8.000000,28.690000
1772745874.359330,0,-39.630000,0.000000,0.000000,0.140000,0.000000,0.000000,0.000000,0.150000,8.000000,28.700000
1772745874.359330,0,-42.840000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.170000,8.000000,28.710000
1772745874.391051,0,-16.880000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.180000,8.000000,28.720000
1772745874.406723,0,-7.050000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.200000,8.000000,28.750000
1772745874.422359,0,-86.090000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.210000,8.000000,28.760000
1772745874.453935,0,-24.870000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.230000,8.000000,28.780000
1772745874.470009,0,-22.290000,0.000000,0.000000,0.110000,0.000000,0.000000,0.000000,0.230000,8.000000,28.790000
1772745874.485644,0,-11.970000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.230000,8.000000,28.800000
1772745874.501682,0,-26.150000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.230000,8.000000,28.810000
1772745874.501682,0,-15.720000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.230000,8.000000,28.840000
