epoch,mark,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9
1769635052.728410,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,31.810000
1769635052.787802,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,31.850000
1769635052.789808,0,0.000000,0.000000,-24.430000,0.330000,0.000000,0.000000,1.000000,0.000000,8.000000,31.860000
1769635052.838489,0,0.000000,0.000000,11.400000,0.360000,0.000000,0.000000,1.000000,0.000000,8.000000,31.870000
1769635052.845608,0,0.000000,0.000000,10.130000,0.360000,0.000000,0.000000,1.000000,0.000000,8.000000,31.880000
1769635052.845608,0,0.000000,0.000000,54.200000,0.270000,0.000000,0.000000,1.010000,0.000000,8.000000,31.900000
1769635052.845608,0,0.000000,0.000000,13.470000,0.370000,0.000000,0.000000,1.000000,0.000000,8.000000,31.920000
1769635052.889817,0,0.000000,0.000000,-0.680000,0.410000,0.000000,0.000000,1.000000,0.000000,8.000000,31.940000
1769635052.898134,0,0.000000,0.000000,-3.450000,0.370000,0.000000,0.000000,0.980000,0.000000,8.000000,31.950000
1769635052.898134,0,0.000000,0.000000,6.900000,0.400000,0.000000,0.000000,1.000000,0.000000,8.000000,31.960000
1769635052.949008,0,0.000000,0.000000,-12.210000,0.400000,0.000000,0.000000,1.080000,0.000000,8.000000,31.980000
1769635052.953886,0,0.000000,0.000000,6.610000,0.380000,0.000000,0.000000,1.000000,0.000000,8.000000,32.000000
1769635052.953886,0,0.000000,0.000000,-6.480000,0.400000,0.000000,0.000000,0.950000,0.000000,8.000000,32.020000
1769635052.953886,0,0.000000,0.000000,5.480000,0.430000,0.000000,0.000000,0.760000,0.000000,8.000000,32.020000
1769635052.955892,0,0.000000,0.000000,-2.840000,0.460000,0.000000,0.000000,0.410000,0.000000,8.000000,32.040000
1769635053.011585,0,0.000000,0.000000,27.390000,0.380000,0.000000,0.000000,0.000000,0.000000,8.000000,32.060000
1769635053.013593,0,0.000000,0.000000,4.110000,0.380000,0.000000,0.000000,0.010000,0.000000,8.000000,32.080000
1769635053.013593,0,0.000000,0.000000,8.840000,0.270000,0.000000,0.000000,0.000000,0.000000,8.000000,32.090000
1769635053.059062,0,0.000000,0.000000,-10.960000,0.270000,0.000000,0.000000,0.000000,0.000000,8.000000,32.110000
1769635053.064380,0,0.000000,0.000000,11.560000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,32.110000
1769635053.064380,0,0.000000,0.000000,-9.600000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,32.130000
1769635053.106432,0,0.000000,0.000000,2.860000,0.120000,0.000000,0.000000,0.000000,1.000000,8.000000,32.150000
1769635053.106432,0,0.000000,0.000000,-13.350000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,32.160000
1769635053.106432,0,0.000000,0.000000,-16.800000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,32.180000
1769635053.106432,0,0.000000,0.000000,20.350000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.200000
1769635053.169535,0,0.000000,0.000000,-0.210000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.200000
1769635053.175984,0,0.000000,0.000000,-13.690000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,32.220000
1769635053.175984,0,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.240000
1769635053.232517,0,0.000000,0.000000,5.420000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,32.250000
1769635053.235639,0,0.000000,0.000000,15.140000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.270000
1769635053.235639,0,0.000000,0.000000,-12.470000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,32.290000
1769635053.235639,0,0.000000,0.000000,15.360000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.290000
1769635053.263877,0,0.000000,0.000000,2.400000,0.000000,0.000000,0.000000,0.000000,0.330000,8.000000,32.310000
1769635053.284499,0,0.000000,0.000000,-20.310000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.330000
1769635053.311161,0,0.000000,0.000000,2.660000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.340000
1769635053.324199,0,0.000000,0.000000,22.190000,0.030000,0.000000,0.000000,0.000000,0.330000,8.000000,32.360000
1769635053.343246,0,0.000000,0.000000,-31.230000,0.100000,0.000000,0.000000,0.120000,0.000000,8.000000,32.380000
1769635053.352897,0,0.000000,0.000000,8.310000,0.050000,0.000000,0.000000,0.250000,0.000000,8.000000,32.380000
1769635053.352897,0,0.000000,0.000000,-0.930000,0.020000,0.000000,0.000000,0.380000,0.000000,8.000000,32.400000
1769635053.378423,0,0.000000,0.000000,5.590000,0.050000,0.000000,0.000000,0.500000,0.000000,8.000000,32.410000
1769635053.406101,0,0.000000,0.000000,-12.890000,0.140000,0.000000,0.000000,0.600000,0.000000,8.000000,32.430000
1769635053.415689,0,0.000000,0.000000,-15.320000,0.120000,0.000000,0.000000,0.680000,0.000000,8.000000,32.450000
1769635053.415689,0,0.000000,0.000000,6.670000,0.090000,0.000000,0.000000,0.750000,0.000000,8.000000,32.470000
1769635053.438034,0,0.000000,0.000000,-4.860000,0.150000,0.000000,0.000000,0.810000,0.000000,8.000000,32.470000
1769635053.446512,0,0.000000,0.000000,11.590000,0.180000,0.000000,0.000000,0.860000,0.000000,8.000000,32.500000
1769635053.469583,0,0.000000,0.000000,-0.070000,0.150000,0.000000,0.000000,0.880000,0.000000,8.000000,32.500000
1769635053.501313,0,0.000000,0.000000,-5.980000,0.150000,0.000000,0.000000,0.920000,0.000000,8.000000,32.520000
1769635053.507430,0,0.000000,0.000000,-3.630000,0.100000,0.000000,0.000000,0.930000,0.000000,8.000000,32.540000
1769635053.507430,0,0.000000,0.000000,16.620000,0.070000,0.000000,0.000000,0.950000,0.000000,8.000000,32.560000
1769635053.532896,0,0.000000,0.000000,-13.270000,0.180000,0.000000,0.000000,0.970000,0.000000,8.000000,32.560000
1769635053.536922,0,0.000000,0.000000,-4.530000,0.100000,0.000000,0.000000,0.980000,0.000000,8.000000,32.590000
1769635053.564209,0,0.000000,0.000000,8.440000,0.090000,0.000000,0.000000,0.980000,0.000000,8.000000,32.590000
1769635053.564209,0,0.000000,0.000000,6.750000,0.120000,0.000000,0.000000,0.980000,0.000000,8.000000,32.610000
1769635053.595548,0,0.000000,0.000000,1.330000,0.110000,0.000000,0.000000,0.990000,0.000000,8.000000,32.630000
1769635053.597554,0,0.000000,0.000000,15.460000,0.150000,0.000000,0.000000,0.990000,0.000000,8.000000,32.650000
1769635053.626853,0,0.000000,0.000000,2.920000,0.120000,0.000000,0.000000,0.990000,0.000000,8.000000,32.650000
1769635053.628862,0,0.000000,0.000000,-13.670000,0.140000,0.000000,0.000000,0.980000,0.000000,8.000000,32.680000
1769635053.658257,0,0.000000,0.000000,-46.880000,0.200000,0.000000,0.000000,0.970000,0.000000,8.000000,32.680000
1769635053.660453,0,0.000000,0.000000,-4.440000,0.070000,0.000000,0.000000,0.940000,0.000000,8.000000,32.700000
1769635053.689674,0,0.000000,0.000000,4.960000,0.030000,0.000000,0.000000,0.880000,0.000000,8.000000,32.720000
1769635053.691847,0,0.000000,0.000000,20.840000,0.070000,0.000000,0.000000,0.750000,0.000000,8.000000,32.740000
1769635053.708906,0,0.000000,0.000000,-18.840000,0.120000,0.000000,0.000000,0.570000,0.000000,8.000000,32.750000
1769635053.708906,0,0.000000,0.000000,2.160000,0.120000,0.000000,0.000000,0.430000,0.000000,8.000000,32.770000
1769635053.737173,0,0.000000,0.000000,3.250000,0.030000,0.000000,0.000000,0.310000,0.000000,8.000000,32.790000
1769635053.749001,0,0.000000,0.000000,-5.170000,0.070000,0.000000,0.000000,0.250000,0.000000,8.000000,32.790000
1769635053.769064,0,0.000000,0.000000,7.190000,-0.020000,0.000000,0.000000,0.170000,0.000000,8.000000,32.810000
1769635053.800518,0,0.000000,0.000000,-10.030000,0.000000,0.000000,0.000000,0.070000,0.000000,8.000000,32.830000
1769635053.808318,0,0.000000,0.000000,2.320000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.840000
1769635053.832041,0,0.000000,0.000000,-5.980000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,32.860000
1769635053.835496,0,0.000000,0.000000,-7.630000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.880000
1769635053.835496,0,0.000000,0.000000,-5.510000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.880000
1769635053.863525,0,0.000000,0.000000,0.380000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,32.900000
1769635053.890918,0,0.000000,0.000000,10.780000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.910000
1769635053.890918,0,0.000000,0.000000,7.610000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,32.930000
1769635053.892925,0,0.000000,0.000000,48.950000,-0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,32.950000
1769635053.910570,0,0.000000,0.000000,14.350000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.970000
1769635053.941914,0,0.000000,0.000000,-6.920000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,32.970000
1769635053.948910,0,0.000000,0.000000,-6.340000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,33.000000
1769635053.976900,0,0.000000,0.000000,3.250000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,33.020000
1769635053.977917,0,0.000000,0.000000,2.600000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.020000
1769635054.004616,0,0.000000,0.000000,-2.070000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.040000
1769635054.006676,0,0.000000,0.000000,-1.210000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,33.060000
1769635054.022958,0,0.000000,0.000000,-3.640000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,33.060000
1769635054.035340,0,0.000000,0.000000,-12.520000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,33.090000
1769635054.052032,0,0.000000,0.000000,-8.930000,0.100000,0.000000,0.000000,0.070000,0.000000,8.000000,33.110000
1769635054.064337,0,0.000000,0.000000,-5.900000,0.230000,0.000000,0.000000,0.180000,0.000000,8.000000,33.110000
1769635054.083749,0,0.000000,0.000000,4.010000,0.300000,0.000000,0.000000,0.280000,0.250000,8.000000,33.130000
1769635054.114639,0,0.000000,0.000000,-16.870000,0.250000,0.000000,0.000000,0.360000,0.000000,8.000000,33.150000
1769635054.123189,0,0.000000,0.000000,-7.960000,0.370000,0.000000,0.000000,0.440000,0.000000,8.000000,33.160000
