epoch,mark,Unused,Ankle Angle,Unused,Measured Torque (R),Unused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1770401555.368862,0,0.000000,38.270000,0.000000,0.200000,0.000000,0.000000,0.000000,289.000000,8.000000,33.750000
1770401555.377279,0,0.000000,39.290000,0.000000,0.280000,0.000000,0.000000,0.000000,0.500000,8.000000,33.770000
1770401555.412335,0,0.000000,39.770000,0.000000,0.400000,0.000000,0.000000,0.000000,1.000000,8.000000,33.770000
1770401555.412335,0,0.000000,40.430000,0.000000,0.440000,0.000000,0.000000,0.000000,0.990000,8.000000,33.790000
1770401555.412335,0,0.000000,41.090000,0.000000,0.400000,0.000000,0.000000,0.000000,1.000000,8.000000,33.810000
1770401555.425019,0,0.000000,41.580000,0.000000,0.360000,0.000000,0.000000,0.000000,1.000000,8.000000,33.830000
1770401555.440726,0,0.000000,42.110000,0.000000,0.460000,0.000000,0.000000,0.000000,1.000000,8.000000,33.840000
1770401555.458255,0,0.000000,42.810000,0.000000,0.580000,0.000000,0.000000,1.000000,1.000000,8.000000,33.860000
1770401555.474296,0,0.000000,43.290000,0.000000,0.500000,0.000000,0.000000,1.020000,0.990000,8.000000,33.860000
1770401555.474296,0,0.000000,43.810000,0.000000,0.500000,0.000000,0.000000,1.000000,0.970000,8.000000,33.880000
1770401555.503709,0,0.000000,44.310000,0.000000,0.430000,0.000000,0.000000,1.000000,0.920000,8.000000,33.900000
1770401555.515562,0,0.000000,44.700000,0.000000,0.510000,0.000000,0.000000,1.000000,0.810000,8.000000,33.910000
1770401555.535094,0,0.000000,45.110000,0.000000,0.460000,0.000000,0.000000,1.000000,0.600000,8.000000,33.930000
1770401555.550748,0,0.000000,45.160000,0.000000,0.460000,0.000000,0.000000,1.000000,0.270000,8.000000,33.950000
1770401555.566386,0,0.000000,45.250000,0.000000,0.380000,0.000000,0.000000,0.990000,0.000000,8.000000,33.970000
1770401555.566386,0,0.000000,45.180000,0.000000,0.370000,0.000000,0.000000,0.990000,0.000000,8.000000,33.970000
1770401555.582062,0,0.000000,45.090000,0.000000,0.400000,0.000000,0.000000,1.000000,0.000000,8.000000,34.000000
1770401555.597923,0,0.000000,44.750000,0.000000,0.310000,0.000000,0.000000,1.000000,0.000000,8.000000,34.000000
1770401555.621575,0,0.000000,44.660000,0.000000,0.210000,0.000000,0.000000,1.000000,0.000000,8.000000,34.020000
1770401555.629276,0,0.000000,44.500000,0.000000,0.150000,0.000000,0.000000,0.990000,0.000000,8.000000,34.040000
