epoch,mark,Desired Torque (L),Ankle Angle,Desired Torque (R),Measured Torque (R),Toe FSR (L),Stance Phase (L),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769029760.444967,0,0.000000,0.110000,0.000000,-2.250000,16.650000,0.000000,0.000000,0.000000,8.000000,191.050000
1769029760.476994,0,0.000000,0.110000,0.000000,-2.230000,16.760000,0.000000,0.000000,0.000000,8.000000,191.050000
1769029760.476994,0,0.000000,0.150000,0.000000,-2.330000,16.390000,0.000000,0.000000,0.000000,8.000000,191.080000
1769029760.508572,0,0.000000,0.170000,0.000000,-2.420000,16.760000,0.000000,0.000000,0.000000,8.000000,191.080000
1769029760.508572,0,0.000000,0.110000,0.000000,-2.410000,16.610000,0.000000,0.000000,0.230000,8.000000,191.110000
1769029760.514388,0,0.000000,0.110000,0.000000,-2.440000,16.550000,0.000000,0.000000,0.000000,8.000000,191.110000
1769029760.540364,0,0.000000,0.100000,0.000000,-2.270000,16.760000,0.000000,0.000000,0.460000,8.000000,191.130000
1769029760.556056,0,0.000000,0.100000,0.000000,-2.280000,16.760000,0.000000,0.000000,0.460000,8.000000,191.140000
1769029760.556056,0,0.000000,0.100000,0.000000,-2.230000,16.920000,0.000000,0.000000,0.000000,8.000000,191.160000
1769029760.556056,0,0.000000,0.100000,0.000000,-2.030000,17.070000,0.000000,0.000000,0.000000,8.000000,191.170000
1769029760.603432,0,0.000000,0.070000,0.000000,-1.910000,17.280000,0.000000,0.000000,0.000000,8.000000,191.190000
1769029760.603432,0,0.000000,0.100000,0.000000,-1.700000,17.540000,0.000000,0.000000,0.000000,8.000000,191.210000
1769029760.603432,0,0.000000,0.070000,0.000000,-1.590000,17.800000,0.000000,0.000000,0.000000,8.000000,191.220000
1769029760.635417,0,0.000000,0.110000,0.000000,-1.450000,18.020000,0.000000,0.000000,0.000000,8.000000,191.240000
1769029760.651498,0,0.000000,0.050000,0.000000,-1.320000,17.920000,0.000000,0.000000,0.230000,8.000000,191.250000
1769029760.651498,0,0.000000,0.050000,0.000000,-1.340000,18.020000,0.000000,0.000000,0.000000,8.000000,191.270000
1769029760.683639,0,0.000000,0.070000,0.000000,-1.410000,17.960000,0.000000,0.000000,0.000000,8.000000,191.280000
1769029760.683639,0,0.000000,0.110000,0.000000,-1.390000,17.920000,0.000000,0.000000,0.000000,8.000000,191.300000
1769029760.715013,0,0.000000,0.070000,0.000000,-1.530000,17.700000,0.000000,0.000000,0.000000,8.000000,191.320000
1769029760.731029,0,0.000000,0.050000,0.000000,-1.580000,17.600000,0.000000,0.000000,0.230000,8.000000,191.330000
1769029760.731029,0,0.000000,0.070000,0.000000,-1.720000,17.440000,0.000000,0.000000,0.000000,8.000000,191.350000
1769029760.762824,0,0.000000,0.070000,0.000000,-1.830000,17.380000,0.000000,0.000000,0.230000,8.000000,191.360000
1769029760.795484,0,0.000000,0.100000,0.000000,-1.950000,17.070000,0.000000,0.000000,0.230000,8.000000,191.380000
1769029760.795484,0,0.000000,0.070000,0.000000,-2.020000,17.120000,0.000000,0.000000,0.000000,8.000000,191.390000
1769029760.797270,0,0.000000,0.070000,0.000000,-2.090000,16.870000,0.000000,0.000000,0.000000,8.000000,191.410000
1769029760.810958,0,0.000000,0.070000,0.000000,-2.300000,16.810000,0.000000,0.000000,0.000000,8.000000,191.420000
1769029760.849696,0,0.000000,0.100000,0.000000,-2.390000,16.610000,0.000000,0.000000,0.000000,8.000000,191.440000
1769029760.858874,0,0.000000,0.070000,0.000000,-2.430000,16.610000,0.000000,0.000000,0.000000,8.000000,191.460000
1769029760.872375,0,0.000000,0.050000,0.000000,-2.430000,16.390000,0.000000,0.000000,0.000000,8.000000,191.470000
1769029760.891000,0,0.000000,0.100000,0.000000,-2.400000,16.550000,0.000000,0.000000,0.000000,8.000000,191.490000
1769029760.891000,0,0.000000,0.070000,0.000000,-2.480000,16.350000,0.000000,0.000000,0.000000,8.000000,191.500000
1769029760.923032,0,0.000000,0.110000,0.000000,-2.590000,16.450000,0.000000,0.000000,0.000000,8.000000,191.520000
1769029760.938878,0,0.000000,0.150000,0.000000,-2.680000,16.390000,0.000000,0.000000,0.230000,8.000000,191.520000
1769029760.938878,0,0.000000,0.200000,0.000000,-2.600000,16.200000,0.000000,0.000000,0.000000,8.000000,191.550000
1769029760.972533,0,0.000000,0.110000,0.000000,-2.690000,16.350000,0.000000,0.000000,0.000000,8.000000,191.550000
1769029760.972533,0,0.000000,0.100000,0.000000,-2.640000,16.200000,0.000000,0.000000,0.000000,8.000000,191.580000
1769029761.002324,0,0.000000,0.110000,0.000000,-2.800000,16.200000,0.000000,0.000000,0.230000,8.000000,191.580000
1769029761.002324,0,0.000000,0.030000,0.000000,-2.710000,16.130000,0.000000,0.000000,0.000000,8.000000,191.610000
1769029761.002324,0,0.000000,0.070000,0.000000,-2.770000,16.090000,0.000000,0.000000,0.690000,8.000000,191.610000
1769029761.034102,0,0.000000,0.110000,0.000000,-2.920000,16.250000,0.000000,0.000000,0.000000,8.000000,191.630000
1769029761.066063,0,0.000000,0.110000,0.000000,-2.800000,16.040000,0.000000,0.000000,0.230000,8.000000,191.660000
1769029761.081894,0,0.000000,0.070000,0.000000,-2.910000,16.040000,0.000000,0.000000,0.000000,8.000000,191.660000
1769029761.081894,0,0.000000,0.110000,0.000000,-2.850000,16.040000,0.000000,0.000000,0.000000,8.000000,191.670000
1769029761.081894,0,0.000000,0.070000,0.000000,-2.910000,15.930000,0.000000,0.000000,0.230000,8.000000,191.690000
1769029761.113594,0,0.000000,0.100000,0.000000,-2.930000,15.980000,0.000000,0.000000,0.230000,8.000000,191.720000
1769029761.129744,0,0.000000,0.070000,0.000000,-3.000000,15.890000,0.000000,0.000000,0.000000,8.000000,191.720000
1769029761.145480,0,0.000000,0.050000,0.000000,-3.110000,15.720000,0.000000,0.000000,0.000000,8.000000,191.750000
1769029761.172804,0,0.000000,0.100000,0.000000,-3.100000,15.840000,0.000000,0.000000,0.000000,8.000000,191.750000
1769029761.172804,0,0.000000,0.100000,0.000000,-3.160000,15.840000,0.000000,0.000000,0.000000,8.000000,191.770000
1769029761.193796,0,0.000000,0.100000,0.000000,-3.190000,15.780000,0.000000,0.000000,0.000000,8.000000,191.780000
1769029761.193796,0,0.000000,0.070000,0.000000,-3.300000,15.720000,0.000000,0.000000,0.000000,8.000000,191.800000
1769029761.225639,0,0.000000,0.100000,0.000000,-3.130000,15.720000,0.000000,0.000000,0.000000,8.000000,191.820000
1769029761.225639,0,0.000000,0.070000,0.000000,-3.210000,15.570000,0.000000,0.000000,0.000000,8.000000,191.830000
1769029761.257396,0,0.000000,0.110000,0.000000,-3.270000,15.720000,0.000000,0.000000,0.000000,8.000000,191.850000
1769029761.272802,0,0.000000,0.180000,0.000000,-3.280000,15.520000,0.000000,0.000000,0.000000,8.000000,191.860000
1769029761.272802,0,0.000000,0.100000,0.000000,-3.150000,15.720000,0.000000,0.000000,0.000000,8.000000,191.880000
1769029761.304585,0,0.000000,0.070000,0.000000,-3.030000,16.200000,0.000000,0.000000,0.000000,8.000000,191.890000
1769029761.304585,0,0.000000,0.100000,0.000000,-2.760000,16.250000,0.000000,0.000000,0.000000,8.000000,191.910000
1769029761.320360,0,0.000000,0.050000,0.000000,-2.500000,16.390000,0.000000,0.000000,0.000000,8.000000,191.920000
1769029761.352301,0,0.000000,0.100000,0.000000,-2.450000,16.610000,0.000000,0.000000,0.000000,8.000000,191.940000
1769029761.372975,0,0.000000,0.100000,0.000000,-2.240000,16.870000,0.000000,0.000000,0.930000,8.000000,191.960000
1769029761.383873,0,0.000000,0.030000,0.000000,-2.070000,16.760000,0.000000,0.000000,0.000000,8.000000,191.970000
1769029761.399572,0,0.000000,0.030000,0.000000,-1.830000,17.440000,0.000000,0.000000,0.690000,8.000000,191.990000
1769029761.399572,0,0.000000,0.070000,0.000000,-1.620000,17.700000,0.000000,0.000000,0.000000,8.000000,192.000000
1769029761.428054,0,0.000000,0.070000,0.000000,-1.440000,17.920000,0.000000,0.000000,0.230000,8.000000,192.020000
1769029761.428054,0,0.000000,0.170000,0.000000,-1.170000,18.070000,0.000000,0.000000,0.000000,8.000000,192.030000
1769029761.454853,0,0.000000,0.110000,0.000000,-0.950000,18.450000,0.000000,0.000000,0.000000,8.000000,192.050000
1769029761.454853,0,0.000000,0.100000,0.000000,-0.870000,18.610000,0.000000,0.000000,0.000000,8.000000,192.070000
1769029761.486902,0,0.000000,0.050000,0.000000,-0.680000,18.610000,0.000000,0.000000,0.000000,8.000000,192.080000
1769029761.486902,0,0.000000,0.050000,0.000000,-0.520000,18.870000,0.000000,0.000000,0.000000,8.000000,192.100000
1769029761.518785,0,0.000000,0.100000,0.000000,-0.560000,19.040000,0.000000,0.000000,0.690000,8.000000,192.110000
1769029761.518785,0,0.000000,0.030000,0.000000,-0.460000,19.040000,0.000000,0.000000,0.230000,8.000000,192.130000
1769029761.534460,0,0.000000,0.110000,0.000000,-0.380000,19.040000,0.000000,0.000000,0.000000,8.000000,192.130000
1769029761.534460,0,0.000000,0.150000,0.000000,-0.370000,19.040000,0.000000,0.000000,0.000000,8.000000,192.160000
1769029761.573346,0,0.000000,0.050000,0.000000,-0.200000,19.260000,0.000000,0.000000,0.000000,8.000000,192.160000
1769029761.582325,0,0.000000,0.150000,0.000000,-0.090000,19.530000,0.000000,0.000000,0.690000,8.000000,192.190000
1769029761.582325,0,0.000000,0.070000,0.000000,0.000000,19.370000,0.000000,0.000000,0.230000,8.000000,192.210000
1769029761.614281,0,0.000000,0.100000,0.000000,0.050000,19.370000,0.000000,0.000000,0.000000,8.000000,192.220000
1769029761.614281,0,0.000000,0.050000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,192.240000
1769029761.645952,0,0.000000,0.170000,0.000000,0.010000,19.530000,0.000000,0.000000,0.000000,8.000000,192.250000
1769029761.678269,0,0.000000,0.170000,0.000000,0.010000,19.470000,0.000000,0.000000,0.000000,8.000000,192.270000
1769029761.678269,0,0.000000,0.100000,0.000000,0.030000,19.420000,0.000000,0.000000,0.000000,8.000000,192.270000
1769029761.693504,0,0.000000,0.110000,0.000000,0.020000,19.530000,0.000000,0.000000,0.000000,8.000000,192.300000
1769029761.693504,0,0.000000,1.840000,0.000000,0.070000,19.630000,0.000000,0.000000,0.000000,8.000000,192.300000
1769029761.725683,0,0.000000,4.440000,0.000000,0.030000,19.860000,0.000000,0.000000,0.000000,8.000000,192.330000
1769029761.725683,0,0.000000,7.230000,0.000000,0.000000,19.750000,0.000000,0.000000,0.230000,8.000000,192.330000
1769029761.757722,0,0.000000,10.250000,0.000000,0.090000,19.700000,0.000000,0.000000,0.230000,8.000000,192.360000
1769029761.789302,0,0.000000,13.430000,0.000000,-0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,192.360000
1769029761.789302,0,0.000000,16.500000,0.000000,0.010000,19.630000,0.000000,0.000000,0.000000,8.000000,192.380000
1769029761.808096,0,0.000000,19.440000,0.000000,0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,192.390000
1769029761.837198,0,0.000000,22.120000,0.000000,0.000000,19.750000,0.000000,0.000000,0.230000,8.000000,192.410000
1769029761.837198,0,0.000000,24.630000,0.000000,0.110000,19.750000,0.000000,0.000000,0.230000,8.000000,192.420000
1769029761.837198,0,0.000000,26.700000,0.000000,0.020000,19.700000,0.000000,0.000000,0.230000,8.000000,192.440000
1769029761.868775,0,0.000000,28.190000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,192.460000
1769029761.868775,0,0.000000,29.200000,0.000000,0.000000,19.700000,0.000000,0.000000,0.000000,8.000000,192.470000
1769029761.884793,0,0.000000,29.690000,0.000000,-0.070000,19.530000,0.000000,0.000000,0.000000,8.000000,192.490000
1769029761.916245,0,0.000000,29.810000,0.000000,0.000000,19.470000,0.000000,0.000000,0.000000,8.000000,192.500000
1769029761.916245,0,0.000000,29.790000,0.000000,0.070000,19.470000,0.000000,0.000000,0.460000,8.000000,192.520000
1769029761.916245,0,0.000000,29.640000,0.000000,0.070000,19.800000,0.000000,0.000000,0.000000,8.000000,192.530000
1769029761.948062,0,0.000000,29.440000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,192.550000
1769029761.979914,0,0.000000,29.230000,0.000000,-0.020000,19.530000,0.000000,0.000000,0.000000,8.000000,192.570000
1769029761.979914,0,0.000000,29.060000,0.000000,0.020000,19.630000,0.000000,0.000000,0.000000,8.000000,192.580000
1769029761.995790,0,0.000000,28.820000,0.000000,-0.100000,19.590000,0.000000,0.000000,0.000000,8.000000,192.600000
1769029762.027293,0,0.000000,28.820000,0.000000,0.000000,19.530000,0.000000,0.000000,0.230000,8.000000,192.610000
1769029762.027293,0,0.000000,28.750000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,192.630000
1769029762.058762,0,0.000000,28.680000,0.000000,-0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,192.640000
1769029762.058762,0,0.000000,28.620000,0.000000,0.070000,19.370000,0.000000,0.000000,0.460000,8.000000,192.660000
1769029762.089849,0,0.000000,28.510000,0.000000,0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,192.670000
1769029762.105799,0,0.000000,28.450000,0.000000,0.000000,19.530000,0.000000,0.000000,0.230000,8.000000,192.690000
1769029762.105799,0,0.000000,28.340000,0.000000,0.020000,19.590000,0.000000,0.000000,0.000000,8.000000,192.710000
1769029762.137887,0,0.000000,28.220000,0.000000,0.020000,19.800000,0.000000,0.000000,0.000000,8.000000,192.720000
1769029762.137887,0,0.000000,28.120000,0.000000,0.000000,19.750000,0.000000,0.000000,0.000000,8.000000,192.740000
1769029762.153840,0,0.000000,28.020000,0.000000,0.000000,19.530000,0.000000,0.000000,0.230000,8.000000,192.750000
1769029762.185107,0,0.000000,27.850000,0.000000,0.000000,19.470000,0.000000,0.000000,0.000000,8.000000,192.770000
1769029762.185107,0,0.000000,27.620000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,192.780000
1769029762.217107,0,0.000000,27.440000,0.000000,0.000000,19.700000,0.000000,0.000000,0.930000,8.000000,192.800000
1769029762.217107,0,0.000000,27.270000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,192.820000
1769029762.217107,0,0.000000,26.980000,0.000000,-0.020000,19.700000,0.000000,0.000000,0.460000,8.000000,192.830000
1769029762.248607,0,0.000000,26.840000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,192.850000
1769029762.248607,0,0.000000,26.550000,0.000000,0.010000,19.700000,0.000000,0.000000,0.000000,8.000000,192.860000
1769029762.280518,0,0.000000,26.370000,0.000000,-0.110000,19.630000,0.000000,0.000000,0.000000,8.000000,192.880000
1769029762.313243,0,0.000000,25.970000,0.000000,0.050000,19.590000,0.000000,0.000000,0.000000,8.000000,192.880000
1769029762.313243,0,0.000000,25.590000,0.000000,-0.020000,19.750000,0.000000,0.000000,0.000000,8.000000,192.910000
1769029762.343862,0,0.000000,25.320000,0.000000,0.000000,19.530000,0.000000,0.000000,0.230000,8.000000,192.910000
1769029762.343862,0,0.000000,24.890000,0.000000,0.070000,19.530000,0.000000,0.000000,0.000000,8.000000,192.940000
1769029762.343862,0,0.000000,24.510000,0.000000,-0.070000,19.700000,0.000000,0.000000,0.230000,8.000000,192.940000
1769029762.375591,0,0.000000,24.110000,0.000000,0.000000,19.630000,0.000000,0.000000,0.230000,8.000000,192.970000
1769029762.391307,0,0.000000,23.650000,0.000000,-0.050000,19.700000,0.000000,0.000000,0.000000,8.000000,192.990000
1769029762.391307,0,0.000000,23.250000,0.000000,-0.090000,19.590000,0.000000,0.000000,0.000000,8.000000,193.000000
1769029762.391307,0,0.000000,22.960000,0.000000,0.010000,19.630000,0.000000,0.000000,0.000000,8.000000,193.000000
1769029762.429397,0,0.000000,22.540000,0.000000,-0.020000,19.420000,0.000000,0.000000,0.000000,8.000000,193.020000
1769029762.454745,0,0.000000,21.940000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,193.030000
1769029762.454745,0,0.000000,21.370000,0.000000,-0.070000,19.630000,0.000000,0.000000,0.000000,8.000000,193.050000
1769029762.486660,0,0.000000,20.380000,0.000000,-0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,193.080000
1769029762.502533,0,0.000000,19.450000,0.000000,0.050000,19.700000,0.000000,0.000000,0.000000,8.000000,193.080000
1769029762.502533,0,0.000000,18.400000,0.000000,-0.050000,19.700000,0.000000,0.000000,0.000000,8.000000,193.110000
1769029762.518679,0,0.000000,17.270000,0.000000,-0.010000,19.630000,0.000000,0.000000,0.930000,8.000000,193.110000
1769029762.534602,0,0.000000,16.210000,0.000000,-0.050000,19.530000,0.000000,0.000000,0.000000,8.000000,193.130000
1769029762.566315,0,0.000000,15.180000,0.000000,0.000000,19.530000,0.000000,0.000000,0.230000,8.000000,193.140000
1769029762.574428,0,0.000000,14.360000,0.000000,-0.070000,19.370000,0.000000,0.000000,0.000000,8.000000,193.160000
1769029762.574428,0,0.000000,13.640000,0.000000,0.030000,19.750000,0.000000,0.000000,0.000000,8.000000,193.170000
1769029762.598173,0,0.000000,12.940000,0.000000,-0.050000,19.630000,0.000000,0.000000,0.460000,8.000000,193.190000
1769029762.613955,0,0.000000,12.230000,0.000000,-0.030000,19.800000,0.000000,0.000000,0.000000,8.000000,193.210000
1769029762.613955,0,0.000000,11.770000,0.000000,0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,193.220000
1769029762.656458,0,0.000000,11.180000,0.000000,0.000000,19.530000,0.000000,0.000000,0.230000,8.000000,193.240000
1769029762.679607,0,0.000000,11.000000,0.000000,-0.090000,19.700000,0.000000,0.000000,0.000000,8.000000,193.250000
1769029762.679607,0,0.000000,10.940000,0.000000,0.000000,19.530000,0.000000,0.000000,0.460000,8.000000,193.270000
1769029762.709660,0,0.000000,10.970000,0.000000,-0.030000,19.470000,0.000000,0.000000,0.000000,8.000000,193.280000
1769029762.709660,0,0.000000,10.970000,0.000000,-0.110000,19.590000,0.000000,0.000000,0.000000,8.000000,193.300000
1769029762.725367,0,0.000000,10.930000,0.000000,-0.010000,19.700000,0.000000,0.000000,0.000000,8.000000,193.320000
1769029762.725367,0,0.000000,11.060000,0.000000,-0.170000,19.630000,0.000000,0.000000,0.460000,8.000000,193.330000
1769029762.757375,0,0.000000,10.900000,0.000000,-0.050000,19.530000,0.000000,0.000000,0.230000,8.000000,193.350000
1769029762.757375,0,0.000000,10.930000,0.000000,-0.100000,19.470000,0.000000,0.000000,0.460000,8.000000,193.360000
1769029762.789081,0,0.000000,10.970000,0.000000,-0.050000,19.590000,0.000000,0.000000,0.000000,8.000000,193.380000
1769029762.816101,0,0.000000,10.940000,0.000000,0.010000,19.530000,0.000000,0.000000,0.000000,8.000000,193.380000
1769029762.818375,0,0.000000,11.000000,0.000000,0.000000,19.420000,0.000000,0.000000,0.230000,8.000000,193.410000
1769029762.818375,0,0.000000,11.000000,0.000000,-0.030000,19.590000,0.000000,0.000000,0.230000,8.000000,193.420000
1769029762.836637,0,0.000000,11.000000,0.000000,-0.050000,19.590000,0.000000,0.000000,0.000000,8.000000,193.440000
1769029762.836637,0,0.000000,11.020000,0.000000,0.000000,19.700000,0.000000,0.000000,0.000000,8.000000,193.460000
1769029762.874574,0,0.000000,10.930000,0.000000,0.070000,19.590000,0.000000,0.000000,0.000000,8.000000,193.470000
1769029762.899783,0,0.000000,10.900000,0.000000,-0.010000,19.470000,0.000000,0.000000,0.000000,8.000000,193.490000
1769029762.899783,0,0.000000,11.030000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,193.500000
1769029762.931581,0,0.000000,11.060000,0.000000,0.030000,19.590000,0.000000,0.000000,0.000000,8.000000,193.520000
1769029762.931581,0,0.000000,11.170000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,193.520000
1769029762.947241,0,0.000000,11.180000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,193.550000
1769029762.947241,0,0.000000,11.310000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,193.550000
1769029762.979277,0,0.000000,11.220000,0.000000,-0.020000,19.750000,0.000000,0.000000,0.000000,8.000000,193.580000
1769029762.979277,0,0.000000,11.220000,0.000000,-0.090000,19.590000,0.000000,0.000000,0.000000,8.000000,193.580000
1769029763.010884,0,0.000000,11.100000,0.000000,-0.100000,19.700000,0.000000,0.000000,0.000000,8.000000,193.610000
1769029763.026791,0,0.000000,11.210000,0.000000,0.070000,19.630000,0.000000,0.000000,0.230000,8.000000,193.610000
1769029763.026791,0,0.000000,11.260000,0.000000,0.030000,19.470000,0.000000,0.000000,0.230000,8.000000,193.630000
1769029763.058340,0,0.000000,11.520000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,193.640000
1769029763.058340,0,0.000000,12.220000,0.000000,0.000000,19.700000,0.000000,0.000000,0.230000,8.000000,193.660000
1769029763.090393,0,0.000000,13.650000,0.000000,0.020000,19.370000,0.000000,0.000000,0.000000,8.000000,193.670000
1769029763.106105,0,0.000000,16.230000,0.000000,0.070000,19.530000,0.000000,0.000000,0.000000,8.000000,193.690000
1769029763.106105,0,0.000000,20.290000,0.000000,0.090000,19.590000,0.000000,0.000000,0.000000,8.000000,193.710000
1769029763.137789,0,0.000000,26.040000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,193.720000
1769029763.137789,0,0.000000,33.040000,0.000000,0.000000,19.700000,0.000000,0.000000,0.230000,8.000000,193.740000
1769029763.153609,0,0.000000,41.000000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,193.750000
1769029763.153609,0,0.000000,47.560000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,193.770000
1769029763.184910,0,0.000000,52.770000,0.000000,0.090000,19.590000,0.000000,0.000000,0.000000,8.000000,193.780000
1769029763.184910,0,0.000000,56.020000,0.000000,0.070000,19.530000,0.000000,0.000000,0.460000,8.000000,193.800000
1769029763.216743,0,0.000000,58.150000,0.000000,0.000000,19.750000,0.000000,0.000000,0.230000,8.000000,193.820000
1769029763.232711,0,0.000000,59.180000,0.000000,0.000000,19.700000,0.000000,0.000000,0.230000,8.000000,193.830000
1769029763.232711,0,0.000000,59.310000,0.000000,0.140000,19.590000,0.000000,0.000000,0.460000,8.000000,193.850000
1769029763.264508,0,0.000000,58.630000,0.000000,0.050000,19.860000,0.000000,0.000000,0.000000,8.000000,193.860000
1769029763.264508,0,0.000000,57.950000,0.000000,0.000000,19.860000,0.000000,0.000000,0.230000,8.000000,193.880000
1769029763.296181,0,0.000000,57.500000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,193.880000
1769029763.321411,0,0.000000,57.220000,0.000000,0.020000,19.750000,0.000000,0.000000,0.000000,8.000000,193.910000
1769029763.323658,0,0.000000,57.310000,0.000000,0.050000,19.700000,0.000000,0.000000,0.460000,8.000000,193.910000
1769029763.343872,0,0.000000,57.130000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,193.940000
1769029763.343872,0,0.000000,57.040000,0.000000,0.070000,19.470000,0.000000,0.000000,0.000000,8.000000,193.940000
1769029763.375243,0,0.000000,56.840000,0.000000,-0.010000,19.630000,0.000000,0.000000,0.460000,8.000000,193.970000
1769029763.375243,0,0.000000,56.340000,0.000000,0.010000,19.700000,0.000000,0.000000,0.000000,8.000000,193.970000
1769029763.407287,0,0.000000,56.060000,0.000000,0.010000,19.630000,0.000000,0.000000,0.000000,8.000000,194.000000
1769029763.430410,0,0.000000,55.750000,0.000000,0.010000,19.750000,0.000000,0.000000,0.000000,8.000000,194.000000
1769029763.430410,0,0.000000,55.590000,0.000000,0.090000,19.590000,0.000000,0.000000,0.000000,8.000000,194.020000
1769029763.454672,0,0.000000,55.240000,0.000000,-0.090000,19.300000,0.000000,0.000000,0.460000,8.000000,194.050000
1769029763.454672,0,0.000000,55.180000,0.000000,0.000000,19.630000,0.000000,0.000000,0.000000,8.000000,194.050000
1769029763.486483,0,0.000000,54.930000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,194.080000
1769029763.502556,0,0.000000,54.790000,0.000000,0.050000,19.860000,0.000000,0.000000,0.460000,8.000000,194.080000
1769029763.502556,0,0.000000,54.500000,0.000000,0.020000,19.700000,0.000000,0.000000,0.000000,8.000000,194.110000
1769029763.502556,0,0.000000,54.200000,0.000000,0.100000,19.590000,0.000000,0.000000,0.000000,8.000000,194.110000
1769029763.536675,0,0.000000,54.020000,0.000000,0.050000,19.590000,0.000000,0.000000,0.000000,8.000000,194.130000
1769029763.570073,0,0.000000,53.740000,0.000000,-0.020000,19.590000,0.000000,0.000000,0.000000,8.000000,194.140000
1769029763.570073,0,0.000000,53.540000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,194.160000
1769029763.582182,0,0.000000,53.410000,0.000000,0.000000,19.530000,0.000000,0.000000,0.000000,8.000000,194.170000
1769029763.582182,0,0.000000,53.270000,0.000000,0.030000,19.530000,0.000000,0.000000,0.000000,8.000000,194.190000
1769029763.613959,0,0.000000,53.150000,0.000000,-0.050000,19.700000,0.000000,0.000000,0.000000,8.000000,194.210000
1769029763.613959,0,0.000000,52.900000,0.000000,-0.050000,19.530000,0.000000,0.000000,0.230000,8.000000,194.220000
1769029763.645761,0,0.000000,52.630000,0.000000,0.000000,19.470000,0.000000,0.000000,0.230000,8.000000,194.240000
1769029763.675134,0,0.000000,52.340000,0.000000,0.000000,19.590000,0.000000,0.000000,0.000000,8.000000,194.250000
1769029763.675134,0,0.000000,51.750000,0.000000,0.000000,19.420000,0.000000,0.000000,0.000000,8.000000,194.270000
1769029763.693720,0,0.000000,50.900000,0.000000,0.050000,19.470000,0.000000,0.000000,0.230000,8.000000,194.270000
1769029763.693720,0,0.000000,49.400000,0.000000,-0.070000,19.590000,0.000000,0.000000,0.000000,8.000000,194.300000
1769029763.709802,0,0.000000,47.560000,0.000000,0.050000,19.630000,0.000000,0.000000,0.000000,8.000000,194.300000
1769029763.709802,0,0.000000,45.090000,0.000000,-0.070000,19.470000,0.000000,0.000000,0.230000,8.000000,194.330000
1769029763.741407,0,0.000000,42.130000,0.000000,-0.050000,19.530000,0.000000,0.000000,0.000000,8.000000,194.350000
1769029763.775297,0,0.000000,38.880000,0.000000,-0.070000,19.470000,0.000000,0.000000,0.000000,8.000000,194.360000
1769029763.775297,0,0.000000,34.840000,0.000000,-0.070000,19.630000,0.000000,0.000000,0.230000,8.000000,194.380000
1769029763.789212,0,0.000000,30.420000,0.000000,-0.020000,19.530000,0.000000,0.000000,0.230000,8.000000,194.380000
1769029763.820677,0,0.000000,25.730000,0.000000,-0.010000,19.530000,0.000000,0.000000,0.230000,8.000000,194.410000
1769029763.820677,0,0.000000,20.700000,0.000000,0.020000,19.530000,0.000000,0.000000,0.000000,8.000000,194.410000
1769029763.836729,0,0.000000,14.930000,0.000000,-0.050000,19.530000,0.000000,0.000000,0.460000,8.000000,194.440000
1769029763.836729,0,0.000000,9.130000,0.000000,0.000000,19.420000,0.000000,0.000000,0.000000,8.000000,194.440000
1769029763.868635,0,0.000000,2.660000,0.000000,-0.030000,19.470000,0.000000,0.000000,0.000000,8.000000,194.470000
1769029763.884489,0,0.000000,0.180000,0.000000,-0.170000,19.590000,0.000000,0.000000,0.000000,8.000000,194.470000
1769029763.884489,0,0.000000,0.070000,0.000000,-0.200000,19.590000,0.000000,0.000000,0.000000,8.000000,194.500000
1769029763.916353,0,0.000000,0.100000,0.000000,-0.720000,18.550000,0.000000,0.000000,0.000000,8.000000,194.500000
