epoch,mark,Clutch Command,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769447904.728272,0,0.000000,37.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,26.950000
1769447904.784204,0,0.000000,37.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,26.980000
1769447904.784204,0,40.000000,38.060000,-251.240000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,27.010000
1769447904.791052,0,40.000000,38.060000,-283.250000,-0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,27.020000
1769447904.807056,0,40.000000,37.930000,-257.360000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,27.040000
1769447904.807056,0,40.000000,38.220000,-75.910000,-0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,27.040000
1769447904.838700,0,40.000000,38.930000,59.400000,-0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,27.060000
1769447904.854331,0,40.000000,38.790000,-157.360000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,27.090000
1769447904.870027,0,40.000000,39.000000,-40.700000,-0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,27.100000
1769447904.886156,0,40.000000,39.270000,-286.050000,-0.170000,0.000000,0.000000,0.000000,0.330000,8.000000,27.120000
1769447904.902167,0,40.000000,39.680000,-155.350000,-0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,27.120000
1769447904.928497,0,40.000000,40.040000,-271.170000,-0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,27.140000
1769447904.934103,0,40.000000,39.700000,323.940000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,27.150000
1769447904.934103,0,40.000000,38.360000,154.600000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,27.180000
1769447904.965436,0,40.000000,36.830000,-66.950000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,27.190000
1769447904.981403,0,40.000000,36.180000,102.510000,-0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,27.200000
1769447904.997075,0,40.000000,35.090000,166.460000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,27.210000
1769447905.012731,0,40.000000,34.770000,-116.050000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,27.230000
1769447905.034399,0,40.000000,33.950000,-46.090000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,27.260000
1769447905.044305,0,40.000000,33.290000,-189.020000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,27.270000
