epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1773867808.778084,0,5.250000,0.000000,0.000000,-0.070000,-136.080000,0.000000,0.000000,0.000000,8.000000,40.040000
1773867808.793731,0,8.920000,0.000000,0.000000,-0.050000,-136.080000,0.000000,0.000000,0.000000,8.000000,40.060000
1773867808.793731,0,33.000000,0.000000,0.000000,-0.050000,-136.080000,0.000000,0.000000,0.000000,8.000000,40.060000
1773867808.827363,0,7.030000,0.000000,0.000000,-0.050000,-6.070000,0.000000,0.000000,0.000000,8.000000,40.090000
1773867808.840474,0,10.390000,0.000000,0.000000,-0.050000,-76.080000,0.000000,0.000000,0.000000,8.000000,40.090000
1773867808.856283,0,-23.100000,0.000000,0.000000,0.000000,13.920000,0.000000,0.000000,0.000000,8.000000,40.110000
1773867808.872350,0,11.270000,0.000000,0.000000,-0.050000,83.910000,0.000000,0.000000,0.000000,8.000000,40.130000
1773867808.903934,0,-13.430000,0.000000,0.000000,0.000000,-6.070000,0.000000,0.000000,0.000000,8.000000,40.150000
1773867808.903934,0,-16.290000,0.000000,0.000000,0.000000,83.910000,0.000000,0.000000,0.000000,8.000000,40.150000
1773867808.919580,0,24.130000,0.000000,0.000000,-0.010000,123.910000,0.000000,0.000000,0.000000,8.000000,40.180000
1773867808.935631,0,42.040000,0.000000,0.000000,-0.020000,83.910000,0.000000,1.000000,0.000000,8.000000,40.180000
1773867808.935631,0,2.130000,0.000000,0.000000,0.000000,123.910000,0.000000,1.040000,0.000000,8.000000,40.200000
1773867808.951519,0,3.350000,0.000000,0.000000,0.000000,53.910000,0.000000,0.990000,0.000000,8.000000,40.220000
1773867808.967258,0,-12.430000,0.000000,0.000000,0.000000,83.910000,0.000000,1.000000,0.000000,8.000000,40.240000
1773867808.988660,0,22.530000,0.000000,0.000000,-0.010000,-6.070000,0.000000,0.990000,0.000000,8.000000,40.250000
1773867808.998899,0,-0.070000,0.000000,0.000000,-0.010000,53.910000,0.000000,1.000000,0.000000,8.000000,40.270000
1773867809.014536,0,1.470000,0.000000,0.000000,0.000000,13.920000,0.000000,1.000000,0.000000,8.000000,40.290000
1773867809.045870,0,7.090000,0.000000,0.000000,0.000000,83.910000,0.000000,0.990000,0.000000,8.000000,40.290000
1773867809.049712,0,-26.220000,0.000000,0.000000,0.020000,53.910000,0.000000,1.000000,0.000000,8.000000,40.310000
1773867809.077519,0,4.460000,0.000000,0.000000,0.000000,53.910000,0.000000,1.000000,0.000000,8.000000,40.330000
1773867809.077519,0,-7.590000,0.000000,0.000000,0.010000,13.920000,0.000000,1.000000,0.000000,8.000000,40.340000
1773867809.093166,0,-6.710000,0.000000,0.000000,0.010000,13.920000,0.000000,1.000000,0.000000,8.000000,40.360000
1773867809.110795,0,-32.160000,0.000000,0.000000,0.090000,13.920000,0.000000,0.990000,0.000000,8.000000,40.380000
1773867809.124626,0,-9.250000,0.000000,0.000000,0.000000,123.910000,0.000000,1.000000,0.000000,8.000000,40.380000
1773867809.140456,0,-5.570000,0.000000,0.000000,0.010000,83.910000,0.000000,1.000000,0.000000,8.000000,40.400000
1773867809.156112,0,-12.000000,0.000000,0.000000,0.000000,83.910000,0.000000,0.990000,0.000000,8.000000,40.410000
1773867809.156112,0,7.070000,0.000000,0.000000,0.000000,13.920000,0.000000,0.990000,0.000000,8.000000,40.430000
1773867809.187543,0,-2.800000,0.000000,0.000000,-0.010000,83.910000,0.000000,0.990000,0.000000,8.000000,40.450000
1773867809.203180,0,20.450000,0.000000,0.000000,-0.020000,53.910000,0.000000,1.000000,0.000000,8.000000,40.470000
1773867809.228995,0,-3.050000,0.000000,0.000000,-0.020000,83.910000,0.000000,0.990000,0.000000,8.000000,40.490000
1773867809.249833,0,15.670000,0.000000,0.000000,-0.030000,-6.070000,0.000000,1.000000,0.000000,8.000000,40.500000
1773867809.250836,0,42.790000,0.000000,0.000000,-0.100000,83.910000,0.000000,0.990000,0.000000,8.000000,40.520000
1773867809.282183,0,19.250000,0.000000,0.000000,-0.100000,-321.440000,0.000000,0.970000,0.000000,8.000000,40.520000
1773867809.282183,0,-3.810000,0.000000,0.000000,-0.100000,233.910000,0.000000,0.930000,0.000000,8.000000,40.540000
1773867809.297829,0,11.520000,0.000000,0.000000,-0.050000,213.910000,0.000000,0.870000,0.000000,8.000000,40.560000
1773867809.313529,0,20.350000,0.000000,0.000000,-0.100000,183.910000,0.000000,0.810000,0.140000,8.000000,40.580000
