epoch,mark,Desired Torque,Measured Torque,Toe FSR,Heel FSR,PID Signal,Ankle Angle,Power,Stance Phase,Channel 8,Exoskeleton time (seconds)
1775591289.949403,0,0.000000,0.200000,0.000000,0.000000,0.000000,24.140000,0.250000,0.000000,8.000000,21.340000
1775591289.981563,0,0.000000,0.110000,0.000000,0.000000,0.000000,23.470000,0.280000,0.000000,8.000000,21.370000
1775591290.020507,0,0.000000,0.050000,0.000000,0.800000,0.000000,21.010000,0.250000,0.000000,8.000000,21.380000
1775591290.020507,0,0.000000,0.200000,0.000000,0.000000,0.000000,20.670000,0.250000,0.000000,8.000000,21.400000
1775591290.044499,0,0.000000,0.110000,0.000000,0.000000,0.000000,20.620000,0.270000,0.000000,8.000000,21.420000
1775591290.044499,0,0.000000,0.100000,0.000000,0.000000,0.000000,20.930000,0.250000,0.000000,8.000000,21.440000
1775591290.076065,0,0.000000,0.070000,0.000000,0.200000,0.000000,21.680000,0.270000,0.000000,8.000000,21.450000
1775591290.076065,0,0.000000,0.050000,0.000000,0.200000,0.000000,22.870000,0.250000,0.000000,8.000000,21.460000
1775591290.108071,0,0.000000,0.050000,0.000000,0.000000,0.000000,24.510000,0.250000,0.000000,8.000000,21.470000
1775591290.125642,0,0.000000,0.010000,0.000000,0.000000,0.000000,26.750000,0.250000,0.000000,8.000000,21.500000
1775591290.144711,0,0.000000,0.000000,0.000000,0.200000,0.000000,29.540000,0.250000,0.000000,8.000000,21.510000
1775591290.177483,0,0.000000,0.000000,0.000000,0.200000,0.000000,32.810000,0.270000,0.000000,8.000000,21.530000
1775591290.203202,0,0.000000,0.000000,0.000000,0.200000,0.000000,35.930000,0.250000,0.000000,8.000000,21.540000
1775591290.203202,0,0.000000,-0.020000,0.000000,0.400000,0.000000,39.400000,0.250000,0.000000,8.000000,21.550000
1775591290.203202,0,0.000000,-0.030000,0.000000,0.400000,0.000000,43.000000,0.270000,0.000000,8.000000,21.560000
1775591290.234728,0,0.000000,-0.010000,0.000000,0.200000,0.000000,46.580000,0.250000,0.000000,8.000000,21.590000
1775591290.234728,0,0.000000,-0.100000,0.000000,0.400000,0.000000,49.790000,0.250000,0.000000,8.000000,21.600000
1775591290.234728,0,0.000000,-0.020000,0.000000,0.330000,0.000000,52.560000,0.270000,0.000000,8.000000,21.620000
1775591290.266003,0,0.000000,-0.030000,0.000000,0.330000,0.000000,55.220000,0.250000,0.000000,8.000000,21.620000
1775591290.266003,0,0.000000,-0.030000,0.000000,0.500000,0.000000,57.500000,0.270000,0.000000,8.000000,21.640000
1775591290.297525,0,0.000000,-0.070000,0.000000,0.150000,0.000000,59.060000,0.270000,0.000000,8.000000,21.650000
1775591290.297525,0,0.000000,-0.090000,0.000000,0.000000,0.000000,60.090000,0.250000,0.000000,8.000000,21.680000
1775591290.315217,0,0.000000,0.000000,0.000000,0.500000,0.000000,60.590000,0.270000,0.000000,8.000000,21.700000
1775591290.329246,0,0.000000,0.000000,0.000000,0.150000,0.000000,60.520000,0.270000,0.000000,8.000000,21.700000
1775591290.344477,0,0.000000,-0.070000,0.000000,0.150000,0.000000,59.900000,0.270000,0.000000,8.000000,21.720000
1775591290.360153,0,0.000000,-0.010000,0.000000,0.150000,0.000000,58.680000,0.250000,0.000000,8.000000,21.730000
1775591290.391805,0,0.000000,0.020000,0.000000,0.150000,0.000000,57.090000,0.250000,0.000000,8.000000,21.760000
1775591290.391805,0,0.000000,0.030000,0.000000,0.330000,0.000000,55.750000,0.270000,0.000000,8.000000,21.770000
1775591290.391805,0,0.000000,-0.020000,0.000000,0.330000,0.000000,54.580000,0.250000,0.000000,8.000000,21.790000
1775591290.423234,0,0.000000,-0.050000,0.000000,0.330000,0.000000,53.830000,0.250000,0.000000,8.000000,21.790000
1775591290.444604,0,0.000000,-0.050000,0.000000,0.820000,0.000000,53.500000,0.250000,0.000000,8.000000,21.810000
1775591290.470440,0,0.000000,-0.030000,0.000000,0.810000,0.000000,53.110000,0.250000,0.000000,8.000000,21.840000
1775591290.486255,0,0.000000,-0.030000,0.000000,1.000000,0.000000,52.680000,0.270000,0.000000,8.000000,21.850000
1775591290.506158,0,0.000000,-0.070000,0.000000,0.940000,0.000000,52.040000,0.250000,0.000000,8.000000,21.870000
1775591290.520635,0,0.000000,-0.030000,0.000000,0.920000,0.000000,51.540000,0.250000,0.000000,8.000000,21.870000
1775591290.521698,0,0.000000,0.030000,0.000000,0.970000,0.000000,51.000000,0.270000,0.000000,8.000000,21.890000
1775591290.544728,0,0.000000,-0.050000,0.000000,1.000000,0.000000,50.580000,0.250000,0.000000,8.000000,21.900000
1775591290.565606,0,0.000000,0.000000,0.000000,1.000000,0.000000,50.360000,0.250000,0.000000,8.000000,21.930000
1775591290.565606,0,0.000000,-0.020000,0.000000,1.010000,0.000000,50.400000,0.250000,0.000000,8.000000,21.940000
1775591290.580674,0,0.000000,0.110000,0.000000,1.000000,0.000000,50.580000,0.250000,0.000000,8.000000,21.950000
1775591290.596467,0,0.000000,0.000000,0.000000,1.000000,0.000000,50.930000,0.250000,0.000000,8.000000,21.960000
1775591290.596467,0,0.000000,0.000000,0.000000,0.990000,0.000000,51.360000,0.250000,0.000000,8.000000,21.980000
1775591290.596467,0,0.000000,0.000000,0.000000,1.000000,0.000000,51.630000,0.250000,0.000000,8.000000,22.000000
1775591290.628475,0,0.000000,0.000000,0.000000,1.000000,0.000000,51.700000,0.250000,0.000000,8.000000,22.020000
1775591290.656044,0,0.000000,0.000000,0.000000,1.000000,0.000000,51.470000,0.270000,0.000000,8.000000,22.030000
1775591290.676452,0,0.000000,0.090000,0.000000,0.980000,0.000000,51.020000,0.270000,0.000000,8.000000,22.040000
1775591290.692220,0,0.000000,0.000000,0.000000,0.980000,0.000000,50.150000,0.250000,0.000000,8.000000,22.050000
1775591290.707892,0,0.000000,0.070000,0.000000,0.940000,0.000000,48.700000,0.270000,0.000000,8.000000,22.070000
1775591290.723582,0,0.000000,0.100000,0.000000,0.860000,0.000000,46.750000,0.250000,0.000000,8.000000,22.100000
1775591290.744565,0,0.000000,0.070000,0.000000,0.740000,0.000000,44.360000,0.250000,0.000000,8.000000,22.110000
1775591290.754954,0,0.000000,0.050000,0.000000,0.550000,0.000000,41.380000,0.250000,0.000000,8.000000,22.120000
1775591290.770685,0,0.000000,0.070000,0.000000,0.380000,0.000000,38.310000,0.270000,0.000000,8.000000,22.130000
1775591290.786453,0,0.000000,0.070000,0.000000,0.280000,0.000000,34.700000,0.270000,0.000000,8.000000,22.150000
1775591290.815824,0,0.000000,0.070000,0.000000,0.180000,0.000000,31.280000,0.250000,0.000000,8.000000,22.170000
1775591290.818714,0,0.000000,0.140000,0.000000,0.110000,0.000000,27.620000,0.250000,0.000000,8.000000,22.180000
1775591290.819222,0,0.000000,0.150000,0.000000,0.070000,0.000000,23.650000,0.250000,0.000000,8.000000,22.200000
1775591290.833481,0,0.000000,0.120000,0.000000,0.050000,0.000000,20.040000,0.250000,0.000000,8.000000,22.210000
1775591290.869185,0,0.000000,0.120000,0.000000,0.030000,0.000000,16.610000,0.250000,0.000000,8.000000,22.220000
1775591290.869185,0,0.000000,0.170000,0.000000,0.010000,0.000000,13.610000,0.250000,0.000000,8.000000,22.250000
