epoch,mark,Clutch Command,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769448616.667470,0,0.000000,33.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.180000
1769448616.715074,0,0.000000,33.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.210000
1769448616.715074,0,40.000000,33.580000,5.670000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.220000
1769448616.730792,0,40.000000,33.610000,7.800000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.250000
1769448616.746512,0,40.000000,33.580000,4.880000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.260000
1769448616.762458,0,40.000000,33.630000,-19.040000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.280000
1769448616.778428,0,40.000000,33.580000,-3.320000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.290000
1769448616.778428,0,40.000000,33.580000,-17.790000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.300000
1769448616.809731,0,40.000000,33.580000,2.780000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.310000
1769448616.825731,0,40.000000,33.700000,-1.120000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.340000
1769448616.841409,0,40.000000,33.580000,-10.140000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.350000
1769448616.857040,0,40.000000,33.630000,1.850000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.370000
1769448616.872694,0,40.000000,33.680000,-5.550000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.370000
1769448616.888764,0,40.000000,33.700000,-32.720000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,24.390000
1769448616.904402,0,40.000000,33.720000,-6.090000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.420000
1769448616.920487,0,40.000000,33.770000,27.350000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,24.430000
1769448616.920487,0,40.000000,33.770000,38.290000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,24.450000
1769448616.936130,0,40.000000,33.810000,-16.640000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.450000
1769448616.961215,0,40.000000,33.680000,-17.170000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.460000
1769448616.983556,0,40.000000,33.700000,-30.930000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.480000
1769448616.983556,0,40.000000,33.720000,-1.630000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.510000
1769448616.999232,0,40.000000,33.910000,-1.520000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.520000
1769448617.015319,0,40.000000,33.880000,-8.100000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.540000
1769448617.031251,0,40.000000,33.970000,7.190000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.540000
1769448617.057176,0,40.000000,33.990000,-15.280000,-0.010000,0.000000,0.000000,0.000000,1.000000,8.000000,24.560000
1769448617.070724,0,40.000000,33.970000,-2.250000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,24.570000
1769448617.078645,0,40.000000,34.020000,-13.470000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,24.600000
1769448617.094677,0,40.000000,34.040000,9.310000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,24.610000
1769448617.094677,0,40.000000,34.040000,-1.500000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.620000
1769448617.126333,0,40.000000,34.020000,-0.310000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.630000
1769448617.142139,0,40.000000,34.040000,-15.520000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.650000
1769448617.158205,0,40.000000,34.040000,-15.850000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.670000
1769448617.158205,0,40.000000,34.000000,1.570000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.690000
1769448617.189495,0,40.000000,34.130000,-10.430000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.700000
1769448617.208539,0,40.000000,34.110000,-9.930000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.710000
1769448617.211435,0,40.000000,34.240000,-5.210000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.720000
1769448617.237064,0,40.000000,34.240000,5.250000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.750000
