epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Ankle Angle,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1770139428.127262,0,0.000000,0.000000,0.000000,0.000000,78.300000,0.000000,1.000000,0.000000,8.000000,29.440000
1770139428.159419,0,0.000000,0.000000,0.000000,0.000000,78.330000,0.000000,0.330000,0.000000,8.000000,29.460000
1770139428.190518,0,48.240000,0.000000,0.000000,-0.230000,77.940000,0.000000,0.030000,0.000000,8.000000,29.480000
1770139428.190518,0,42.840000,0.000000,0.000000,-0.250000,77.730000,0.000000,0.000000,0.000000,8.000000,29.500000
1770139428.221870,0,27.850000,0.000000,0.000000,-0.150000,77.860000,0.000000,0.050000,0.000000,8.000000,29.520000
1770139428.221870,0,19.970000,0.000000,0.000000,-0.100000,78.190000,0.000000,0.050000,0.000000,8.000000,29.540000
1770139428.253476,0,20.090000,0.000000,0.000000,-0.100000,78.180000,0.000000,0.100000,0.000000,8.000000,29.540000
1770139428.253476,0,39.590000,0.000000,0.000000,-0.180000,77.810000,0.000000,0.100000,0.000000,8.000000,29.560000
1770139428.269125,0,46.790000,0.000000,0.000000,-0.230000,77.380000,0.000000,0.150000,0.000000,8.000000,29.570000
1770139428.285082,0,5.550000,0.000000,0.000000,-0.090000,77.120000,0.000000,0.100000,0.000000,8.000000,29.590000
1770139428.300778,0,-13.890000,0.000000,0.000000,0.000000,76.650000,0.000000,0.000000,0.000000,8.000000,29.610000
1770139428.316468,0,30.150000,0.000000,0.000000,-0.070000,76.160000,0.000000,0.000000,0.000000,8.000000,29.620000
1770139428.332328,0,27.790000,0.000000,0.000000,-0.090000,75.940000,0.000000,0.000000,0.000000,8.000000,29.630000
1770139428.363669,0,20.510000,0.000000,0.000000,-0.100000,75.510000,0.000000,0.000000,0.000000,8.000000,29.640000
1770139428.363669,0,-23.630000,0.000000,0.000000,-0.030000,75.160000,0.000000,0.000000,0.000000,8.000000,29.670000
1770139428.379757,0,-10.180000,0.000000,0.000000,0.000000,74.980000,0.000000,0.000000,0.000000,8.000000,29.680000
1770139428.395737,0,-78.510000,0.000000,0.000000,0.270000,75.290000,0.000000,0.000000,0.000000,8.000000,29.700000
1770139428.395737,0,50.000000,0.000000,0.000000,-0.070000,75.250000,0.000000,0.000000,0.000000,8.000000,29.700000
1770139428.427466,0,25.220000,0.000000,0.000000,-0.170000,74.980000,0.000000,0.000000,0.000000,8.000000,29.720000
1770139428.427466,0,69.660000,0.000000,0.000000,-0.230000,74.410000,0.000000,0.000000,0.000000,8.000000,29.750000
1770139428.443148,0,50.840000,0.000000,0.000000,-0.210000,73.720000,0.000000,0.000000,0.000000,8.000000,29.760000
1770139428.458898,0,54.250000,0.000000,0.000000,-0.200000,73.120000,0.000000,0.000000,0.000000,8.000000,29.780000
1770139428.474528,0,42.680000,0.000000,0.000000,-0.180000,72.120000,0.000000,0.000000,0.000000,8.000000,29.790000
1770139428.490278,0,13.090000,0.000000,0.000000,-0.120000,72.250000,0.000000,0.000000,0.000000,8.000000,29.800000
1770139428.506329,0,31.610000,0.000000,0.000000,-0.070000,71.720000,0.000000,0.000000,0.000000,8.000000,29.810000
1770139428.521982,0,14.670000,0.000000,0.000000,-0.050000,71.010000,0.000000,0.010000,0.000000,8.000000,29.840000
1770139428.537708,0,21.250000,0.000000,0.000000,-0.100000,70.550000,0.000000,0.020000,0.000000,8.000000,29.850000
1770139428.553345,0,60.680000,0.000000,0.000000,-0.180000,69.560000,0.000000,0.010000,0.000000,8.000000,29.870000
1770139428.569034,0,13.890000,0.000000,0.000000,-0.120000,68.680000,0.000000,0.010000,0.000000,8.000000,29.870000
1770139428.569034,0,46.840000,0.000000,0.000000,-0.170000,67.830000,0.000000,0.000000,0.330000,8.000000,29.890000
1770139428.584673,0,41.830000,0.000000,0.000000,-0.180000,66.830000,0.000000,0.000000,0.660000,8.000000,29.900000
