epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1773867603.657026,0,0.000000,0.000000,0.000000,0.020000,30.000000,0.000000,0.000000,0.000000,8.000000,83.050000
1773867603.721211,0,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,1.000000,1.000000,8.000000,83.120000
1773867603.743551,0,0.000000,0.000000,0.000000,0.010000,10.000000,0.000000,1.000000,0.020000,8.000000,83.150000
1773867603.744558,0,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.990000,0.010000,8.000000,83.160000
1773867603.767151,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,1.000000,0.000000,8.000000,83.180000
1773867603.789559,0,0.000000,0.000000,0.000000,0.010000,30.000000,0.000000,1.000000,0.000000,8.000000,83.190000
1773867603.812276,0,0.000000,0.000000,0.000000,0.010000,30.000000,0.000000,1.000000,0.000000,8.000000,83.200000
1773867603.813084,0,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,1.000000,0.000000,8.000000,83.230000
1773867603.833995,0,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.990000,0.000000,8.000000,83.230000
1773867603.855291,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,1.000000,0.000000,8.000000,83.260000
1773867603.868506,0,0.000000,0.000000,0.000000,0.050000,10.000000,0.000000,0.990000,0.000000,8.000000,83.260000
1773867603.884770,0,0.000000,0.000000,0.000000,0.020000,10.000000,0.000000,0.950000,0.000000,8.000000,83.290000
1773867603.899772,0,0.000000,0.000000,0.000000,0.020000,10.000000,0.000000,0.860000,0.000000,8.000000,83.300000
1773867603.914780,0,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.670000,0.000000,8.000000,83.310000
1773867603.929793,0,0.000000,0.000000,0.000000,0.030000,30.000000,0.000000,0.370000,0.000000,8.000000,83.330000
1773867603.954151,0,0.000000,0.000000,0.000000,-0.100000,30.000000,0.000000,0.010000,0.000000,8.000000,83.340000
1773867603.954967,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,8.000000,83.370000
1773867603.980594,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,8.000000,83.370000
1773867603.982868,0,0.000000,0.000000,0.000000,-0.020000,30.000000,0.000000,0.000000,0.000000,8.000000,83.400000
1773867604.008290,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,8.000000,83.410000
1773867604.023581,0,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,8.000000,83.430000
1773867604.040064,0,0.000000,0.000000,0.000000,-0.030000,10.000000,0.000000,0.000000,0.000000,8.000000,83.440000
1773867604.066354,0,0.000000,0.000000,0.000000,-0.010000,30.000000,0.000000,0.000000,0.000000,8.000000,83.450000
1773867604.067353,0,0.000000,0.000000,0.000000,-0.030000,10.000000,0.000000,0.000000,0.000000,8.000000,83.470000
1773867604.093522,0,0.000000,0.000000,0.000000,-0.090000,10.000000,0.000000,0.000000,0.030000,8.000000,83.480000
1773867604.109467,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.090000,8.000000,83.500000
1773867604.125355,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.140000,8.000000,83.510000
1773867604.142633,0,0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.180000,8.000000,83.520000
1773867604.158445,0,0.000000,0.000000,0.000000,0.050000,10.000000,0.000000,0.000000,0.250000,8.000000,83.550000
