epoch,mark,PWM Signal,Ankle Angle,Desired Torque (R),Measured Torque (R),Ankle Angle,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1770142851.968639,0,0.000000,0.000000,0.000000,0.000000,39.060000,0.000000,0.000000,0.000000,8.000000,24.780000
1770142852.000016,0,0.000000,0.000000,0.000000,0.000000,39.360000,0.000000,0.000000,1.000000,8.000000,24.790000
1770142852.000016,0,0.000000,0.000000,0.000000,0.990000,40.130000,0.000000,0.890000,0.000000,8.000000,24.810000
1770142852.031509,0,0.000000,0.000000,0.000000,0.920000,40.450000,0.000000,0.940000,0.000000,8.000000,24.820000
1770142852.047235,0,0.000000,0.000000,0.000000,0.700000,40.790000,0.000000,-0.090000,0.000000,8.000000,24.850000
1770142852.047235,0,0.000000,0.000000,0.000000,0.340000,41.090000,0.000000,0.230000,1.000000,8.000000,24.860000
1770142852.063131,0,0.000000,0.000000,0.000000,0.170000,41.090000,0.000000,0.380000,0.000000,8.000000,24.870000
1770142852.063131,0,0.000000,0.000000,0.000000,-0.010000,40.970000,0.000000,0.000000,1.000000,8.000000,24.880000
1770142852.094741,0,0.000000,0.000000,0.000000,-0.070000,40.900000,0.000000,0.010000,0.000000,8.000000,24.900000
1770142852.110735,0,0.000000,0.000000,0.000000,0.000000,41.000000,0.000000,0.000000,0.000000,8.000000,24.920000
1770142852.126814,0,0.000000,0.000000,0.000000,0.100000,41.040000,0.000000,0.000000,0.000000,8.000000,24.940000
1770142852.126814,0,0.000000,0.000000,0.000000,0.070000,41.090000,0.000000,0.000000,0.000000,8.000000,24.950000
1770142852.142458,0,0.000000,0.000000,0.000000,0.030000,41.060000,0.000000,0.000000,0.330000,8.000000,24.960000
1770142852.158165,0,0.000000,0.000000,0.000000,-0.020000,41.000000,0.000000,0.000000,0.000000,8.000000,24.970000
1770142852.189747,0,0.000000,0.000000,0.000000,-0.360000,41.000000,0.000000,0.000000,0.000000,8.000000,25.000000
1770142852.205386,0,0.000000,0.000000,0.000000,-0.460000,40.810000,0.000000,0.000000,0.000000,8.000000,25.010000
1770142852.221053,0,0.000000,0.000000,0.000000,-0.660000,40.590000,0.000000,0.000000,0.000000,8.000000,25.030000
1770142852.236842,0,0.000000,0.000000,0.000000,-0.860000,40.500000,0.000000,0.000000,0.330000,8.000000,25.040000
1770142852.236842,0,0.000000,0.000000,0.000000,-1.030000,40.270000,0.000000,0.000000,0.000000,8.000000,25.050000
1770142852.268550,0,0.000000,0.000000,0.000000,-1.210000,39.990000,0.000000,0.000000,0.000000,8.000000,25.060000
1770142852.268550,0,0.000000,0.000000,0.000000,-1.250000,39.770000,0.000000,0.070000,0.000000,8.000000,25.090000
1770142852.284255,0,0.000000,0.000000,0.000000,-1.370000,39.490000,0.000000,0.120000,0.000000,8.000000,25.100000
1770142852.299916,0,0.000000,0.000000,0.000000,-1.460000,39.250000,0.000000,0.150000,1.000000,8.000000,25.120000
1770142852.315992,0,0.000000,0.000000,0.000000,-1.580000,38.900000,0.000000,0.170000,0.000000,8.000000,25.120000
1770142852.347443,0,0.000000,0.000000,0.000000,-1.670000,38.450000,0.000000,0.200000,0.000000,8.000000,25.140000
1770142852.363100,0,0.000000,0.000000,0.000000,-1.740000,38.020000,0.000000,0.070000,0.000000,8.000000,25.150000
1770142852.363100,0,0.000000,0.000000,0.000000,-1.760000,37.580000,0.000000,0.100000,0.660000,8.000000,25.180000
1770142852.379060,0,0.000000,0.000000,0.000000,-1.730000,36.930000,0.000000,0.140000,0.000000,8.000000,25.190000
1770142852.379060,0,0.000000,0.000000,0.000000,-1.750000,36.340000,0.000000,0.090000,0.000000,8.000000,25.200000
1770142852.412949,0,0.000000,0.000000,0.000000,-1.710000,35.750000,0.000000,0.070000,0.000000,8.000000,25.210000
1770142852.426219,0,0.000000,0.000000,0.000000,-1.600000,35.000000,0.000000,0.050000,0.330000,8.000000,25.230000
1770142852.441865,0,0.000000,0.000000,0.000000,-1.550000,34.310000,0.000000,0.050000,0.000000,8.000000,25.250000
1770142852.457705,0,0.000000,0.000000,0.000000,-1.450000,33.500000,0.000000,0.000000,0.000000,8.000000,25.270000
1770142852.457705,0,0.000000,0.000000,0.000000,-1.270000,32.630000,0.000000,0.000000,0.000000,8.000000,25.280000
1770142852.473364,0,0.000000,0.000000,0.000000,-1.050000,31.900000,0.000000,0.000000,0.000000,8.000000,25.290000
1770142852.504741,0,0.000000,0.000000,0.000000,-0.860000,31.150000,0.000000,0.000000,0.000000,8.000000,25.300000
1770142852.520391,0,0.000000,0.000000,0.000000,-0.660000,30.450000,0.000000,0.000000,0.000000,8.000000,25.320000
1770142852.536456,0,0.000000,0.000000,0.000000,-0.470000,29.700000,0.000000,0.000000,0.000000,8.000000,25.340000
1770142852.536456,0,0.000000,0.000000,0.000000,-0.340000,29.220000,0.000000,0.000000,0.000000,8.000000,25.350000
1770142852.567961,0,0.000000,0.000000,0.000000,-0.110000,28.680000,0.000000,0.000000,0.000000,8.000000,25.370000
1770142852.583645,0,0.000000,0.000000,0.000000,0.000000,28.290000,0.000000,0.000000,0.000000,8.000000,25.380000
1770142852.599303,0,0.000000,0.000000,0.000000,0.150000,28.100000,0.000000,0.000000,0.000000,8.000000,25.390000
1770142852.599303,0,0.000000,0.000000,0.000000,0.410000,28.230000,0.000000,0.000000,0.000000,8.000000,25.420000
1770142852.614953,0,0.000000,0.000000,0.000000,0.860000,28.310000,0.000000,0.000000,0.000000,8.000000,25.430000
1770142852.630634,0,0.000000,0.000000,0.000000,0.980000,28.350000,0.000000,0.000000,0.000000,8.000000,25.450000
1770142852.646637,0,0.000000,0.000000,0.000000,1.070000,28.290000,0.000000,0.000000,0.000000,8.000000,25.450000
1770142852.662313,0,0.000000,0.000000,0.000000,1.260000,28.400000,0.000000,0.000000,0.000000,8.000000,25.470000
1770142852.678247,0,0.000000,0.000000,0.000000,1.370000,28.560000,0.000000,0.000000,0.000000,8.000000,25.480000
1770142852.678247,0,0.000000,0.000000,0.000000,1.620000,28.850000,0.000000,0.000000,0.000000,8.000000,25.510000
1770142852.709852,0,0.000000,0.000000,0.000000,1.640000,29.120000,0.000000,0.000000,0.000000,8.000000,25.520000
1770142852.725794,0,0.000000,0.000000,0.000000,1.790000,29.450000,0.000000,0.010000,0.000000,8.000000,25.540000
1770142852.741467,0,0.000000,0.000000,0.000000,1.980000,29.860000,0.000000,0.010000,0.000000,8.000000,25.540000
1770142852.741467,0,0.000000,0.000000,0.000000,2.070000,30.200000,0.000000,0.000000,0.000000,8.000000,25.550000
1770142852.773373,0,0.000000,0.000000,0.000000,2.140000,30.800000,0.000000,0.000000,0.000000,8.000000,25.570000
1770142852.789025,0,0.000000,0.000000,0.000000,2.110000,31.420000,0.000000,0.000000,0.000000,8.000000,25.590000
1770142852.804673,0,0.000000,0.000000,0.000000,2.190000,32.020000,0.000000,0.000000,0.000000,8.000000,25.610000
