epoch,mark,Desired Torque (L),Measured Torque (L),Desired Torque (R),Measured Torque (R),Toe FSR (L),Stance Phase (L),Toe FSR (R),Stance Phase (R),Channel 8,Exoskeleton time (seconds)
1789079514.563741,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.590000
1789079514.609059,0,0.000000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,33.610000
1789079514.609881,0,0.000000,0.000000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,33.610000
1789079514.610340,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.630000
1789079514.610963,0,0.000000,0.000000,0.000000,-0.270000,0.000000,0.000000,0.000000,0.000000,8.000000,33.630000
1789079514.650625,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.650000
1789079514.651076,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.650000
1789079514.651436,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.660000
1789079514.677337,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.680000
1789079514.677841,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.680000
1789079514.700573,0,0.000000,0.000000,0.000000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,33.700000
1789079514.701005,0,0.000000,0.000000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,33.700000
1789079514.725538,0,0.000000,0.000000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,33.720000
1789079514.725962,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.720000
1789079514.752639,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.740000
1789079514.753057,0,0.000000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,33.750000
1789079514.755027,0,0.000000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,33.750000
1789079514.781969,0,0.000000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,33.770000
1789079514.782391,0,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,33.790000
1789079514.813274,0,0.000000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,33.790000
1789079514.813727,0,0.000000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,33.810000
1789079514.814089,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.810000
1789079514.836653,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.830000
1789079514.837094,0,0.000000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,33.840000
1789079514.837444,0,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,33.840000
1789079514.860452,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.860000
1789079514.860894,0,0.000000,0.000000,0.000000,-0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,33.860000
1789079514.861290,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.880000
1789079514.886182,0,0.000000,0.000000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,33.880000
1789079514.886695,0,0.000000,0.000000,0.000000,-0.210000,0.000000,0.000000,0.000000,0.000000,8.000000,33.900000
1789079514.911604,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,33.900000
1789079514.912038,0,0.000000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,33.910000
1789079514.912382,0,0.000000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,33.930000
1789079514.937991,0,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,33.930000
1789079514.963727,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.950000
1789079514.964172,0,0.000000,0.000000,0.000000,-0.770000,0.000000,0.000000,0.000000,0.000000,8.000000,33.950000
1789079514.964530,0,0.000000,0.000000,0.000000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,33.970000
1789079514.964871,0,0.000000,0.000000,0.000000,-0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,33.970000
1789079514.993963,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,33.990000
1789079514.994429,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,34.000000
1789079515.022401,0,0.000000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,34.000000
1789079515.022858,0,0.000000,0.000000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,34.020000
1789079515.023230,0,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,34.020000
1789079515.048237,0,0.000000,0.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,34.040000
1789079515.048694,0,0.000000,0.000000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,34.040000
1789079515.049044,0,0.000000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,34.060000
1789079515.073812,0,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,34.060000
1789079515.074305,0,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,34.080000
