epoch,mark,Clutch Command,Ankle Angle,Desired Torque (R),Measured Torque (R),Unused,Stance Phase (R),Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1769467554.436249,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,24.310000
1769467554.468081,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,24.350000
1769467554.483733,0,0.000000,0.000000,4.710000,-0.090000,0.000000,0.000000,1.000000,0.000000,8.000000,24.370000
1769467554.515525,0,0.000000,0.000000,7.710000,-0.110000,0.000000,0.000000,1.000000,0.000000,8.000000,24.370000
1769467554.531342,0,0.000000,0.000000,-19.620000,-0.090000,0.000000,0.000000,1.000000,0.000000,8.000000,24.390000
1769467554.531342,0,0.000000,0.000000,7.010000,-0.120000,0.000000,0.000000,1.000000,0.000000,8.000000,24.420000
1769467554.531342,0,0.000000,0.000000,19.510000,-0.140000,0.000000,0.000000,1.000000,0.000000,8.000000,24.430000
1769467554.562807,0,0.000000,0.000000,14.310000,-0.150000,0.000000,0.000000,1.000000,0.000000,8.000000,24.440000
1769467554.577769,0,0.000000,0.000000,30.760000,-0.110000,0.000000,0.000000,1.000000,1.000000,8.000000,24.450000
1769467554.594449,0,0.000000,0.000000,3.930000,-0.120000,0.000000,0.000000,1.000000,0.000000,8.000000,24.460000
1769467554.594449,0,0.000000,0.000000,-1.070000,-0.140000,0.000000,0.000000,1.000000,0.000000,8.000000,24.480000
1769467554.610420,0,0.000000,0.000000,4.010000,-0.120000,0.000000,0.000000,1.000000,0.000000,8.000000,24.500000
1769467554.626056,0,0.000000,0.000000,-5.110000,-0.150000,0.000000,0.000000,1.000000,0.000000,8.000000,24.520000
1769467554.642023,0,0.000000,0.000000,-11.000000,-0.110000,0.000000,0.000000,1.000000,0.000000,8.000000,24.530000
1769467554.657822,0,0.000000,0.000000,-13.920000,-0.070000,0.000000,0.000000,0.990000,0.660000,8.000000,24.540000
1769467554.657822,0,0.000000,0.000000,-3.450000,-0.100000,0.000000,0.000000,1.000000,0.000000,8.000000,24.550000
1769467554.677633,0,0.000000,0.000000,-9.180000,-0.110000,0.000000,0.000000,1.000000,0.000000,8.000000,24.570000
1769467554.705172,0,0.000000,0.000000,9.640000,-0.110000,0.000000,0.000000,1.000000,0.000000,8.000000,24.590000
1769467554.720847,0,0.000000,0.000000,-10.310000,-0.150000,0.000000,0.000000,0.990000,0.000000,8.000000,24.610000
1769467554.736611,0,0.000000,0.000000,1.600000,-0.140000,0.000000,0.000000,0.990000,0.000000,8.000000,24.620000
1769467554.752263,0,0.000000,0.000000,0.200000,-0.140000,0.000000,0.000000,0.980000,0.000000,8.000000,24.630000
1769467554.768078,0,0.000000,0.000000,-5.210000,-0.150000,0.000000,0.000000,0.970000,0.000000,8.000000,24.640000
1769467554.783708,0,0.000000,0.000000,12.310000,-0.150000,0.000000,0.000000,0.950000,0.660000,8.000000,24.670000
1769467554.783708,0,0.000000,0.000000,6.320000,-0.120000,0.000000,0.000000,0.940000,0.000000,8.000000,24.680000
1769467554.801601,0,0.000000,0.000000,-1.740000,-0.140000,0.000000,0.000000,0.920000,0.000000,8.000000,24.700000
1769467554.830719,0,0.000000,0.000000,-3.980000,-0.150000,0.000000,0.000000,0.880000,0.000000,8.000000,24.700000
1769467554.846364,0,0.000000,0.000000,5.880000,-0.120000,0.000000,0.000000,0.820000,0.000000,8.000000,24.720000
1769467554.862035,0,0.000000,0.000000,-2.380000,-0.100000,0.000000,0.000000,0.750000,0.000000,8.000000,24.730000
1769467554.862035,0,0.000000,0.000000,-2.680000,-0.050000,0.000000,0.000000,0.680000,0.000000,8.000000,24.760000
1769467554.877839,0,0.000000,0.000000,8.420000,-0.110000,0.000000,0.000000,0.560000,0.000000,8.000000,24.770000
1769467554.893517,0,0.000000,0.000000,3.340000,-0.090000,0.000000,0.000000,0.360000,0.000000,8.000000,24.790000
1769467554.909574,0,0.000000,0.000000,1.830000,-0.050000,0.000000,0.000000,0.120000,0.000000,8.000000,24.790000
1769467554.941240,0,0.000000,0.000000,-11.350000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.810000
1769467554.941240,0,0.000000,0.000000,10.630000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.820000
1769467554.972605,0,0.000000,0.000000,3.110000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,24.850000
1769467554.978022,0,0.000000,0.000000,8.600000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,24.860000
1769467555.004083,0,0.000000,0.000000,10.010000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.870000
1769467555.004083,0,0.000000,0.000000,21.040000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,24.880000
1769467555.019883,0,0.000000,0.000000,7.840000,-0.030000,0.000000,0.000000,0.000000,1.000000,8.000000,24.900000
1769467555.035810,0,0.000000,0.000000,40.810000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.920000
1769467555.051508,0,0.000000,0.000000,-18.040000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,24.940000
1769467555.083075,0,0.000000,0.000000,10.320000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,24.950000
1769467555.083075,0,0.000000,0.000000,-4.690000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,24.960000
1769467555.098830,0,0.000000,0.000000,1.030000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,24.970000
1769467555.098830,0,0.000000,0.000000,2.850000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,25.000000
1769467555.114704,0,0.000000,0.000000,14.640000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,25.010000
1769467555.130343,0,0.000000,0.000000,1.000000,-0.050000,0.000000,0.000000,0.000000,0.660000,8.000000,25.030000
1769467555.161807,0,0.000000,0.000000,16.040000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,25.040000
1769467555.178334,0,0.000000,0.000000,1.670000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,25.050000
1769467555.193831,0,0.000000,0.000000,-13.710000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,25.060000
1769467555.209493,0,0.000000,0.000000,-10.930000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,25.090000
1769467555.209493,0,0.000000,0.000000,6.820000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,25.100000
1769467555.225511,0,0.000000,0.000000,-14.670000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,25.120000
1769467555.241319,0,0.000000,0.000000,-42.790000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,25.120000
1769467555.272601,0,0.000000,0.000000,-2.460000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,25.140000
1769467555.288511,0,0.000000,0.000000,32.580000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,25.150000
1769467555.288511,0,0.000000,0.000000,-4.650000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,25.180000
1769467555.304525,0,0.000000,0.000000,-56.680000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,25.190000
1769467555.335870,0,0.000000,0.000000,-18.690000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,25.200000
1769467555.335870,0,0.000000,0.000000,3.350000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.210000
1769467555.351513,0,0.000000,0.000000,3.500000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,25.230000
1769467555.351513,0,0.000000,0.000000,-11.890000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.250000
1769467555.383233,0,0.000000,0.000000,-1.020000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.270000
1769467555.398907,0,0.000000,0.000000,-0.620000,0.000000,0.000000,0.000000,0.000000,0.330000,8.000000,25.280000
1769467555.414551,0,0.000000,0.000000,-1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,25.290000
1769467555.414551,0,0.000000,0.000000,-5.690000,-0.010000,0.000000,0.000000,0.010000,0.000000,8.000000,25.300000
1769467555.445898,0,0.000000,0.000000,9.480000,0.000000,0.000000,0.000000,0.070000,0.000000,8.000000,25.320000
1769467555.468356,0,0.000000,0.000000,-11.920000,-0.020000,0.000000,0.000000,0.120000,0.000000,8.000000,25.340000
1769467555.468356,0,0.000000,0.000000,-20.950000,0.000000,0.000000,0.000000,0.200000,0.000000,8.000000,25.360000
1769467555.478331,0,0.000000,0.000000,-7.000000,-0.010000,0.000000,0.000000,0.250000,0.000000,8.000000,25.370000
1769467555.493275,0,0.000000,0.000000,7.250000,-0.030000,0.000000,0.000000,0.330000,0.000000,8.000000,25.380000
1769467555.524556,0,0.000000,0.000000,4.940000,-0.030000,0.000000,0.000000,0.380000,0.000000,8.000000,25.390000
1769467555.540198,0,0.000000,0.000000,34.910000,-0.100000,0.000000,0.000000,0.430000,0.000000,8.000000,25.420000
1769467555.540198,0,0.000000,0.000000,-8.480000,-0.020000,0.000000,0.000000,0.460000,0.000000,8.000000,25.430000
1769467555.555835,0,0.000000,0.000000,-32.290000,-0.020000,0.000000,0.000000,0.510000,0.000000,8.000000,25.450000
1769467555.587315,0,0.000000,0.000000,3.740000,-0.050000,0.000000,0.000000,0.570000,0.000000,8.000000,25.460000
1769467555.602946,0,0.000000,0.000000,-2.220000,0.000000,0.000000,0.000000,0.620000,0.000000,8.000000,25.470000
1769467555.602946,0,0.000000,0.000000,2.630000,0.000000,0.000000,0.000000,0.680000,0.000000,8.000000,25.500000
1769467555.618978,0,0.000000,0.000000,-15.140000,0.030000,0.000000,0.000000,0.700000,0.000000,8.000000,25.510000
1769467555.634672,0,0.000000,0.000000,4.550000,0.000000,0.000000,0.000000,0.740000,0.000000,8.000000,25.530000
1769467555.634672,0,0.000000,0.000000,9.840000,-0.020000,0.000000,0.000000,0.750000,0.000000,8.000000,25.540000
1769467555.666432,0,0.000000,0.000000,2.570000,0.000000,0.000000,0.000000,0.750000,0.000000,8.000000,25.550000
1769467555.682064,0,0.000000,0.000000,4.130000,0.000000,0.000000,0.000000,0.760000,0.000000,8.000000,25.560000
1769467555.697702,0,0.000000,0.000000,1.540000,0.000000,0.000000,0.000000,0.760000,0.000000,8.000000,25.590000
1769467555.728999,0,0.000000,0.000000,-16.010000,0.020000,0.000000,0.000000,0.760000,0.000000,8.000000,25.600000
1769467555.728999,0,0.000000,0.000000,1.590000,0.000000,0.000000,0.000000,0.760000,0.000000,8.000000,25.620000
1769467555.744745,0,0.000000,0.000000,-13.090000,0.000000,0.000000,0.000000,0.750000,0.000000,8.000000,25.620000
1769467555.744745,0,0.000000,0.000000,-0.740000,0.000000,0.000000,0.000000,0.730000,0.500000,8.000000,25.640000
1769467555.776118,0,0.000000,0.000000,-7.340000,-0.010000,0.000000,0.000000,0.700000,0.000000,8.000000,25.650000
1769467555.791772,0,0.000000,0.000000,15.840000,-0.010000,0.000000,0.000000,0.680000,0.000000,8.000000,25.680000
1769467555.791772,0,0.000000,0.000000,-20.370000,0.070000,0.000000,0.000000,0.620000,0.000000,8.000000,25.690000
1769467555.807620,0,0.000000,0.000000,-3.750000,0.100000,0.000000,0.000000,0.540000,0.000000,8.000000,25.700000
1769467555.842296,0,0.000000,0.000000,-28.620000,0.180000,0.000000,0.000000,0.440000,0.000000,8.000000,25.710000
1769467555.854822,0,0.000000,0.000000,-36.290000,0.110000,0.000000,0.000000,0.360000,0.000000,8.000000,25.730000
1769467555.854822,0,0.000000,0.000000,-8.220000,0.050000,0.000000,0.000000,0.300000,0.000000,8.000000,25.750000
1769467555.878683,0,0.000000,0.000000,-2.180000,0.000000,0.000000,0.000000,0.250000,0.000000,8.000000,25.770000
1769467555.886457,0,0.000000,0.000000,0.750000,-0.100000,0.000000,0.000000,0.210000,0.000000,8.000000,25.780000
1769467555.917776,0,0.000000,0.000000,6.230000,-0.070000,0.000000,0.000000,0.180000,0.000000,8.000000,25.790000
1769467555.933595,0,0.000000,0.000000,36.950000,-0.200000,0.000000,0.000000,0.140000,0.000000,8.000000,25.800000
1769467555.949562,0,0.000000,0.000000,-5.670000,-0.050000,0.000000,0.000000,0.070000,0.000000,8.000000,25.820000
1769467555.949562,0,0.000000,0.000000,20.340000,-0.100000,0.000000,0.000000,0.010000,0.000000,8.000000,25.840000
1769467555.965628,0,0.000000,0.000000,-20.150000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,25.860000
1769467555.981260,0,0.000000,0.000000,-4.510000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,25.870000
1769467555.997118,0,0.000000,0.000000,-3.450000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,25.880000
1769467556.013231,0,0.000000,0.000000,12.250000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,25.890000
1769467556.029059,0,0.000000,0.000000,4.360000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,25.920000
1769467556.044692,0,0.000000,0.000000,9.730000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,25.930000
1769467556.060532,0,0.000000,0.000000,-11.520000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,25.950000
1769467556.079050,0,0.000000,0.000000,1.400000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,25.950000
1769467556.092568,0,0.000000,0.000000,-35.660000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,25.970000
1769467556.108227,0,0.000000,0.000000,9.180000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,25.980000
1769467556.123887,0,0.000000,0.000000,-4.980000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.010000
1769467556.139688,0,0.000000,0.000000,7.610000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.020000
1769467556.155348,0,0.000000,0.000000,13.890000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.040000
1769467556.155348,0,0.000000,0.000000,10.720000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.040000
1769467556.179074,0,0.000000,0.000000,7.340000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.060000
1769467556.186918,0,0.000000,0.000000,-15.820000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.070000
1769467556.218239,0,0.000000,0.000000,10.030000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.100000
1769467556.233932,0,0.000000,0.000000,-24.960000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,26.110000
1769467556.233932,0,0.000000,0.000000,2.760000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.120000
1769467556.249564,0,0.000000,0.000000,-15.060000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,26.130000
1769467556.265216,0,0.000000,0.000000,3.300000,-0.090000,0.000000,0.000000,0.000000,0.250000,8.000000,26.150000
1769467556.280988,0,0.000000,0.000000,47.770000,-0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,26.170000
1769467556.297061,0,0.000000,0.000000,-4.480000,-0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,26.190000
1769467556.312703,0,0.000000,0.000000,-3.940000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.200000
1769467556.342835,0,0.000000,0.000000,9.890000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.210000
1769467556.342835,0,0.000000,0.000000,-23.010000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,26.220000
1769467556.360231,0,0.000000,0.000000,4.860000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.250000
1769467556.379047,0,0.000000,0.000000,-16.350000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,26.260000
1769467556.391852,0,0.000000,0.000000,19.760000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,26.280000
1769467556.407900,0,0.000000,0.000000,13.640000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,26.290000
1769467556.407900,0,0.000000,0.000000,5.070000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.300000
1769467556.439250,0,0.000000,0.000000,4.300000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.310000
1769467556.455201,0,0.000000,0.000000,-9.520000,-0.110000,0.000000,0.000000,0.000000,0.250000,8.000000,26.340000
1769467556.455201,0,0.000000,0.000000,13.020000,-0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,26.350000
1769467556.479135,0,0.000000,0.000000,-7.730000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.370000
1769467556.487021,0,0.000000,0.000000,-2.730000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,26.380000
1769467556.519081,0,0.000000,0.000000,8.090000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.390000
1769467556.534724,0,0.000000,0.000000,-7.190000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.420000
1769467556.550354,0,0.000000,0.000000,15.140000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.430000
1769467556.550354,0,0.000000,0.000000,-13.380000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.450000
1769467556.579199,0,0.000000,0.000000,2.830000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.450000
1769467556.597407,0,0.000000,0.000000,-3.130000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.470000
1769467556.613141,0,0.000000,0.000000,2.350000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.480000
1769467556.628994,0,0.000000,0.000000,-3.350000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.510000
1769467556.628994,0,0.000000,0.000000,7.840000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.520000
1769467556.644651,0,0.000000,0.000000,-17.130000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.540000
1769467556.676550,0,0.000000,0.000000,-3.750000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.540000
1769467556.676550,0,0.000000,0.000000,1.690000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.560000
1769467556.692271,0,0.000000,0.000000,-5.170000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.570000
1769467556.707913,0,0.000000,0.000000,-5.510000,-0.100000,0.000000,0.000000,0.000000,0.500000,8.000000,26.600000
1769467556.724010,0,0.000000,0.000000,-16.820000,-0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,26.610000
1769467556.739651,0,0.000000,0.000000,4.530000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.620000
1769467556.755291,0,0.000000,0.000000,-4.480000,-0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,26.630000
1769467556.770946,0,0.000000,0.000000,5.300000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.650000
1769467556.786584,0,0.000000,0.000000,-9.350000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,26.670000
1769467556.818247,0,0.000000,0.000000,7.210000,-0.070000,0.000000,0.000000,0.000000,0.250000,8.000000,26.690000
1769467556.818247,0,0.000000,0.000000,19.570000,-0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,26.700000
1769467556.838975,0,0.000000,0.000000,11.640000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.710000
1769467556.839996,0,0.000000,0.000000,50.700000,-0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,26.720000
1769467556.850242,0,0.000000,0.000000,6.550000,-0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,26.750000
1769467556.879437,0,0.000000,0.000000,3.800000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.760000
1769467556.881963,0,0.000000,0.000000,-8.470000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.770000
1769467556.913416,0,0.000000,0.000000,2.330000,-0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,26.790000
1769467556.929240,0,0.000000,0.000000,7.320000,-0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,26.800000
1769467556.929240,0,0.000000,0.000000,10.140000,-0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,26.810000
1769467556.945327,0,0.000000,0.000000,-38.860000,-0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,26.840000
1769467556.976785,0,0.000000,0.000000,14.850000,-0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,26.850000
1769467556.976785,0,0.000000,0.000000,6.570000,-0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,26.870000
1769467556.992545,0,0.000000,0.000000,11.880000,-0.150000,0.000000,0.000000,0.000000,0.500000,8.000000,26.870000
1769467557.008175,0,0.000000,0.000000,-3.000000,-0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,26.890000
1769467557.023816,0,0.000000,0.000000,-4.630000,-0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,26.900000
1769467557.039461,0,0.000000,0.000000,11.670000,-0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,26.930000
1769467557.039461,0,0.000000,0.000000,-4.280000,-0.280000,0.000000,0.000000,0.000000,0.000000,8.000000,26.940000
1769467557.070903,0,0.000000,0.000000,15.600000,-0.330000,0.000000,0.000000,0.000000,0.000000,8.000000,26.950000
1769467557.086939,0,0.000000,0.000000,12.230000,-0.330000,0.000000,0.000000,0.000000,0.500000,8.000000,26.960000
1769467557.102730,0,0.000000,0.000000,12.880000,-0.370000,0.000000,0.000000,0.000000,0.500000,8.000000,26.970000
1769467557.118732,0,0.000000,0.000000,-27.070000,-0.280000,0.000000,0.000000,0.000000,0.000000,8.000000,27.000000
1769467557.118732,0,0.000000,0.000000,21.500000,-0.430000,0.000000,0.000000,0.000000,0.000000,8.000000,27.010000
1769467557.150125,0,0.000000,0.000000,-0.750000,-0.440000,0.000000,0.000000,0.000000,0.000000,8.000000,27.030000
1769467557.150125,0,0.000000,0.000000,0.560000,-0.490000,0.000000,0.000000,0.000000,0.250000,8.000000,27.040000
1769467557.165809,0,0.000000,0.000000,2.680000,-0.470000,0.000000,0.000000,0.000000,0.000000,8.000000,27.050000
1769467557.181479,0,0.000000,0.000000,-2.470000,-0.540000,0.000000,0.000000,0.000000,0.000000,8.000000,27.060000
1769467557.197543,0,0.000000,0.000000,5.380000,-0.560000,0.000000,0.000000,0.000000,0.000000,8.000000,27.090000
1769467557.213209,0,0.000000,0.000000,-1.040000,-0.570000,0.000000,0.000000,0.000000,0.000000,8.000000,27.110000
1769467557.213209,0,0.000000,0.000000,0.110000,-0.660000,0.000000,0.000000,0.000000,0.500000,8.000000,27.120000
1769467557.244962,0,0.000000,0.000000,9.000000,-0.680000,0.000000,0.000000,0.010000,0.000000,8.000000,27.130000
1769467557.260780,0,0.000000,0.000000,0.140000,-0.690000,0.000000,0.000000,0.020000,0.000000,8.000000,27.140000
1769467557.279829,0,0.000000,0.000000,7.670000,-0.730000,0.000000,0.000000,0.030000,0.000000,8.000000,27.170000
1769467557.307733,0,0.000000,0.000000,11.250000,-0.760000,0.000000,0.000000,0.050000,0.000000,8.000000,27.180000
1769467557.307733,0,0.000000,0.000000,-6.260000,-0.750000,0.000000,0.000000,0.070000,0.000000,8.000000,27.200000
1769467557.323416,0,0.000000,0.000000,-1.870000,-0.830000,0.000000,0.000000,0.100000,0.000000,8.000000,27.200000
1769467557.343566,0,0.000000,0.000000,19.690000,-0.870000,0.000000,0.000000,0.140000,0.000000,8.000000,27.220000
1769467557.343566,0,0.000000,0.000000,6.210000,-0.910000,0.000000,0.000000,0.150000,0.000000,8.000000,27.230000
1769467557.370339,0,0.000000,0.000000,-2.930000,-0.970000,0.000000,0.000000,0.180000,0.000000,8.000000,27.260000
