epoch,mark,Unused,Ankle Angle,Unused,Measured Torque (R),Unused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeletottery Level (Volts)
1772555113.697721,0,0.000000,32.250000,0.000000,0.010000,0.000000,0.000000,0.000000,0.370000,8.000000,38.090000
1772555113.713460,0,0.000000,32.360000,0.000000,0.050000,0.000000,0.000000,0.000000,0.250000,8.000000,38.110000
1772555113.713460,0,0.000000,32.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.370000,8.000000,38.130000
1772555113.745115,0,0.000000,32.410000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.000000,38.130000
1772555113.761059,0,0.000000,32.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.000000,38.150000
1772555113.776974,0,0.000000,32.290000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.370000,8.000000,38.160000
1772555113.792952,0,0.000000,32.380000,0.000000,-0.010000,0.000000,0.000000,0.000000,0.620000,8.000000,38.180000
1772555113.824593,0,0.000000,32.310000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.370000,8.000000,38.200000
1772555113.856007,0,0.000000,32.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110000,8.000000,38.220000
1772555113.871743,0,0.000000,32.360000,0.000000,0.020000,0.000000,0.000000,0.000000,0.110000,8.000000,38.240000
