epoch,mark,Unused,Ankused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds),Battery Level (Volts),???
1770067867.336467,0,0.000000,53.520000,0.000000,0.200000,0.000000,0.000000,0.230000,0.000000,8.000000,102.700000
1770067867.384181,0,0.000000,53.520000,0.000000,0.140000,0.000000,0.000000,0.110000,0.000000,8.000000,102.730000
1770067867.384181,0,0.000000,53.400000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,102.730000
1770067867.384181,0,0.000000,53.180000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,102.760000
1770067867.431557,0,0.000000,52.970000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,102.760000
1770067867.431557,0,0.000000,52.970000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,102.790000
1770067867.431557,0,0.000000,52.910000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,102.800000
1770067867.479042,0,0.000000,53.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,102.810000
1770067867.479042,0,0.000000,53.060000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,102.830000
1770067867.479042,0,0.000000,53.150000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,102.840000
1770067867.511294,0,0.000000,53.020000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,102.860000
1770067867.543342,0,0.000000,53.130000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,102.870000
1770067867.559234,0,0.000000,53.150000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,102.880000
1770067867.559234,0,0.000000,53.090000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,102.910000
1770067867.591052,0,0.000000,53.150000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,102.930000
1770067867.606738,0,0.000000,53.330000,0.000000,0.210000,0.000000,0.000000,0.000000,0.000000,8.000000,102.940000
1770067867.606738,0,0.000000,53.220000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,102.950000
1770067867.638752,0,0.000000,53.270000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,102.970000
1770067867.638752,0,0.000000,53.250000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,102.980000
1770067867.670612,0,0.000000,53.220000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,103.000000
1770067867.686459,0,0.000000,53.220000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,103.010000
1770067867.686459,0,0.000000,53.310000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.020000
1770067867.686459,0,0.000000,53.400000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.050000
1770067867.718032,0,0.000000,53.450000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,103.050000
1770067867.734135,0,0.000000,53.400000,0.000000,0.210000,0.000000,0.000000,0.000000,0.000000,8.000000,103.080000
1770067867.734135,0,0.000000,53.410000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,103.080000
1770067867.765592,0,0.000000,53.430000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,103.110000
1770067867.796972,0,0.000000,53.400000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,103.120000
1770067867.812671,0,0.000000,53.470000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,103.130000
1770067867.812671,0,0.000000,53.500000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,103.150000
1770067867.844491,0,0.000000,53.540000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,103.160000
1770067867.844491,0,0.000000,53.540000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,103.180000
1770067867.860629,0,0.000000,53.590000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,103.190000
1770067867.860629,0,0.000000,53.650000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,103.220000
1770067867.894941,0,0.000000,53.700000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,103.230000
1770067867.924036,0,0.000000,53.700000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.250000
1770067867.924036,0,0.000000,53.770000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,103.260000
1770067867.924036,0,0.000000,53.810000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,103.270000
1770067867.955806,0,0.000000,53.750000,0.000000,0.210000,0.000000,0.000000,0.000000,0.000000,8.000000,103.290000
1770067867.955806,0,0.000000,53.840000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,103.300000
1770067867.987548,0,0.000000,53.950000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,103.310000
1770067867.987548,0,0.000000,53.970000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,103.330000
1770067868.018932,0,0.000000,54.080000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,103.340000
1770067868.034838,0,0.000000,54.220000,0.000000,0.150000,0.000000,0.000000,0.050000,0.000000,8.000000,103.370000
1770067868.034838,0,0.000000,54.290000,0.000000,0.170000,0.000000,0.000000,0.100000,0.000000,8.000000,103.370000
1770067868.034838,0,0.000000,54.400000,0.000000,0.280000,0.000000,0.000000,0.170000,0.000000,8.000000,103.400000
1770067868.066242,0,0.000000,54.430000,0.000000,0.150000,0.000000,0.000000,0.250000,0.000000,8.000000,103.410000
1770067868.098033,0,0.000000,53.630000,0.000000,1.220000,0.000000,0.000000,0.330000,0.070000,8.000000,103.430000
1770067868.098033,0,0.000000,53.900000,0.000000,0.920000,0.000000,0.000000,0.380000,0.050000,8.000000,103.440000
1770067868.129637,0,0.000000,54.220000,0.000000,0.470000,0.000000,0.000000,0.460000,0.010000,8.000000,103.450000
1770067868.129637,0,0.000000,54.360000,0.000000,0.230000,0.000000,0.000000,0.520000,0.000000,8.000000,103.480000
1770067868.161273,0,0.000000,54.290000,0.000000,0.120000,0.000000,0.000000,0.600000,0.000000,8.000000,103.480000
1770067868.161273,0,0.000000,54.380000,0.000000,0.180000,0.000000,0.000000,0.660000,0.000000,8.000000,103.510000
1770067868.177023,0,0.000000,54.220000,0.000000,0.170000,0.000000,0.000000,0.700000,0.000000,8.000000,103.510000
1770067868.177023,0,0.000000,54.220000,0.000000,0.120000,0.000000,0.000000,0.750000,0.000000,8.000000,103.540000
1770067868.208577,0,0.000000,54.180000,0.000000,0.180000,0.000000,0.000000,0.770000,0.000000,8.000000,103.550000
1770067868.240097,0,0.000000,54.150000,0.000000,0.120000,0.000000,0.000000,0.800000,0.000000,8.000000,103.560000
1770067868.242107,0,0.000000,54.130000,0.000000,0.180000,0.000000,0.000000,0.830000,0.000000,8.000000,103.580000
1770067868.242107,0,0.000000,54.000000,0.000000,0.150000,0.000000,0.000000,0.850000,0.000000,8.000000,103.590000
1770067868.255970,0,0.000000,53.950000,0.000000,0.170000,0.000000,0.000000,0.850000,0.000000,8.000000,103.610000
1770067868.287943,0,0.000000,53.900000,0.000000,0.100000,0.000000,0.000000,0.850000,0.000000,8.000000,103.620000
1770067868.287943,0,0.000000,53.840000,0.000000,0.180000,0.000000,0.000000,0.820000,0.000000,8.000000,103.630000
1770067868.303765,0,0.000000,53.860000,0.000000,0.000000,0.000000,0.000000,0.770000,0.000000,8.000000,103.660000
1770067868.338925,0,0.000000,53.860000,0.000000,0.140000,0.000000,0.000000,0.680000,0.000000,8.000000,103.660000
1770067868.367374,0,0.000000,53.860000,0.000000,0.100000,0.000000,0.000000,0.570000,0.000000,8.000000,103.690000
1770067868.370774,0,0.000000,53.770000,0.000000,0.150000,0.000000,0.000000,0.460000,0.000000,8.000000,103.690000
1770067868.370774,0,0.000000,53.740000,0.000000,0.170000,0.000000,0.000000,0.340000,0.000000,8.000000,103.720000
1770067868.414771,0,0.000000,52.990000,0.000000,0.990000,0.000000,0.000000,0.230000,0.050000,8.000000,103.730000
1770067868.414771,0,0.000000,53.290000,0.000000,0.580000,0.000000,0.000000,0.110000,0.030000,8.000000,103.750000
1770067868.414771,0,0.000000,53.560000,0.000000,0.100000,0.000000,0.000000,0.020000,0.000000,8.000000,103.760000
1770067868.414771,0,0.000000,53.470000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,103.770000
1770067868.462671,0,0.000000,53.500000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,103.790000
1770067868.462671,0,0.000000,53.650000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,103.800000
1770067868.462671,0,0.000000,53.740000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,103.810000
1770067868.494198,0,0.000000,53.720000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,103.830000
1770067868.510343,0,0.000000,53.610000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.840000
1770067868.510343,0,0.000000,53.610000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.870000
1770067868.558011,0,0.000000,53.610000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.880000
1770067868.558011,0,0.000000,53.650000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,8.000000,103.900000
1770067868.558011,0,0.000000,53.560000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,103.910000
1770067868.558011,0,0.000000,53.610000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,103.930000
1770067868.605460,0,0.000000,53.520000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,103.940000
1770067868.605460,0,0.000000,53.450000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,103.950000
1770067868.621356,0,0.000000,53.220000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,103.980000
1770067868.668482,0,0.000000,53.090000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,103.980000
1770067868.668482,0,0.000000,52.970000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.010000
1770067868.668482,0,0.000000,52.880000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,104.010000
1770067868.668482,0,0.000000,52.990000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,104.040000
1770067868.715896,0,0.000000,53.040000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.050000
1770067868.715896,0,0.000000,53.040000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.060000
1770067868.715896,0,0.000000,53.060000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.080000
1770067868.763854,0,0.000000,53.060000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,104.090000
1770067868.763854,0,0.000000,53.040000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,104.120000
1770067868.779789,0,0.000000,53.150000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,104.120000
1770067868.840463,0,0.000000,53.040000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,104.150000
1770067868.840463,0,0.000000,53.060000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,104.160000
1770067868.840463,0,0.000000,53.130000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.180000
1770067868.843492,0,0.000000,53.040000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,104.190000
1770067868.843492,0,0.000000,53.060000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.200000
1770067868.890698,0,0.000000,53.060000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,104.220000
1770067868.890698,0,0.000000,53.040000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,104.230000
1770067868.890698,0,0.000000,53.020000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,104.250000
1770067868.939993,0,0.000000,53.180000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,104.260000
1770067868.941010,0,0.000000,53.180000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,104.270000
1770067868.954133,0,0.000000,53.150000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,104.300000
1770067868.954133,0,0.000000,53.090000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.300000
1770067869.001944,0,0.000000,53.150000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.330000
1770067869.001944,0,0.000000,53.110000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,104.330000
1770067869.001944,0,0.000000,53.130000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,104.360000
1770067869.001944,0,0.000000,53.130000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.370000
1770067869.049451,0,0.000000,53.130000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.380000
1770067869.049451,0,0.000000,53.250000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.400000
1770067869.049451,0,0.000000,53.200000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.410000
1770067869.097314,0,0.000000,53.180000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,104.430000
1770067869.097314,0,0.000000,53.150000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.440000
1770067869.113011,0,0.000000,53.130000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.450000
1770067869.129122,0,0.000000,53.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.480000
1770067869.160630,0,0.000000,52.990000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.480000
1770067869.192432,0,0.000000,52.900000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.510000
1770067869.192432,0,0.000000,52.950000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,104.510000
1770067869.192432,0,0.000000,52.790000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,104.540000
1770067869.208163,0,0.000000,52.860000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,104.550000
1770067869.208163,0,0.000000,52.790000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.560000
1770067869.239963,0,0.000000,52.770000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,104.580000
1770067869.255664,0,0.000000,52.840000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.590000
1770067869.255664,0,0.000000,52.750000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,104.610000
1770067869.287538,0,0.000000,52.810000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.620000
1770067869.319463,0,0.000000,52.900000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,104.630000
1770067869.319463,0,0.000000,52.880000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,104.660000
1770067869.341935,0,0.000000,52.910000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,104.660000
1770067869.341935,0,0.000000,52.880000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.690000
1770067869.366994,0,0.000000,53.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,104.690000
1770067869.383095,0,0.000000,52.990000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.720000
1770067869.383095,0,0.000000,52.970000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.730000
1770067869.414496,0,0.000000,53.040000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,104.750000
1770067869.430388,0,0.000000,53.040000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,8.000000,104.760000
1770067869.430388,0,0.000000,53.110000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,104.770000
1770067869.430388,0,0.000000,53.110000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.800000
1770067869.462444,0,0.000000,53.150000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,104.800000
1770067869.493871,0,0.000000,53.150000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.830000
1770067869.493871,0,0.000000,53.200000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.830000
1770067869.509790,0,0.000000,53.410000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.860000
1770067869.525677,0,0.000000,53.610000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.870000
1770067869.557595,0,0.000000,53.880000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,104.880000
1770067869.557595,0,0.000000,54.430000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,104.900000
1770067869.573344,0,0.000000,54.970000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.910000
1770067869.573344,0,0.000000,55.790000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,104.930000
1770067869.605337,0,0.000000,56.310000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,8.000000,104.940000
1770067869.636966,0,0.000000,56.990000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,104.950000
1770067869.652925,0,0.000000,57.450000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,104.980000
1770067869.652925,0,0.000000,57.720000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,104.980000
1770067869.685028,0,0.000000,57.810000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.010000
1770067869.685028,0,0.000000,57.750000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,105.010000
1770067869.700932,0,0.000000,57.770000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,105.040000
1770067869.700932,0,0.000000,57.650000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.050000
1770067869.732597,0,0.000000,57.610000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.060000
1770067869.748605,0,0.000000,57.720000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,105.080000
1770067869.748605,0,0.000000,57.650000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.090000
1770067869.780514,0,0.000000,57.650000,0.000000,0.360000,0.000000,0.000000,0.000000,0.000000,8.000000,105.110000
1770067869.780514,0,0.000000,57.650000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,105.120000
1770067869.812404,0,0.000000,57.650000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,105.130000
1770067869.828516,0,0.000000,57.540000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,105.160000
1770067869.828516,0,0.000000,57.540000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.160000
1770067869.860070,0,0.000000,57.650000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,105.190000
1770067869.860070,0,0.000000,57.410000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,8.000000,105.200000
1770067869.875770,0,0.000000,57.610000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.220000
1770067869.907590,0,0.000000,57.540000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,105.230000
1770067869.907590,0,0.000000,57.500000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.250000
1770067869.939508,0,0.000000,57.560000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,105.260000
1770067869.939508,0,0.000000,57.470000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,105.270000
1770067869.955509,0,0.000000,57.410000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,105.300000
1770067870.003238,0,0.000000,57.380000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.300000
1770067870.003238,0,0.000000,57.200000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.330000
1770067870.003238,0,0.000000,57.200000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.330000
1770067870.003238,0,0.000000,57.000000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,105.360000
1770067870.035007,0,0.000000,56.930000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.370000
1770067870.035007,0,0.000000,56.810000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.370000
1770067870.035007,0,0.000000,56.810000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.400000
1770067870.066660,0,0.000000,56.720000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,105.410000
1770067870.094067,0,0.000000,56.560000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,105.430000
1770067870.094067,0,0.000000,56.290000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,105.440000
1770067870.114184,0,0.000000,56.220000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.450000
1770067870.145994,0,0.000000,56.310000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.480000
1770067870.161925,0,0.000000,56.340000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.480000
1770067870.161925,0,0.000000,56.430000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.510000
1770067870.193437,0,0.000000,56.470000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.510000
1770067870.209144,0,0.000000,56.400000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.540000
1770067870.241018,0,0.000000,56.360000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,105.550000
1770067870.241018,0,0.000000,56.380000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,105.560000
1770067870.241018,0,0.000000,56.360000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.580000
1770067870.272928,0,0.000000,56.310000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.590000
1770067870.272928,0,0.000000,56.270000,0.000000,0.230000,0.000000,0.000000,0.000000,0.000000,8.000000,105.610000
1770067870.321118,0,0.000000,56.310000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,105.620000
1770067870.321118,0,0.000000,56.380000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.630000
1770067870.321118,0,0.000000,56.290000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.660000
1770067870.352771,0,0.000000,56.340000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.680000
1770067870.352771,0,0.000000,56.310000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.690000
1770067870.352771,0,0.000000,56.270000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,105.700000
1770067870.352771,0,0.000000,56.220000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,105.720000
1770067870.352771,0,0.000000,56.270000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.730000
1770067870.416381,0,0.000000,56.200000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,105.750000
1770067870.416381,0,0.000000,56.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,105.760000
1770067870.416381,0,0.000000,56.220000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.770000
1770067870.464256,0,0.000000,56.270000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,8.000000,105.790000
1770067870.464256,0,0.000000,56.250000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,105.800000
1770067870.464256,0,0.000000,56.180000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.810000
1770067870.495950,0,0.000000,56.220000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,105.830000
1770067870.511922,0,0.000000,56.160000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.840000
1770067870.511922,0,0.000000,56.270000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,105.870000
1770067870.559496,0,0.000000,56.130000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,105.870000
1770067870.575560,0,0.000000,56.160000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.900000
1770067870.575560,0,0.000000,56.160000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,105.910000
1770067870.575560,0,0.000000,56.160000,0.000000,0.090000,0.000000,0.000000,0.000000,0.000000,8.000000,105.930000
1770067870.623667,0,0.000000,56.130000,0.000000,0.140000,0.000000,0.000000,0.000000,0.000000,8.000000,105.940000
1770067870.623667,0,0.000000,56.160000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,8.000000,105.950000
1770067870.623667,0,0.000000,56.160000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.970000
1770067870.623667,0,0.000000,56.090000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,105.980000
1770067870.671785,0,0.000000,56.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,8.000000,106.000000
1770067870.671785,0,0.000000,56.020000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,106.010000
1770067870.671785,0,0.000000,55.930000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,8.000000,106.020000
1770067870.719627,0,0.000000,55.830000,0.000000,0.070000,0.000000,0.000000,0.010000,0.000000,8.000000,106.050000
1770067870.719627,0,0.000000,55.540000,0.000000,0.110000,0.000000,0.000000,0.100000,0.000000,8.000000,106.060000
1770067870.719627,0,0.000000,55.130000,0.000000,0.090000,0.000000,0.000000,0.200000,0.000000,8.000000,106.080000
1770067870.767189,0,0.000000,54.500000,0.000000,0.100000,0.000000,0.000000,0.310000,0.000000,8.000000,106.090000
1770067870.767189,0,0.000000,52.540000,0.000000,0.660000,0.000000,0.000000,0.470000,0.070000,8.000000,106.110000
1770067870.767189,0,0.000000,51.380000,0.000000,0.790000,0.000000,0.000000,0.570000,0.050000,8.000000,106.120000
1770067870.767189,0,0.000000,50.160000,0.000000,0.370000,0.000000,0.000000,0.670000,0.050000,8.000000,106.130000
1770067870.814738,0,0.000000,48.330000,0.000000,0.140000,0.000000,0.000000,0.750000,0.010000,8.000000,106.150000
1770067870.814738,0,0.000000,46.330000,0.000000,0.050000,0.000000,0.000000,0.820000,0.000000,8.000000,106.160000
1770067870.814738,0,0.000000,44.540000,0.000000,0.180000,0.000000,0.000000,0.880000,0.000000,8.000000,106.180000
1770067870.862208,0,0.000000,42.770000,0.000000,0.100000,0.000000,0.000000,0.950000,0.000000,8.000000,106.190000
1770067870.862208,0,0.000000,41.700000,0.000000,0.050000,0.000000,0.000000,1.000000,0.000000,8.000000,106.200000
