epoch,mark,Unused,Ankused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds),Battery Level (Volts),???
1770067804.032695,0,0.000000,24.540000,0.000000,0.230000,0.000000,0.000000,0.540000,0.020000,8.000000,39.450000
1770067804.032695,0,0.000000,25.150000,0.000000,0.120000,0.000000,0.000000,0.430000,0.020000,8.000000,39.470000
1770067804.032695,0,0.000000,25.200000,0.000000,0.180000,0.000000,0.000000,0.250000,0.030000,8.000000,39.490000
1770067804.080120,0,0.000000,24.840000,0.000000,0.100000,0.000000,0.000000,0.000000,0.030000,8.000000,39.500000
1770067804.080120,0,0.000000,24.230000,0.000000,0.090000,0.000000,0.000000,0.000000,0.050000,8.000000,39.520000
1770067804.127458,0,0.000000,21.710000,0.000000,0.150000,0.000000,0.000000,0.000000,0.030000,8.000000,39.540000
1770067804.159207,0,0.000000,20.290000,0.000000,0.150000,0.000000,0.000000,0.000000,0.030000,8.000000,39.560000
1770067804.159207,0,0.000000,16.230000,0.000000,0.180000,0.000000,0.000000,0.000000,0.030000,8.000000,39.610000
1770067804.159207,0,0.000000,15.070000,0.000000,0.150000,0.000000,0.000000,0.000000,0.020000,8.000000,39.610000
1770067804.174897,0,0.000000,12.940000,0.000000,0.180000,0.000000,0.000000,0.000000,0.010000,8.000000,39.650000
1770067804.174897,0,0.000000,12.020000,0.000000,0.090000,0.000000,0.000000,0.000000,0.020000,8.000000,39.660000
1770067804.222049,0,0.000000,11.260000,0.000000,0.150000,0.000000,0.000000,0.000000,0.010000,8.000000,39.680000
1770067804.222049,0,0.000000,10.560000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,39.700000
1770067804.253836,0,0.000000,9.840000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,39.720000
1770067804.253836,0,0.000000,9.230000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.000000,39.720000
1770067804.269593,0,0.000000,8.650000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,39.750000
1770067804.269593,0,0.000000,8.010000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,39.750000
1770067804.301028,0,0.000000,7.400000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,8.000000,39.770000
