epoch,mark,Desired Torque,Measured Torque,Toe FSR,Heel FSR,PID Signal,Ankle Angle,Power,Stance Phase,Channel 8,Exoskeleton time (seconds)
1778699165.562455,0,0.000000,0.020000,0.000000,1.000000,0.000000,48.930000,0.230000,0.000000,8.000000,71.940000
1778699165.595104,0,0.000000,0.000000,0.000000,0.200000,0.000000,47.400000,0.250000,0.000000,8.000000,71.970000
1778699165.628054,0,0.000000,0.000000,0.000000,0.000000,0.000000,40.220000,0.230000,0.000000,8.000000,71.980000
1778699165.628054,0,0.000000,0.000000,0.000000,0.200000,0.000000,38.400000,0.230000,0.000000,8.000000,71.980000
1778699165.628054,0,0.000000,0.000000,0.000000,0.500000,0.000000,36.790000,0.230000,0.000000,8.000000,72.000000
1778699165.644627,0,0.000000,0.000000,0.000000,1.100000,0.000000,35.380000,0.230000,0.000000,8.000000,72.010000
1778699165.661213,0,0.000000,0.000000,0.000000,1.000000,0.000000,34.290000,0.230000,0.000000,8.000000,72.010000
1778699165.661213,0,0.000000,0.000000,0.000000,1.000000,0.000000,33.360000,0.230000,0.000000,8.000000,72.020000
1778699165.661213,0,0.000000,0.000000,0.000000,1.000000,0.000000,32.630000,0.230000,0.000000,8.000000,72.040000
1778699165.677947,0,0.000000,0.010000,0.000000,1.000000,0.000000,32.250000,0.230000,0.000000,8.000000,72.050000
1778699165.709899,0,0.000000,0.000000,0.000000,1.000000,0.000000,32.080000,0.230000,0.000000,8.000000,72.050000
1778699165.711278,0,0.000000,0.000000,0.000000,0.980000,0.000000,32.150000,0.230000,0.000000,8.000000,72.060000
1778699165.711278,0,0.000000,0.000000,0.000000,1.000000,0.000000,32.410000,0.230000,0.000000,8.000000,72.080000
1778699165.727885,0,0.000000,0.000000,0.000000,0.970000,0.000000,32.680000,0.230000,0.000000,8.000000,72.080000
1778699165.744593,0,0.000000,-0.020000,0.000000,1.000000,0.000000,32.930000,0.230000,0.000000,8.000000,72.090000
1778699165.744593,0,0.000000,-0.010000,0.000000,1.010000,0.000000,33.360000,0.210000,0.000000,8.000000,72.120000
1778699165.761309,0,0.000000,0.000000,0.000000,1.000000,0.000000,33.590000,0.250000,0.000000,8.000000,72.120000
1778699165.761309,0,0.000000,-0.020000,0.000000,1.000000,0.000000,33.860000,0.230000,0.000000,8.000000,72.130000
1778699165.777927,0,0.000000,0.000000,0.000000,0.950000,0.000000,34.000000,0.230000,0.000000,8.000000,72.150000
1778699165.777927,0,0.000000,-0.020000,0.000000,1.000000,0.000000,34.310000,0.230000,0.000000,8.000000,72.150000
1778699165.795119,0,0.000000,-0.010000,0.000000,1.000000,0.000000,34.650000,0.230000,0.000000,8.000000,72.160000
1778699165.811361,0,0.000000,-0.030000,0.000000,1.000000,0.000000,35.150000,0.230000,0.000000,8.000000,72.180000
1778699165.811361,0,0.000000,-0.070000,0.000000,1.000000,0.000000,35.680000,0.230000,0.000000,8.000000,72.190000
1778699165.827922,0,0.000000,-0.070000,0.000000,1.000000,0.000000,36.360000,0.230000,0.000000,8.000000,72.190000
1778699165.844719,0,0.000000,-0.020000,0.000000,1.000000,0.000000,37.090000,0.230000,0.000000,8.000000,72.200000
1778699165.844719,0,0.000000,-0.010000,0.000000,1.000000,0.000000,37.700000,0.230000,0.000000,8.000000,72.200000
1778699165.870213,0,0.000000,-0.120000,0.000000,1.000000,0.000000,38.400000,0.230000,0.000000,8.000000,72.220000
1778699165.877936,0,0.000000,-0.090000,0.000000,1.000000,0.000000,39.150000,0.230000,0.000000,8.000000,72.230000
1778699165.895027,0,0.000000,-0.150000,0.000000,1.000000,0.000000,39.930000,0.230000,0.000000,8.000000,72.250000
1778699165.895027,0,0.000000,-0.070000,0.000000,1.000000,0.000000,40.770000,0.230000,0.000000,8.000000,72.260000
