epoch,mark,Unused,Ankle Angle,Unused,Measured Torque (R),Unused,Unused,Toe FSR (R),Heel FSR (R),Channel 8,Exoskeleton time (seconds)
1771021241.990831,0,0.000000,63.860000,0.000000,0.020000,0.000000,0.000000,0.000000,-288.350000,8.000000,84.770000
1771021242.021617,0,0.000000,57.840000,0.000000,0.030000,0.000000,0.000000,0.000000,0.660000,8.000000,84.790000
1771021242.021617,0,0.000000,54.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,84.800000
1771021242.043568,0,0.000000,49.200000,0.000000,0.070000,0.000000,0.000000,0.000000,0.000000,8.000000,84.830000
1771021242.069278,0,0.000000,44.180000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,8.000000,84.830000
1771021242.084929,0,0.000000,39.430000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,8.000000,84.860000
1771021242.100628,0,0.000000,35.860000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,8.000000,84.870000
1771021242.100628,0,0.000000,33.200000,0.000000,0.020000,0.000000,0.000000,0.990000,0.000000,8.000000,84.880000
1771021242.116310,0,0.000000,30.650000,0.000000,0.050000,0.000000,0.000000,1.000000,0.000000,8.000000,84.900000
1771021242.131959,0,0.000000,28.530000,0.000000,0.010000,0.000000,0.000000,1.000000,0.000000,8.000000,84.910000
1771021242.147620,0,0.000000,27.110000,0.000000,0.000000,0.000000,0.000000,0.990000,0.000000,8.000000,84.930000
1771021242.179037,0,0.000000,26.480000,0.000000,0.030000,0.000000,0.000000,0.990000,0.000000,8.000000,84.940000
1771021242.210774,0,0.000000,26.550000,0.000000,0.010000,0.000000,0.000000,1.000000,0.000000,8.000000,84.950000
1771021242.229496,0,0.000000,26.890000,0.000000,-0.030000,0.000000,0.000000,0.990000,0.000000,8.000000,84.980000
1771021242.242568,0,0.000000,27.540000,0.000000,-0.010000,0.000000,0.000000,1.000000,0.000000,8.000000,84.980000
1771021242.258216,0,0.000000,28.430000,0.000000,0.050000,0.000000,0.000000,1.000000,0.000000,8.000000,85.010000
1771021242.258216,0,0.000000,29.450000,0.000000,-0.020000,0.000000,0.000000,1.000000,0.000000,8.000000,85.010000
1771021242.258216,0,0.000000,30.940000,0.000000,0.050000,0.000000,0.000000,1.000000,0.000000,8.000000,85.040000
1771021242.273967,0,0.000000,32.900000,0.000000,0.010000,0.000000,0.000000,0.990000,0.000000,8.000000,85.050000
1771021242.289685,0,0.000000,35.110000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,85.060000
1771021242.289685,0,0.000000,37.660000,0.000000,0.020000,0.000000,0.000000,0.990000,0.000000,8.000000,85.080000
1771021242.305732,0,0.000000,40.540000,0.000000,0.000000,0.000000,0.000000,0.970000,0.000000,8.000000,85.090000
1771021242.321394,0,0.000000,43.360000,0.000000,-0.010000,0.000000,0.000000,0.930000,0.000000,8.000000,85.110000
1771021242.337340,0,0.000000,45.750000,0.000000,0.000000,0.000000,0.000000,0.910000,0.000000,8.000000,85.120000
1771021242.352988,0,0.000000,47.340000,0.000000,0.000000,0.000000,0.000000,0.870000,0.010000,8.000000,85.130000
1771021242.368628,0,0.000000,48.520000,0.000000,0.000000,0.000000,0.000000,0.810000,0.000000,8.000000,85.160000
1771021242.384323,0,0.000000,50.020000,0.000000,0.020000,0.000000,0.000000,0.700000,0.000000,8.000000,85.160000
1771021242.399963,0,0.000000,52.110000,0.000000,0.070000,0.000000,0.000000,0.570000,0.000000,8.000000,85.180000
1771021242.418398,0,0.000000,54.880000,0.000000,0.000000,0.000000,0.000000,0.370000,0.030000,8.000000,85.190000
1771021242.418398,0,0.000000,57.240000,0.000000,0.000000,0.000000,0.000000,0.200000,0.100000,8.000000,85.200000
1771021242.446886,0,0.000000,59.380000,0.000000,-0.090000,0.000000,0.000000,0.050000,0.230000,8.000000,85.230000
1771021242.462957,0,0.000000,60.830000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.380000,8.000000,85.250000
1771021242.478609,0,0.000000,61.470000,0.000000,0.020000,0.000000,0.000000,0.000000,0.540000,8.000000,85.260000
1771021242.494275,0,0.000000,61.660000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,8.000000,85.270000
1771021242.509921,0,0.000000,61.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.740000,8.000000,85.290000
1771021242.509921,0,0.000000,61.680000,0.000000,0.020000,0.000000,0.000000,0.000000,0.800000,8.000000,85.300000
1771021242.525589,0,0.000000,61.900000,0.000000,0.070000,0.000000,0.000000,0.000000,0.800000,8.000000,85.310000
