epoch,mark,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9
1770140259.902439,0,0.000000,0.000000,0.000000,0.000000,44.290000,0.000000,0.000000,0.000000,8.000000,34.430000
1770140259.941550,0,0.000000,0.000000,0.000000,0.000000,44.220000,0.000000,0.000000,0.000000,8.000000,34.470000
1770140259.944561,0,29.510000,0.000000,0.000000,-0.150000,44.470000,0.000000,0.000000,0.000000,8.000000,34.490000
1770140259.963275,0,30.520000,0.000000,0.000000,-0.150000,44.840000,0.000000,1.070000,0.000000,8.000000,34.500000
1770140259.980863,0,-12.890000,0.000000,0.000000,0.000000,45.310000,0.000000,1.000000,0.000000,8.000000,34.520000
1770140260.005841,0,-43.450000,0.000000,0.000000,0.020000,45.740000,0.000000,1.000000,0.000000,8.000000,34.520000
1770140260.007849,0,5.340000,0.000000,0.000000,0.000000,46.270000,0.000000,1.000000,0.000000,8.000000,34.540000
1770140260.021472,0,-52.900000,0.000000,0.000000,0.210000,46.410000,0.000000,1.000000,0.000000,8.000000,34.560000
1770140260.021472,0,16.260000,0.000000,0.000000,0.000000,47.000000,0.000000,1.000000,0.000000,8.000000,34.580000
1770140260.052894,0,-38.150000,0.000000,0.000000,0.110000,47.360000,0.000000,1.000000,0.330000,8.000000,34.590000
1770140260.052894,0,-20.980000,0.000000,0.000000,0.020000,47.810000,0.000000,1.000000,0.000000,8.000000,34.610000
1770140260.068820,0,-1.610000,0.000000,0.000000,0.020000,48.290000,0.000000,1.000000,0.000000,8.000000,34.630000
1770140260.087405,0,-18.620000,0.000000,0.000000,0.030000,48.700000,0.000000,1.000000,0.330000,8.000000,34.630000
1770140260.100935,0,-6.690000,0.000000,0.000000,0.000000,49.020000,0.000000,0.990000,0.000000,8.000000,34.650000
1770140260.119339,0,1.370000,0.000000,0.000000,-0.020000,49.540000,0.000000,1.000000,0.330000,8.000000,34.660000
1770140260.119339,0,-7.000000,0.000000,0.000000,0.000000,49.860000,0.000000,1.000000,0.000000,8.000000,34.680000
1770140260.148381,0,-14.220000,0.000000,0.000000,-0.070000,50.110000,0.000000,1.000000,0.000000,8.000000,34.700000
1770140260.164248,0,4.570000,0.000000,0.000000,-0.010000,50.470000,0.000000,1.000000,0.000000,8.000000,34.700000
1770140260.184804,0,-25.960000,0.000000,0.000000,0.010000,50.810000,0.000000,1.000000,0.000000,8.000000,34.720000
1770140260.201679,0,24.610000,0.000000,0.000000,-0.090000,50.840000,0.000000,0.990000,0.000000,8.000000,34.740000
1770140260.201679,0,25.800000,0.000000,0.000000,-0.090000,50.900000,0.000000,0.990000,0.000000,8.000000,34.750000
1770140260.227324,0,10.940000,0.000000,0.000000,-0.070000,50.910000,0.000000,0.940000,0.000000,8.000000,34.770000
1770140260.243039,0,18.940000,0.000000,0.000000,-0.030000,50.900000,0.000000,0.870000,0.000000,8.000000,34.790000
1770140260.262719,0,15.020000,0.000000,0.000000,-0.110000,50.660000,0.000000,0.750000,0.000000,8.000000,34.790000
1770140260.262719,0,17.300000,0.000000,0.000000,-0.110000,50.330000,0.000000,0.600000,0.000000,8.000000,34.810000
1770140260.290548,0,12.600000,0.000000,0.000000,-0.120000,49.700000,0.000000,0.430000,0.000000,8.000000,34.840000
1770140260.306555,0,77.620000,0.000000,0.000000,-0.280000,49.060000,0.000000,0.280000,0.000000,8.000000,34.840000
1770140260.306555,0,34.000000,0.000000,0.000000,-0.200000,48.360000,0.000000,0.180000,0.000000,8.000000,34.860000
