epoch,mark,Desired Torque,Measured Torque,Toe FSR,Heel FSR,PID Signal,Ankle Angle,Power,Stance Phase,Battery Level (Volts),Exoskeleton time (seconds)
1774478597.227040,0,0.000000,-0.070000,2.000000,0.000000,33.410000,0.100000,0.000000,0.000000,24.320000,45.590000
1774478597.274352,0,0.000000,-0.050000,0.000000,0.000000,10.590000,0.070000,0.090000,0.000000,24.320000,45.630000
1774478597.296722,0,0.000000,-0.360000,0.000000,2.000000,102.700000,0.070000,0.170000,0.000000,24.320000,45.650000
1774478597.313670,0,0.000000,-0.510000,0.000000,0.000000,93.230000,0.070000,0.250000,0.000000,24.320000,45.650000
1774478597.313670,0,0.000000,-0.500000,0.000000,1.000000,77.560000,0.100000,0.340000,0.000000,24.320000,45.680000
1774478597.337912,0,0.000000,-0.310000,0.000000,0.000000,69.160000,0.100000,0.500000,0.000000,24.300000,45.680000
1774478597.337912,0,0.000000,-0.270000,0.000000,0.200000,38.270000,0.070000,0.810000,0.000000,24.290000,45.700000
1774478597.353679,0,0.000000,-0.250000,0.000000,0.200000,65.560000,0.120000,1.090000,0.000000,24.290000,45.720000
1774478597.369698,0,0.000000,-0.270000,0.000000,0.400000,87.230000,0.100000,1.400000,0.000000,24.290000,45.740000
1774478597.401030,0,0.000000,-0.110000,0.000000,0.200000,-4.630000,0.100000,1.690000,0.000000,24.290000,45.750000
1774478597.413557,0,0.000000,-0.150000,0.000000,0.800000,10.150000,0.100000,1.990000,0.000000,24.290000,45.770000
1774478597.417068,0,0.000000,-0.140000,0.000000,0.000000,37.160000,0.070000,2.060000,0.000000,24.300000,45.770000
1774478597.432735,0,0.000000,-0.050000,0.000000,0.000000,16.180000,0.070000,2.150000,0.000000,24.300000,45.790000
1774478597.448419,0,0.000000,-0.030000,0.000000,0.000000,0.340000,0.100000,2.170000,0.000000,24.310000,45.810000
1774478597.464383,0,0.000000,0.000000,0.000000,0.000000,-10.510000,0.070000,2.220000,0.000000,24.300000,45.830000
1774478597.480371,0,0.000000,0.000000,0.000000,0.200000,15.920000,0.100000,2.250000,0.000000,24.310000,45.840000
1774478597.506471,0,0.000000,0.230000,0.000000,0.200000,-115.870000,0.120000,2.250000,0.000000,24.320000,45.860000
1774478597.513855,0,0.000000,-0.050000,0.000000,0.200000,39.270000,0.100000,2.250000,0.000000,24.310000,45.860000
1774478597.527522,0,0.000000,0.230000,0.000000,0.000000,-67.250000,0.070000,2.280000,0.000000,24.310000,45.880000
1774478597.543210,0,0.000000,0.310000,0.000000,0.400000,-83.520000,0.100000,2.440000,0.000000,24.300000,45.900000
1774478597.543210,0,0.000000,0.340000,0.000000,0.000000,-98.020000,0.070000,2.660000,0.000000,24.290000,45.910000
1774478597.574873,0,0.000000,0.430000,0.000000,0.000000,-95.880000,0.120000,2.990000,0.000000,24.270000,45.930000
1774478597.591000,0,0.000000,0.380000,0.000000,0.000000,-108.300000,0.070000,3.360000,0.000000,24.230000,45.950000
1774478597.606961,0,0.000000,0.370000,0.000000,0.000000,-111.190000,0.100000,3.710000,0.000000,24.260000,45.970000
1774478597.622617,0,0.000000,0.400000,0.000000,0.200000,-77.860000,0.070000,4.550000,0.000000,24.200000,45.970000
1774478597.638400,0,0.000000,0.430000,0.000000,0.000000,-90.870000,0.070000,5.150000,0.000000,24.200000,46.000000
1774478597.638400,0,0.000000,0.090000,0.000000,0.000000,25.200000,0.100000,5.050000,0.000000,24.270000,46.000000
1774478597.670153,0,0.000000,0.180000,0.000000,0.200000,-85.290000,0.070000,5.170000,0.000000,24.290000,46.020000
1774478597.686017,0,0.000000,0.090000,0.000000,0.400000,23.460000,0.120000,5.880000,0.000000,24.260000,46.040000
1774478597.702089,0,0.000000,0.070000,0.000000,0.000000,-55.610000,0.100000,5.750000,0.000000,24.340000,46.060000
1774478597.718111,0,0.000000,-0.100000,0.000000,0.400000,25.600000,0.100000,5.530000,0.000000,24.350000,46.060000
1774478597.733766,0,0.000000,-0.310000,0.000000,0.400000,138.610000,0.100000,5.360000,0.000000,24.350000,46.080000
1774478597.733766,0,0.000000,-0.500000,0.000000,0.200000,48.720000,0.100000,5.380000,0.000000,24.370000,46.090000
1774478597.749401,0,0.000000,-0.310000,0.000000,0.000000,71.200000,0.120000,5.150000,0.000000,24.320000,46.110000
1774478597.765379,0,0.000000,-0.520000,0.000000,0.200000,87.900000,0.100000,5.030000,0.000000,24.310000,46.130000
