epoch,mark,Desired Torque,Measured Torque,Toe FSR,Heel FSR,PID Signal,Ankle Angle,Power,Stance Phase,Channel 8,Exoskeleton time (seconds)
1774478460.879720,0,0.000000,-0.030000,0.000000,0.000000,-65.290000,55.130000,0.200000,0.000000,8.000000,38.250000
1774478460.942501,0,0.000000,-0.030000,0.140000,0.000000,97.630000,55.020000,0.230000,0.000000,8.000000,38.310000
1774478460.958153,0,0.000000,0.000000,0.000000,0.000000,241.550000,54.500000,0.230000,0.000000,8.000000,38.310000
1774478460.974092,0,0.000000,-0.020000,0.000000,0.000000,221.710000,54.270000,0.230000,0.000000,8.000000,38.340000
1774478460.990051,0,0.000000,0.000000,0.000000,0.000000,-30.430000,54.150000,0.230000,0.000000,8.000000,38.360000
1774478461.021806,0,0.000000,-0.010000,0.000000,0.330000,-159.630000,54.220000,0.230000,0.000000,8.000000,38.360000
1774478461.024371,0,0.000000,0.000000,0.000000,0.250000,326.910000,54.400000,0.230000,0.000000,8.000000,38.380000
1774478461.037568,0,0.000000,-0.020000,0.000000,0.000000,-241.130000,54.490000,0.230000,0.000000,8.000000,38.400000
1774478461.053234,0,0.000000,0.000000,0.000000,0.000000,-284.360000,54.840000,0.230000,0.000000,8.000000,38.410000
1774478461.053234,0,0.000000,-0.070000,0.000000,0.000000,-308.890000,55.520000,0.210000,0.000000,8.000000,38.430000
1774478461.086562,0,0.000000,-0.070000,0.000000,0.000000,-268.540000,56.540000,0.230000,0.000000,8.000000,38.450000
1774478461.094721,0,0.000000,0.000000,0.000000,0.250000,-104.770000,57.860000,0.210000,0.000000,8.000000,38.450000
1774478461.116129,0,0.000000,0.000000,0.000000,0.250000,179.940000,59.660000,0.210000,0.000000,8.000000,38.470000
1774478461.135810,0,0.000000,-0.070000,0.000000,0.000000,-296.170000,61.590000,0.210000,0.000000,8.000000,38.490000
1774478461.135810,0,0.000000,-0.070000,0.000000,0.500000,247.490000,63.810000,0.210000,0.000000,8.000000,38.500000
1774478461.164857,0,0.000000,-0.090000,0.000000,1.000000,201.020000,66.060000,0.210000,0.000000,8.000000,38.520000
1774478461.164857,0,0.000000,-0.030000,0.000000,1.000000,176.020000,68.300000,0.210000,0.000000,8.000000,38.540000
1774478461.194291,0,0.000000,-0.200000,0.000000,1.020000,209.580000,70.680000,0.230000,0.000000,8.000000,38.540000
1774478461.209974,0,0.000000,-0.100000,0.000000,1.000000,124.230000,72.760000,0.210000,0.000000,8.000000,38.560000
1774478461.209974,0,0.000000,-0.050000,0.000000,1.000000,-166.170000,74.550000,0.230000,0.000000,8.000000,38.580000
1774478461.225826,0,0.000000,-0.070000,0.000000,1.000000,-326.910000,76.020000,0.210000,0.000000,8.000000,38.590000
1774478461.248350,0,0.000000,-0.070000,0.000000,0.980000,241.220000,77.340000,0.210000,0.000000,8.000000,38.610000
1774478461.257661,0,0.000000,-0.070000,0.000000,1.000000,-137.070000,78.380000,0.210000,0.000000,8.000000,38.630000
